date,HUM,HUM_EPS,PE Ratio
1994-07-14,17.63,,
1994-07-15,17.38,,
1994-07-18,17.38,,
1994-07-19,17.0,,
1994-07-20,17.0,,
1994-07-21,17.63,,
1994-07-22,18.38,,
1994-07-25,18.13,,
1994-07-26,18.25,,
1994-07-27,18.75,,
1994-07-28,18.25,,
1994-07-29,18.75,,
1994-08-01,19.38,,
1994-08-02,19.63,,
1994-08-03,19.13,,
1994-08-04,18.88,,
1994-08-05,18.38,,
1994-08-08,18.63,,
1994-08-09,19.13,,
1994-08-10,19.5,,
1994-08-11,19.5,,
1994-08-12,18.88,,
1994-08-15,19.0,,
1994-08-16,18.88,,
1994-08-17,19.13,,
1994-08-18,19.5,,
1994-08-19,19.38,,
1994-08-22,19.88,,
1994-08-23,20.13,,
1994-08-24,20.25,,
1994-08-25,21.0,,
1994-08-26,21.0,,
1994-08-29,21.5,,
1994-08-30,21.13,,
1994-08-31,21.25,,
1994-09-01,21.5,,
1994-09-02,21.63,,
1994-09-06,20.75,,
1994-09-07,21.63,,
1994-09-08,22.5,,
1994-09-09,23.25,,
1994-09-12,22.13,,
1994-09-13,23.25,,
1994-09-14,23.0,,
1994-09-15,23.0,,
1994-09-16,22.38,,
1994-09-19,23.13,,
1994-09-20,22.75,,
1994-09-21,22.5,,
1994-09-22,21.88,,
1994-09-23,22.0,,
1994-09-26,22.75,,
1994-09-27,23.0,,
1994-09-28,23.38,,
1994-09-29,23.0,,
1994-09-30,23.63,,
1994-10-03,23.13,,
1994-10-04,22.5,,
1994-10-05,21.75,,
1994-10-06,22.13,,
1994-10-07,23.5,,
1994-10-10,23.75,,
1994-10-11,23.75,,
1994-10-12,24.0,,
1994-10-13,24.25,,
1994-10-14,24.13,,
1994-10-17,23.88,,
1994-10-18,23.5,,
1994-10-19,23.38,,
1994-10-20,22.88,,
1994-10-21,22.88,,
1994-10-24,22.25,,
1994-10-25,23.25,,
1994-10-26,24.0,,
1994-10-27,24.63,,
1994-10-28,24.88,,
1994-10-31,24.38,,
1994-11-01,23.63,,
1994-11-02,23.25,,
1994-11-03,23.0,,
1994-11-04,23.38,,
1994-11-07,22.88,,
1994-11-08,23.13,,
1994-11-09,23.38,,
1994-11-10,23.5,,
1994-11-11,23.25,,
1994-11-14,23.13,,
1994-11-15,23.75,,
1994-11-16,23.25,,
1994-11-17,22.88,,
1994-11-18,22.38,,
1994-11-21,22.25,,
1994-11-22,21.75,,
1994-11-23,21.63,,
1994-11-25,21.75,,
1994-11-28,22.0,,
1994-11-29,22.25,,
1994-11-30,22.38,,
1994-12-01,22.5,,
1994-12-02,21.63,,
1994-12-05,21.0,,
1994-12-06,21.88,,
1994-12-07,20.63,,
1994-12-08,18.5,,
1994-12-09,19.13,,
1994-12-12,20.63,,
1994-12-13,20.88,,
1994-12-14,21.75,,
1994-12-15,22.0,,
1994-12-16,22.0,,
1994-12-19,22.5,,
1994-12-20,22.0,,
1994-12-21,22.25,,
1994-12-22,22.0,,
1994-12-23,22.13,,
1994-12-27,23.0,,
1994-12-28,23.13,,
1994-12-29,23.13,,
1994-12-30,22.63,,
1995-01-03,22.5,,
1995-01-04,21.88,,
1995-01-05,21.88,,
1995-01-06,22.13,,
1995-01-09,22.38,,
1995-01-10,23.5,,
1995-01-11,23.5,,
1995-01-12,23.0,,
1995-01-13,23.63,,
1995-01-16,23.75,,
1995-01-17,23.38,,
1995-01-18,22.75,,
1995-01-19,22.25,,
1995-01-20,22.13,,
1995-01-23,22.38,,
1995-01-24,22.38,,
1995-01-25,22.38,,
1995-01-26,22.88,,
1995-01-27,22.38,,
1995-01-30,23.25,,
1995-01-31,22.88,,
1995-02-01,23.75,,
1995-02-02,24.88,,
1995-02-03,25.38,,
1995-02-06,25.25,,
1995-02-07,24.38,,
1995-02-08,24.75,,
1995-02-09,24.63,,
1995-02-10,24.5,,
1995-02-13,24.0,,
1995-02-14,23.63,,
1995-02-15,23.38,,
1995-02-16,23.75,,
1995-02-17,23.63,,
1995-02-21,23.5,,
1995-02-22,23.5,,
1995-02-23,23.13,,
1995-02-24,22.88,,
1995-02-27,23.25,,
1995-02-28,23.5,,
1995-03-01,24.13,,
1995-03-02,23.88,,
1995-03-03,24.0,,
1995-03-06,23.5,,
1995-03-07,23.0,,
1995-03-08,23.13,,
1995-03-09,23.13,,
1995-03-10,22.88,,
1995-03-13,23.5,,
1995-03-14,23.63,,
1995-03-15,23.75,,
1995-03-16,24.63,,
1995-03-17,24.38,,
1995-03-20,25.13,,
1995-03-21,24.63,,
1995-03-22,24.75,,
1995-03-23,24.25,,
1995-03-24,24.13,,
1995-03-27,24.63,,
1995-03-28,25.88,,
1995-03-29,26.5,,
1995-03-30,25.88,,
1995-03-31,25.63,,
1995-04-03,26.0,,
1995-04-04,27.13,,
1995-04-05,26.5,,
1995-04-06,25.38,,
1995-04-07,25.13,,
1995-04-10,24.5,,
1995-04-11,24.75,,
1995-04-12,25.25,,
1995-04-13,26.0,,
1995-04-17,25.25,,
1995-04-18,24.63,,
1995-04-19,21.88,,
1995-04-20,20.88,,
1995-04-21,21.63,,
1995-04-24,21.63,,
1995-04-25,20.5,,
1995-04-26,20.88,,
1995-04-27,20.0,,
1995-04-28,19.5,,
1995-05-01,20.0,,
1995-05-02,20.25,,
1995-05-03,19.75,,
1995-05-04,18.25,,
1995-05-05,18.75,,
1995-05-08,19.5,,
1995-05-09,20.25,,
1995-05-10,21.5,,
1995-05-11,21.5,,
1995-05-12,21.0,,
1995-05-15,20.88,,
1995-05-16,20.88,,
1995-05-17,21.13,,
1995-05-18,20.88,,
1995-05-19,20.75,,
1995-05-22,20.38,,
1995-05-23,21.5,,
1995-05-24,21.5,,
1995-05-25,21.25,,
1995-05-26,20.88,,
1995-05-30,20.88,,
1995-05-31,21.13,,
1995-06-01,21.38,,
1995-06-02,21.88,,
1995-06-05,22.5,,
1995-06-06,22.63,,
1995-06-07,23.38,,
1995-06-08,23.25,,
1995-06-09,22.88,,
1995-06-12,22.75,,
1995-06-13,22.88,,
1995-06-14,19.63,,
1995-06-15,20.0,,
1995-06-16,19.88,,
1995-06-19,20.0,,
1995-06-20,20.0,,
1995-06-21,19.88,,
1995-06-22,19.88,,
1995-06-23,19.38,,
1995-06-26,18.88,,
1995-06-27,17.88,,
1995-06-28,17.5,,
1995-06-29,17.38,,
1995-06-30,17.75,,
1995-07-03,17.94,,
1995-07-05,17.63,,
1995-07-06,17.63,,
1995-07-07,17.5,,
1995-07-10,17.5,,
1995-07-11,17.75,,
1995-07-12,18.25,,
1995-07-13,18.63,,
1995-07-14,19.0,,
1995-07-17,19.13,,
1995-07-18,19.13,,
1995-07-19,18.75,,
1995-07-20,19.38,,
1995-07-21,19.0,,
1995-07-24,19.13,,
1995-07-25,19.38,,
1995-07-26,19.75,,
1995-07-27,19.75,,
1995-07-28,20.13,,
1995-07-31,19.5,,
1995-08-01,19.88,,
1995-08-02,19.88,,
1995-08-03,18.7,,
1995-08-04,18.0,,
1995-08-07,18.25,,
1995-08-08,18.63,,
1995-08-09,18.25,,
1995-08-10,18.5,,
1995-08-11,18.63,,
1995-08-14,18.75,,
1995-08-15,18.63,,
1995-08-16,18.75,,
1995-08-17,19.25,,
1995-08-18,19.0,,
1995-08-21,18.63,,
1995-08-22,18.5,,
1995-08-23,18.25,,
1995-08-24,18.5,,
1995-08-25,18.38,,
1995-08-28,18.25,,
1995-08-29,18.13,,
1995-08-30,18.25,,
1995-08-31,18.25,,
1995-09-01,18.25,,
1995-09-05,18.63,,
1995-09-06,19.38,,
1995-09-07,19.38,,
1995-09-08,20.38,,
1995-09-11,20.0,,
1995-09-12,19.75,,
1995-09-13,20.13,,
1995-09-14,20.13,,
1995-09-15,19.88,,
1995-09-18,19.88,,
1995-09-19,20.25,,
1995-09-20,20.13,,
1995-09-21,20.13,,
1995-09-22,19.88,,
1995-09-25,19.75,,
1995-09-26,19.75,,
1995-09-27,19.75,,
1995-09-28,20.0,,
1995-09-29,20.13,,
1995-10-02,19.88,,
1995-10-03,19.88,,
1995-10-04,19.75,,
1995-10-05,19.63,,
1995-10-06,19.75,,
1995-10-09,19.38,,
1995-10-10,18.88,,
1995-10-11,18.63,,
1995-10-12,19.25,,
1995-10-13,20.0,,
1995-10-16,19.88,,
1995-10-17,20.38,,
1995-10-18,20.25,,
1995-10-19,20.5,,
1995-10-20,20.13,,
1995-10-23,20.38,,
1995-10-24,21.63,,
1995-10-25,21.75,,
1995-10-26,21.38,,
1995-10-27,21.5,,
1995-10-30,21.38,,
1995-10-31,21.13,,
1995-11-01,22.75,,
1995-11-02,22.75,,
1995-11-03,23.63,,
1995-11-06,23.0,,
1995-11-07,22.38,,
1995-11-08,23.13,,
1995-11-09,23.0,,
1995-11-10,22.75,,
1995-11-13,22.75,,
1995-11-14,22.25,,
1995-11-15,22.25,,
1995-11-16,23.0,,
1995-11-17,23.13,,
1995-11-20,23.0,,
1995-11-21,23.25,,
1995-11-22,24.38,,
1995-11-24,24.5,,
1995-11-27,24.63,,
1995-11-28,24.75,,
1995-11-29,25.63,,
1995-11-30,28.0,,
1995-12-01,27.25,,
1995-12-04,27.13,,
1995-12-05,27.13,,
1995-12-06,26.75,,
1995-12-07,26.88,,
1995-12-08,26.75,,
1995-12-11,26.5,,
1995-12-12,27.13,,
1995-12-13,27.13,,
1995-12-14,26.88,,
1995-12-15,27.13,,
1995-12-18,26.5,,
1995-12-19,25.88,,
1995-12-20,25.63,,
1995-12-21,25.75,,
1995-12-22,26.75,,
1995-12-26,26.75,,
1995-12-27,26.88,,
1995-12-28,27.0,,
1995-12-29,27.38,,
1996-01-02,26.88,,
1996-01-03,27.5,,
1996-01-04,28.25,,
1996-01-05,26.75,,
1996-01-08,26.38,,
1996-01-09,25.5,,
1996-01-10,26.0,,
1996-01-11,26.75,,
1996-01-12,26.63,,
1996-01-15,27.75,,
1996-01-16,27.63,,
1996-01-17,27.13,,
1996-01-18,27.88,,
1996-01-19,27.75,,
1996-01-22,27.25,,
1996-01-23,27.25,,
1996-01-24,27.63,,
1996-01-25,28.0,,
1996-01-26,27.88,,
1996-01-29,27.63,,
1996-01-30,27.63,,
1996-01-31,27.63,,
1996-02-01,28.13,,
1996-02-02,27.5,,
1996-02-05,27.0,,
1996-02-06,27.13,,
1996-02-07,26.88,,
1996-02-08,27.88,,
1996-02-09,27.38,,
1996-02-12,27.88,,
1996-02-13,28.75,,
1996-02-14,27.25,,
1996-02-15,25.63,,
1996-02-16,25.75,,
1996-02-20,24.63,,
1996-02-21,25.38,,
1996-02-22,25.5,,
1996-02-23,25.5,,
1996-02-26,24.75,,
1996-02-27,25.0,,
1996-02-28,24.75,,
1996-02-29,24.5,,
1996-03-01,25.13,,
1996-03-04,24.5,,
1996-03-05,25.13,,
1996-03-06,24.75,,
1996-03-07,25.5,,
1996-03-08,24.25,,
1996-03-11,24.5,,
1996-03-12,24.25,,
1996-03-13,24.75,,
1996-03-14,24.63,,
1996-03-15,24.0,,
1996-03-18,24.88,,
1996-03-19,24.38,,
1996-03-20,24.38,,
1996-03-21,25.13,,
1996-03-22,25.25,,
1996-03-25,24.63,,
1996-03-26,24.63,,
1996-03-27,24.75,,
1996-03-28,25.0,,
1996-03-29,25.13,,
1996-04-01,25.88,,
1996-04-02,26.5,,
1996-04-03,26.38,,
1996-04-04,26.38,,
1996-04-08,25.5,,
1996-04-09,24.75,,
1996-04-10,24.63,,
1996-04-11,24.38,,
1996-04-12,24.0,,
1996-04-15,24.5,,
1996-04-16,25.0,,
1996-04-17,24.38,,
1996-04-18,24.38,,
1996-04-19,24.38,,
1996-04-22,24.0,,
1996-04-23,24.13,,
1996-04-24,24.25,,
1996-04-25,24.5,,
1996-04-26,24.38,,
1996-04-29,24.5,,
1996-04-30,24.63,,
1996-05-01,24.13,,
1996-05-02,24.0,,
1996-05-03,23.88,,
1996-05-06,24.13,,
1996-05-07,23.63,,
1996-05-08,23.38,,
1996-05-09,23.63,,
1996-05-10,24.0,,
1996-05-13,23.88,,
1996-05-14,23.75,,
1996-05-15,23.88,,
1996-05-16,23.88,,
1996-05-17,23.75,,
1996-05-20,23.63,,
1996-05-21,23.13,,
1996-05-22,23.63,,
1996-05-23,23.75,,
1996-05-24,23.88,,
1996-05-28,23.5,,
1996-05-29,23.38,,
1996-05-30,23.0,,
1996-05-31,22.0,,
1996-06-03,22.63,,
1996-06-04,22.75,,
1996-06-05,22.88,,
1996-06-06,23.13,,
1996-06-07,19.0,,
1996-06-10,18.0,,
1996-06-11,18.13,,
1996-06-12,18.25,,
1996-06-13,18.25,,
1996-06-14,18.75,,
1996-06-17,18.63,,
1996-06-18,19.0,,
1996-06-19,18.38,,
1996-06-20,18.63,,
1996-06-21,18.38,,
1996-06-24,18.25,,
1996-06-25,18.13,,
1996-06-26,17.63,,
1996-06-27,18.25,,
1996-06-28,17.88,,
1996-07-01,18.0,,
1996-07-02,17.63,,
1996-07-03,17.63,,
1996-07-05,17.25,,
1996-07-08,17.13,,
1996-07-09,16.38,,
1996-07-10,16.13,,
1996-07-11,15.88,,
1996-07-12,16.13,,
1996-07-15,15.63,,
1996-07-16,15.88,,
1996-07-17,15.63,,
1996-07-18,16.5,,
1996-07-19,16.5,,
1996-07-22,16.63,,
1996-07-23,16.75,,
1996-07-24,16.63,,
1996-07-25,16.5,,
1996-07-26,16.75,,
1996-07-29,16.88,,
1996-07-30,16.88,,
1996-07-31,16.75,,
1996-08-01,16.25,,
1996-08-02,16.25,,
1996-08-05,17.63,,
1996-08-06,19.0,,
1996-08-07,18.75,,
1996-08-08,19.38,,
1996-08-09,19.25,,
1996-08-12,19.5,,
1996-08-13,19.0,,
1996-08-14,18.88,,
1996-08-15,18.13,,
1996-08-16,18.75,,
1996-08-19,19.0,,
1996-08-20,18.63,,
1996-08-21,18.5,,
1996-08-22,18.75,,
1996-08-23,18.63,,
1996-08-26,18.63,,
1996-08-27,18.75,,
1996-08-28,19.0,,
1996-08-29,19.13,,
1996-08-30,18.75,,
1996-09-03,18.75,,
1996-09-04,19.5,,
1996-09-05,19.88,,
1996-09-06,19.88,,
1996-09-09,20.25,,
1996-09-10,19.75,,
1996-09-11,20.13,,
1996-09-12,20.63,,
1996-09-13,20.75,,
1996-09-16,20.63,,
1996-09-17,20.5,,
1996-09-18,20.75,,
1996-09-19,20.75,,
1996-09-20,21.25,,
1996-09-23,21.0,,
1996-09-24,20.75,,
1996-09-25,20.38,,
1996-09-26,20.25,,
1996-09-27,20.25,,
1996-09-30,20.25,,
1996-10-01,20.13,,
1996-10-02,20.25,,
1996-10-03,20.75,,
1996-10-04,20.5,,
1996-10-07,21.25,,
1996-10-08,21.0,,
1996-10-09,20.38,,
1996-10-10,20.0,,
1996-10-11,19.75,,
1996-10-14,20.25,,
1996-10-15,20.38,,
1996-10-16,20.13,,
1996-10-17,20.13,,
1996-10-18,19.75,,
1996-10-21,18.88,,
1996-10-22,18.88,,
1996-10-23,19.0,,
1996-10-24,19.0,,
1996-10-25,18.63,,
1996-10-28,18.5,,
1996-10-29,18.13,,
1996-10-30,18.25,,
1996-10-31,18.25,,
1996-11-01,18.0,,
1996-11-04,17.88,,
1996-11-05,17.75,,
1996-11-06,19.5,,
1996-11-07,19.38,,
1996-11-08,20.25,,
1996-11-11,19.63,,
1996-11-12,19.5,,
1996-11-13,19.63,,
1996-11-14,19.25,,
1996-11-15,19.0,,
1996-11-18,19.0,,
1996-11-19,18.5,,
1996-11-20,18.63,,
1996-11-21,18.25,,
1996-11-22,18.75,,
1996-11-25,19.0,,
1996-11-26,18.75,,
1996-11-27,18.88,,
1996-11-29,18.88,,
1996-12-02,19.0,,
1996-12-03,19.0,,
1996-12-04,20.0,,
1996-12-05,20.25,,
1996-12-06,19.88,,
1996-12-09,19.63,,
1996-12-10,19.63,,
1996-12-11,19.63,,
1996-12-12,19.38,,
1996-12-13,19.13,,
1996-12-16,18.88,,
1996-12-17,19.5,,
1996-12-18,19.75,,
1996-12-19,20.0,,
1996-12-20,19.75,,
1996-12-23,20.0,,
1996-12-24,20.0,,
1996-12-26,20.13,,
1996-12-27,19.75,,
1996-12-30,19.0,,
1996-12-31,19.0,,
1997-01-02,18.88,,
1997-01-03,19.0,,
1997-01-06,18.63,,
1997-01-07,19.0,,
1997-01-08,18.63,,
1997-01-09,18.88,,
1997-01-10,18.75,,
1997-01-13,18.0,,
1997-01-14,17.75,,
1997-01-15,18.0,,
1997-01-16,17.75,,
1997-01-17,18.0,,
1997-01-20,18.38,,
1997-01-21,18.38,,
1997-01-22,18.25,,
1997-01-23,18.5,,
1997-01-24,18.75,,
1997-01-27,17.88,,
1997-01-28,18.38,,
1997-01-29,18.38,,
1997-01-30,18.13,,
1997-01-31,19.0,,
1997-02-03,18.63,,
1997-02-04,18.5,,
1997-02-05,18.0,,
1997-02-06,17.75,,
1997-02-07,18.13,,
1997-02-10,18.38,,
1997-02-11,18.75,,
1997-02-12,18.75,,
1997-02-13,19.63,,
1997-02-14,20.0,,
1997-02-18,20.0,,
1997-02-19,19.13,,
1997-02-20,19.88,,
1997-02-21,20.0,,
1997-02-24,19.75,,
1997-02-25,20.0,,
1997-02-26,18.88,,
1997-02-27,19.0,,
1997-02-28,19.63,,
1997-03-03,21.13,,
1997-03-04,21.63,,
1997-03-05,21.88,,
1997-03-06,20.88,,
1997-03-07,22.63,,
1997-03-10,23.0,,
1997-03-11,23.0,,
1997-03-12,22.75,,
1997-03-13,22.13,,
1997-03-14,22.88,,
1997-03-17,22.25,,
1997-03-18,22.25,,
1997-03-19,21.88,,
1997-03-20,21.75,,
1997-03-21,22.0,,
1997-03-24,21.75,,
1997-03-25,22.0,,
1997-03-26,22.38,,
1997-03-27,21.88,,
1997-03-31,22.0,,
1997-04-01,21.13,,
1997-04-02,20.75,,
1997-04-03,21.13,,
1997-04-04,21.13,,
1997-04-07,21.75,,
1997-04-08,21.63,,
1997-04-09,20.88,,
1997-04-10,21.25,,
1997-04-11,20.75,,
1997-04-14,21.0,,
1997-04-15,21.38,,
1997-04-16,21.38,,
1997-04-17,21.25,,
1997-04-18,20.13,,
1997-04-21,20.38,,
1997-04-22,20.63,,
1997-04-23,20.88,,
1997-04-24,20.13,,
1997-04-25,20.38,,
1997-04-28,20.25,,
1997-04-29,21.5,,
1997-04-30,21.75,,
1997-05-01,21.63,,
1997-05-02,21.88,,
1997-05-05,21.5,,
1997-05-06,21.5,,
1997-05-07,21.63,,
1997-05-08,21.38,,
1997-05-09,21.25,,
1997-05-12,21.88,,
1997-05-13,22.38,,
1997-05-14,21.5,,
1997-05-15,21.63,,
1997-05-16,21.25,,
1997-05-19,21.63,,
1997-05-20,21.75,,
1997-05-21,21.25,,
1997-05-22,20.75,,
1997-05-23,21.75,,
1997-05-27,21.5,,
1997-05-28,21.13,,
1997-05-29,21.5,,
1997-05-30,22.75,,
1997-06-02,23.25,,
1997-06-03,23.63,,
1997-06-04,23.25,,
1997-06-05,23.38,,
1997-06-06,23.13,,
1997-06-09,23.88,,
1997-06-10,24.25,,
1997-06-11,24.13,,
1997-06-12,23.88,,
1997-06-13,24.25,,
1997-06-16,23.75,,
1997-06-17,23.88,,
1997-06-18,23.75,,
1997-06-19,24.0,,
1997-06-20,23.75,,
1997-06-23,23.38,,
1997-06-24,23.25,,
1997-06-25,23.19,,
1997-06-26,22.94,,
1997-06-27,22.88,,
1997-06-30,23.13,,
1997-07-01,23.06,,
1997-07-02,23.19,,
1997-07-03,23.0,,
1997-07-07,23.06,,
1997-07-08,22.94,,
1997-07-09,23.0,,
1997-07-10,23.5,,
1997-07-11,23.75,,
1997-07-14,23.5,,
1997-07-15,23.56,,
1997-07-16,24.0,,
1997-07-17,23.63,,
1997-07-18,23.44,,
1997-07-21,23.25,,
1997-07-22,23.75,,
1997-07-23,23.25,,
1997-07-24,24.5,,
1997-07-25,23.56,,
1997-07-28,23.13,,
1997-07-29,23.38,,
1997-07-30,23.75,,
1997-07-31,24.38,,
1997-08-01,23.94,,
1997-08-04,24.38,,
1997-08-05,24.0,,
1997-08-06,24.5,,
1997-08-07,23.75,,
1997-08-08,23.44,,
1997-08-11,23.88,,
1997-08-12,23.38,,
1997-08-13,22.81,,
1997-08-14,23.25,,
1997-08-15,23.63,,
1997-08-18,23.56,,
1997-08-19,24.19,,
1997-08-20,24.19,,
1997-08-21,23.63,,
1997-08-22,23.5,,
1997-08-25,24.06,,
1997-08-26,24.13,,
1997-08-27,23.88,,
1997-08-28,23.81,,
1997-08-29,23.56,,
1997-09-02,23.31,,
1997-09-03,24.38,,
1997-09-04,24.0,,
1997-09-05,24.44,,
1997-09-08,23.88,,
1997-09-09,24.13,,
1997-09-10,24.13,,
1997-09-11,23.81,,
1997-09-12,24.94,,
1997-09-15,24.0,,
1997-09-16,24.88,,
1997-09-17,24.88,,
1997-09-18,24.75,,
1997-09-19,24.5,,
1997-09-22,24.25,,
1997-09-23,23.81,,
1997-09-24,23.63,,
1997-09-25,23.06,,
1997-09-26,23.38,,
1997-09-29,23.38,,
1997-09-30,23.81,,
1997-10-01,23.38,,
1997-10-02,22.25,,
1997-10-03,23.31,,
1997-10-06,23.0,,
1997-10-07,24.5,,
1997-10-08,23.69,,
1997-10-09,23.81,,
1997-10-10,23.56,,
1997-10-13,24.0,,
1997-10-14,23.88,,
1997-10-15,24.06,,
1997-10-16,23.56,,
1997-10-17,23.69,,
1997-10-20,24.19,,
1997-10-21,24.63,,
1997-10-22,23.88,,
1997-10-23,23.19,,
1997-10-24,22.63,,
1997-10-27,20.94,,
1997-10-28,21.5,,
1997-10-29,21.56,,
1997-10-30,20.88,,
1997-10-31,20.94,,
1997-11-03,21.75,,
1997-11-04,22.06,,
1997-11-05,22.06,,
1997-11-06,22.5,,
1997-11-07,22.38,,
1997-11-10,22.75,,
1997-11-11,22.75,,
1997-11-12,22.0,,
1997-11-13,21.69,,
1997-11-14,21.69,,
1997-11-17,22.25,,
1997-11-18,22.31,,
1997-11-19,21.81,,
1997-11-20,22.0,,
1997-11-21,22.19,,
1997-11-24,21.88,,
1997-11-25,22.0,,
1997-11-26,22.06,,
1997-11-28,22.19,,
1997-12-01,22.88,,
1997-12-02,22.5,,
1997-12-03,22.13,,
1997-12-04,23.25,,
1997-12-05,23.44,,
1997-12-08,23.25,,
1997-12-09,23.75,,
1997-12-10,21.38,,
1997-12-11,21.0,,
1997-12-12,20.94,,
1997-12-15,20.81,,
1997-12-16,20.31,,
1997-12-17,20.13,,
1997-12-18,19.88,,
1997-12-19,19.56,,
1997-12-22,19.38,,
1997-12-23,19.0,,
1997-12-24,18.88,,
1997-12-26,18.88,,
1997-12-29,19.25,,
1997-12-30,20.13,,
1997-12-31,20.75,,
1998-01-02,21.13,,
1998-01-05,21.25,,
1998-01-06,20.75,,
1998-01-07,21.75,,
1998-01-08,20.81,,
1998-01-09,19.63,,
1998-01-12,20.0,,
1998-01-13,19.75,,
1998-01-14,20.38,,
1998-01-15,19.94,,
1998-01-16,20.19,,
1998-01-20,20.0,,
1998-01-21,19.94,,
1998-01-22,19.81,,
1998-01-23,19.5,,
1998-01-26,19.75,,
1998-01-27,19.94,,
1998-01-28,20.06,,
1998-01-29,20.13,,
1998-01-30,20.06,,
1998-02-02,20.63,,
1998-02-03,20.44,,
1998-02-04,20.5,,
1998-02-05,21.69,,
1998-02-06,21.0,,
1998-02-09,21.75,,
1998-02-10,21.25,,
1998-02-11,21.75,,
1998-02-12,22.5,,
1998-02-13,24.38,,
1998-02-17,24.0,,
1998-02-18,24.5,,
1998-02-19,24.5,,
1998-02-20,25.31,,
1998-02-23,25.44,,
1998-02-24,25.38,,
1998-02-25,25.13,,
1998-02-26,25.44,,
1998-02-27,25.44,,
1998-03-02,25.31,,
1998-03-03,25.69,,
1998-03-04,25.25,,
1998-03-05,25.13,,
1998-03-06,25.06,,
1998-03-09,25.19,,
1998-03-10,25.94,,
1998-03-11,26.38,,
1998-03-12,26.06,,
1998-03-13,26.38,,
1998-03-16,25.88,,
1998-03-17,25.81,,
1998-03-18,25.81,,
1998-03-19,25.56,,
1998-03-20,25.38,,
1998-03-23,25.75,,
1998-03-24,25.75,,
1998-03-25,25.5,,
1998-03-26,24.88,,
1998-03-27,24.63,,
1998-03-30,25.06,,
1998-03-31,24.81,,
1998-04-01,25.13,,
1998-04-02,25.75,,
1998-04-03,26.0,,
1998-04-06,25.75,,
1998-04-07,25.31,,
1998-04-08,26.5,,
1998-04-09,26.94,,
1998-04-13,26.88,,
1998-04-14,26.69,,
1998-04-15,27.63,,
1998-04-16,26.63,,
1998-04-17,27.06,,
1998-04-20,27.06,,
1998-04-21,27.13,,
1998-04-22,27.81,,
1998-04-23,26.06,,
1998-04-24,26.19,,
1998-04-27,25.0,,
1998-04-28,26.0,,
1998-04-29,25.63,,
1998-04-30,27.0,,
1998-05-01,26.63,,
1998-05-04,26.0,,
1998-05-05,26.56,,
1998-05-06,26.25,,
1998-05-07,26.5,,
1998-05-08,26.5,,
1998-05-11,25.94,,
1998-05-12,25.88,,
1998-05-13,26.13,,
1998-05-14,26.56,,
1998-05-15,26.69,,
1998-05-18,26.06,,
1998-05-19,25.38,,
1998-05-20,24.94,,
1998-05-21,26.25,,
1998-05-22,26.06,,
1998-05-26,26.25,,
1998-05-27,26.25,,
1998-05-28,29.88,,
1998-05-29,31.06,,
1998-06-01,30.69,,
1998-06-02,29.94,,
1998-06-03,30.13,,
1998-06-04,30.06,,
1998-06-05,30.25,,
1998-06-08,30.44,,
1998-06-09,30.5,,
1998-06-10,30.56,,
1998-06-11,30.75,,
1998-06-12,30.81,,
1998-06-15,30.31,,
1998-06-16,29.81,,
1998-06-17,30.44,,
1998-06-18,30.88,,
1998-06-19,30.5,,
1998-06-22,30.0,,
1998-06-23,29.69,,
1998-06-24,30.13,,
1998-06-25,30.81,,
1998-06-26,31.5,,
1998-06-29,31.69,,
1998-06-30,31.19,,
1998-07-01,31.88,,
1998-07-02,31.63,,
1998-07-06,31.44,,
1998-07-07,31.5,,
1998-07-08,31.56,,
1998-07-09,31.19,,
1998-07-10,30.94,,
1998-07-13,30.19,,
1998-07-14,30.19,,
1998-07-15,29.63,,
1998-07-16,30.0,,
1998-07-17,29.75,,
1998-07-20,29.47,,
1998-07-21,28.5,,
1998-07-22,28.13,,
1998-07-23,27.0,,
1998-07-24,26.94,,
1998-07-27,27.25,,
1998-07-28,27.56,,
1998-07-29,27.94,,
1998-07-30,26.81,,
1998-07-31,27.19,,
1998-08-03,26.38,,
1998-08-04,24.81,,
1998-08-05,25.75,,
1998-08-06,19.13,,
1998-08-07,18.31,,
1998-08-10,17.94,,
1998-08-11,17.38,,
1998-08-12,16.56,,
1998-08-13,15.5,,
1998-08-14,14.88,,
1998-08-17,14.88,,
1998-08-18,14.88,,
1998-08-19,14.94,,
1998-08-20,14.19,,
1998-08-21,13.94,,
1998-08-24,14.0,,
1998-08-25,13.69,,
1998-08-26,13.06,,
1998-08-27,12.88,,
1998-08-28,13.0,,
1998-08-31,12.94,,
1998-09-01,14.5,,
1998-09-02,15.13,,
1998-09-03,14.94,,
1998-09-04,15.25,,
1998-09-08,14.81,,
1998-09-09,14.5,,
1998-09-10,14.13,,
1998-09-11,14.0,,
1998-09-14,14.5,,
1998-09-15,14.69,,
1998-09-16,15.5,,
1998-09-17,16.06,,
1998-09-18,17.19,,
1998-09-21,18.25,,
1998-09-22,17.69,,
1998-09-23,17.63,,
1998-09-24,18.0,,
1998-09-25,18.0,,
1998-09-28,17.25,,
1998-09-29,17.69,,
1998-09-30,16.38,,
1998-10-01,14.56,,
1998-10-02,15.31,,
1998-10-05,15.25,,
1998-10-06,14.94,,
1998-10-07,14.38,,
1998-10-08,15.38,,
1998-10-09,14.75,,
1998-10-12,14.56,,
1998-10-13,15.38,,
