date,SO,SO_EPS,PE Ratio
2001-02-02,17.55,,
2001-02-05,17.75,,
2001-02-06,17.87,,
2001-02-07,17.99,,
2001-02-08,18.36,,
2001-02-09,18.44,,
2001-02-12,18.67,,
2001-02-13,18.6,,
2001-02-14,18.46,,
2001-02-15,18.08,,
2001-02-16,18.53,,
2001-02-20,18.85,,
2001-02-21,18.66,,
2001-02-22,18.68,,
2001-02-23,18.43,,
2001-02-26,18.6,,
2001-02-27,18.83,,
2001-02-28,18.91,,
2001-03-01,18.93,,
2001-03-02,19.12,,
2001-03-05,19.19,,
2001-03-06,19.09,,
2001-03-07,18.91,,
2001-03-08,19.04,,
2001-03-09,18.91,,
2001-03-12,18.82,,
2001-03-13,18.49,,
2001-03-14,18.13,,
2001-03-15,19.39,,
2001-03-16,19.41,,
2001-03-19,19.71,,
2001-03-20,19.86,,
2001-03-21,19.95,,
2001-03-22,19.55,,
2001-03-23,19.39,,
2001-03-26,20.31,,
2001-03-27,20.59,,
2001-03-28,20.94,,
2001-03-29,21.11,,
2001-03-30,21.44,,
2001-04-02,21.56,,
2001-04-03,22.1,,
2001-04-04,21.9,,
2001-04-05,22.06,,
2001-04-06,21.47,,
2001-04-09,21.99,,
2001-04-10,22.28,,
2001-04-11,22.39,,
2001-04-12,22.17,,
2001-04-16,22.6,,
2001-04-17,22.99,,
2001-04-18,22.8,,
2001-04-19,22.31,,
2001-04-20,22.36,,
2001-04-23,22.68,,
2001-04-24,23.17,,
2001-04-25,23.3,,
2001-04-26,23.33,,
2001-04-27,23.06,,
2001-04-30,23.39,,
2001-05-01,23.35,,
2001-05-02,23.08,,
2001-05-03,22.37,,
2001-05-04,22.46,,
2001-05-07,22.59,,
2001-05-08,22.45,,
2001-05-09,22.5,,
2001-05-10,22.76,,
2001-05-11,22.6,,
2001-05-14,22.68,,
2001-05-15,22.44,,
2001-05-16,22.5,,
2001-05-17,22.59,,
2001-05-18,22.5,,
2001-05-21,22.53,,
2001-05-22,22.71,,
2001-05-23,22.95,,
2001-05-24,23.08,,
2001-05-25,22.91,,
2001-05-29,22.8,,
2001-05-30,23.08,,
2001-05-31,23.54,,
2001-06-01,23.22,,
2001-06-04,23.68,,
2001-06-05,23.76,,
2001-06-06,23.29,,
2001-06-07,22.99,,
2001-06-08,22.99,,
2001-06-11,23.2,,
2001-06-12,23.25,,
2001-06-13,22.95,,
2001-06-14,22.47,,
2001-06-15,22.71,,
2001-06-18,22.77,,
2001-06-19,23.0,,
2001-06-20,23.4,,
2001-06-21,23.02,,
2001-06-22,23.15,,
2001-06-25,23.06,,
2001-06-26,23.35,,
2001-06-27,23.62,,
2001-06-28,23.49,,
2001-06-29,23.25,,
2001-07-02,23.31,,
2001-07-03,23.33,,
2001-07-05,23.3,,
2001-07-06,23.17,,
2001-07-09,23.38,,
2001-07-10,23.57,,
2001-07-11,23.4,,
2001-07-12,23.25,,
2001-07-13,23.34,,
2001-07-16,23.62,,
2001-07-17,23.58,,
2001-07-18,23.57,,
2001-07-19,23.4,,
2001-07-20,23.05,,
2001-07-23,22.83,,
2001-07-24,22.59,,
2001-07-25,22.45,,
2001-07-26,22.97,,
2001-07-27,22.98,,
2001-07-30,23.49,,
2001-07-31,23.5,,
2001-08-01,23.61,,
2001-08-02,23.6,,
2001-08-03,24.2,,
2001-08-06,23.4,,
2001-08-07,23.59,,
2001-08-08,23.17,,
2001-08-09,23.44,,
2001-08-10,23.15,,
2001-08-13,22.97,,
2001-08-14,23.09,,
2001-08-15,22.96,,
2001-08-16,23.15,,
2001-08-17,22.87,,
2001-08-20,23.0,,
2001-08-21,22.97,,
2001-08-22,23.29,,
2001-08-23,23.16,,
2001-08-24,23.16,,
2001-08-27,23.36,,
2001-08-28,23.38,,
2001-08-29,23.3,,
2001-08-30,23.0,,
2001-08-31,23.17,,
2001-09-04,23.37,,
2001-09-05,23.38,,
2001-09-06,23.6,,
2001-09-07,23.86,,
2001-09-10,23.73,,
2001-09-17,23.95,,
2001-09-18,24.24,,
2001-09-19,24.74,,
2001-09-20,25.65,,
2001-09-21,25.55,,
2001-09-24,25.05,,
2001-09-25,24.5,,
2001-09-26,24.27,,
2001-09-27,23.8,,
2001-09-28,23.98,,
2001-10-01,24.8,,
2001-10-02,25.04,,
2001-10-03,25.55,,
2001-10-04,25.57,,
2001-10-05,25.87,,
2001-10-08,25.71,,
2001-10-09,25.07,,
2001-10-10,24.98,,
2001-10-11,24.4,,
2001-10-12,24.55,,
2001-10-15,24.98,,
2001-10-16,25.45,,
2001-10-17,25.36,,
2001-10-18,24.76,,
2001-10-19,25.16,,
2001-10-22,24.83,,
2001-10-23,24.65,,
2001-10-24,24.2,,
2001-10-25,24.27,,
2001-10-26,24.19,,
2001-10-29,24.32,,
2001-10-30,24.05,,
2001-10-31,23.9,,
2001-11-01,24.0,,
2001-11-02,23.5,,
2001-11-05,24.2,,
2001-11-06,24.28,,
2001-11-07,24.0,,
2001-11-08,24.11,,
2001-11-09,24.18,,
2001-11-12,24.03,,
2001-11-13,24.0,,
2001-11-14,23.65,,
2001-11-15,23.43,,
2001-11-16,23.6,,
2001-11-19,23.2,,
2001-11-20,23.63,,
2001-11-21,23.27,,
2001-11-23,23.5,,
2001-11-26,23.5,,
2001-11-27,23.31,,
2001-11-28,23.0,,
2001-11-29,22.75,,
2001-11-30,22.75,,
2001-12-03,22.81,,
2001-12-04,22.96,,
2001-12-05,22.94,,
2001-12-06,22.62,,
2001-12-07,22.79,,
2001-12-10,22.7,,
2001-12-11,22.35,,
2001-12-12,22.92,,
2001-12-13,23.36,,
2001-12-14,23.27,,
2001-12-17,23.3,,
2001-12-18,23.78,,
2001-12-19,24.66,,
2001-12-20,24.45,,
2001-12-21,24.52,,
2001-12-24,24.96,,
2001-12-26,25.35,,
2001-12-27,25.4,,
2001-12-28,25.4,,
2001-12-31,25.35,,
2002-01-02,25.5,,
2002-01-03,25.14,,
2002-01-04,24.81,,
2002-01-07,24.78,,
2002-01-08,24.69,,
2002-01-09,24.52,,
2002-01-10,24.68,,
2002-01-11,24.74,,
2002-01-14,25.1,,
2002-01-15,25.25,,
2002-01-16,25.21,,
2002-01-17,25.08,,
2002-01-18,25.28,,
2002-01-22,25.0,,
2002-01-23,24.77,,
2002-01-24,25.09,,
2002-01-25,24.88,,
2002-01-28,24.84,,
2002-01-29,24.55,,
2002-01-30,24.49,,
2002-01-31,24.65,,
2002-02-01,24.65,,
2002-02-04,24.62,,
2002-02-05,24.55,,
2002-02-06,24.5,,
2002-02-07,24.85,,
2002-02-08,24.99,,
2002-02-11,24.99,,
2002-02-12,24.91,,
2002-02-13,25.24,,
2002-02-14,25.29,,
2002-02-15,25.02,,
2002-02-19,24.81,,
2002-02-20,25.04,,
2002-02-21,24.76,,
2002-02-22,25.13,,
2002-02-25,25.4,,
2002-02-26,25.3,,
2002-02-27,25.53,,
2002-02-28,25.4,,
2002-03-01,25.65,,
2002-03-04,25.81,,
2002-03-05,26.06,,
2002-03-06,26.17,,
2002-03-07,26.18,,
2002-03-08,26.04,,
2002-03-11,25.99,,
2002-03-12,25.89,,
2002-03-13,25.77,,
2002-03-14,25.91,,
2002-03-15,26.32,,
2002-03-18,26.27,,
2002-03-19,26.43,,
2002-03-20,26.29,,
2002-03-21,26.75,,
2002-03-22,26.78,,
2002-03-25,26.52,,
2002-03-26,26.65,,
2002-03-27,26.66,,
2002-03-28,26.49,,
2002-04-01,26.5,,
2002-04-02,26.78,,
2002-04-03,26.75,,
2002-04-04,26.97,,
2002-04-05,26.69,,
2002-04-08,26.83,,
2002-04-09,26.71,,
2002-04-10,26.8,,
2002-04-11,26.45,,
2002-04-12,26.74,,
2002-04-15,26.27,,
2002-04-16,26.69,,
2002-04-17,26.98,,
2002-04-18,27.75,,
2002-04-19,28.29,,
2002-04-22,28.1,,
2002-04-23,28.29,,
2002-04-24,27.99,,
2002-04-25,27.77,,
2002-04-26,27.65,,
2002-04-29,27.94,,
2002-04-30,28.35,,
2002-05-01,28.16,,
2002-05-02,28.07,,
2002-05-03,28.17,,
2002-05-06,28.38,,
2002-05-07,28.27,,
2002-05-08,28.39,,
2002-05-09,28.17,,
2002-05-10,27.89,,
2002-05-13,28.12,,
2002-05-14,28.12,,
2002-05-15,27.68,,
2002-05-16,27.02,,
2002-05-17,26.44,,
2002-05-20,26.85,,
2002-05-21,27.03,,
2002-05-22,27.92,,
2002-05-23,28.08,,
2002-05-24,27.81,,
2002-05-28,27.67,,
2002-05-29,27.28,,
2002-05-30,27.3,,
2002-05-31,27.0,,
2002-06-03,26.65,,
2002-06-04,26.7,,
2002-06-05,26.49,,
2002-06-06,25.75,,
2002-06-07,25.65,,
2002-06-10,26.06,,
2002-06-11,26.19,,
2002-06-12,26.32,,
2002-06-13,26.72,,
2002-06-14,26.39,,
2002-06-17,26.71,,
2002-06-18,27.11,,
2002-06-19,26.97,,
2002-06-20,26.97,,
2002-06-21,27.24,,
2002-06-24,26.75,,
2002-06-25,26.55,,
2002-06-26,26.28,,
2002-06-27,26.9,,
2002-06-28,27.4,,
2002-07-01,27.05,,
2002-07-02,27.19,,
2002-07-03,26.9,,
2002-07-05,27.1,,
2002-07-08,26.67,,
2002-07-09,26.33,,
2002-07-10,25.5,,
2002-07-11,26.02,,
2002-07-12,25.29,,
2002-07-15,26.2,,
2002-07-16,25.14,,
2002-07-17,25.44,,
2002-07-18,24.99,,
2002-07-19,23.89,,
2002-07-22,24.48,,
2002-07-23,23.97,,
2002-07-24,26.17,,
2002-07-25,26.92,,
2002-07-26,26.64,,
2002-07-29,26.63,,
2002-07-30,28.26,,
2002-07-31,28.78,,
2002-08-01,27.55,,
2002-08-02,27.64,,
2002-08-05,28.01,,
2002-08-06,28.86,,
2002-08-07,28.6,,
2002-08-08,28.79,,
2002-08-09,28.44,,
2002-08-12,28.14,,
2002-08-13,27.78,,
2002-08-14,28.99,,
2002-08-15,28.32,,
2002-08-16,28.0,,
2002-08-19,28.06,,
2002-08-20,28.0,,
2002-08-21,28.57,,
2002-08-22,29.02,,
2002-08-23,28.38,,
2002-08-26,28.73,,
2002-08-27,28.46,,
2002-08-28,28.62,,
2002-08-29,28.4,,
2002-08-30,28.96,,
2002-09-03,28.27,,
2002-09-04,28.2,,
2002-09-05,28.4,,
2002-09-06,28.56,,
2002-09-09,28.65,,
2002-09-10,27.86,,
2002-09-11,27.6,,
2002-09-12,26.85,,
2002-09-13,27.15,,
2002-09-16,27.29,,
2002-09-17,26.8,,
2002-09-18,28.25,,
2002-09-19,27.72,,
2002-09-20,28.28,,
2002-09-23,27.73,,
2002-09-24,27.82,,
2002-09-25,28.51,,
2002-09-26,28.91,,
2002-09-27,28.59,,
2002-09-30,28.78,,
2002-10-01,29.18,,
2002-10-02,28.84,,
2002-10-03,29.02,,
2002-10-04,28.68,,
2002-10-07,29.36,,
2002-10-08,29.06,,
2002-10-09,27.01,,
2002-10-10,28.89,,
2002-10-11,28.86,,
2002-10-14,28.94,,
2002-10-15,29.0,,
2002-10-16,28.11,,
2002-10-17,28.94,,
2002-10-18,28.86,,
2002-10-21,30.19,,
2002-10-22,29.21,,
2002-10-23,29.55,,
2002-10-24,29.51,,
2002-10-25,30.42,,
2002-10-28,30.85,,
2002-10-29,30.27,,
2002-10-30,30.55,,
2002-10-31,29.7,,
2002-11-01,29.48,,
2002-11-04,29.65,,
2002-11-05,29.38,,
2002-11-06,29.5,,
2002-11-07,28.48,,
2002-11-08,27.38,,
2002-11-11,27.5,,
2002-11-12,25.17,,
2002-11-13,25.48,,
2002-11-14,25.68,,
2002-11-15,26.46,,
2002-11-18,26.23,,
2002-11-19,26.06,,
2002-11-20,25.95,,
2002-11-21,25.81,,
2002-11-22,26.54,,
2002-11-25,26.86,,
2002-11-26,26.3,,
2002-11-27,26.14,,
2002-11-29,26.16,,
2002-12-02,25.5,,
2002-12-03,26.36,,
2002-12-04,26.38,,
2002-12-05,26.36,,
2002-12-06,26.52,,
2002-12-09,27.28,,
2002-12-10,27.57,,
2002-12-11,27.66,,
2002-12-12,27.85,,
2002-12-13,27.85,,
2002-12-16,27.85,,
2002-12-17,28.05,,
2002-12-18,28.23,,
2002-12-19,28.65,,
2002-12-20,28.85,,
2002-12-23,28.51,,
2002-12-24,28.8,,
2002-12-26,28.96,,
2002-12-27,28.46,,
2002-12-30,28.52,,
2002-12-31,28.39,,
2003-01-02,28.98,,
2003-01-03,29.11,,
2003-01-06,30.81,,
2003-01-07,29.72,,
2003-01-08,29.57,,
2003-01-09,29.57,,
2003-01-10,29.52,,
2003-01-13,29.15,,
2003-01-14,29.09,,
2003-01-15,29.1,,
2003-01-16,28.76,,
2003-01-17,28.49,,
2003-01-21,28.39,,
2003-01-22,28.64,,
2003-01-23,28.93,,
2003-01-24,28.23,,
2003-01-27,27.81,,
2003-01-28,28.72,,
2003-01-29,29.0,,
2003-01-30,28.03,,
2003-01-31,28.17,,
2003-02-03,28.82,,
2003-02-04,28.45,,
2003-02-05,28.04,,
2003-02-06,28.5,,
2003-02-07,28.36,,
2003-02-10,29.0,,
2003-02-11,28.68,,
2003-02-12,27.71,,
2003-02-13,27.78,,
2003-02-14,28.25,,
2003-02-18,28.34,,
2003-02-19,28.28,,
2003-02-20,28.18,,
2003-02-21,28.27,,
2003-02-24,28.15,,
2003-02-25,28.38,,
2003-02-26,28.18,,
2003-02-27,28.25,,
2003-02-28,28.21,,
2003-03-03,28.4,,
2003-03-04,28.21,,
2003-03-05,28.58,,
2003-03-06,28.56,,
2003-03-07,28.43,,
2003-03-10,28.01,,
2003-03-11,28.12,,
2003-03-12,28.32,,
2003-03-13,28.42,,
2003-03-14,28.36,,
2003-03-17,28.85,,
2003-03-18,28.97,,
2003-03-19,28.8,,
2003-03-20,28.86,,
2003-03-21,29.24,,
2003-03-24,28.92,,
2003-03-25,29.2,,
2003-03-26,28.59,,
2003-03-27,28.48,,
2003-03-28,28.62,,
2003-03-31,28.44,,
2003-04-01,28.55,,
2003-04-02,28.44,,
2003-04-03,28.19,,
2003-04-04,28.42,,
2003-04-07,28.25,,
2003-04-08,28.18,,
2003-04-09,28.0,,
2003-04-10,28.06,,
2003-04-11,27.94,,
2003-04-14,28.49,,
2003-04-15,28.75,,
2003-04-16,28.56,,
2003-04-17,28.74,,
2003-04-21,28.51,,
2003-04-22,28.81,,
2003-04-23,28.64,,
2003-04-24,28.79,,
2003-04-25,28.83,,
2003-04-28,29.1,,
2003-04-29,28.82,,
2003-04-30,29.09,,
2003-05-01,28.51,,
2003-05-02,28.63,,
2003-05-05,28.78,,
2003-05-06,28.57,,
2003-05-07,28.66,,
2003-05-08,28.7,,
2003-05-09,29.06,,
2003-05-12,29.21,,
2003-05-13,29.08,,
2003-05-14,28.99,,
2003-05-15,29.05,,
2003-05-16,29.63,,
2003-05-19,29.36,,
2003-05-20,29.74,,
2003-05-21,29.45,,
2003-05-22,29.75,,
2003-05-23,31.25,,
2003-05-27,31.48,,
2003-05-28,31.57,,
2003-05-29,30.83,,
2003-05-30,31.48,,
2003-06-02,31.4,,
2003-06-03,31.57,,
2003-06-04,31.81,,
2003-06-05,30.96,,
2003-06-06,30.8,,
2003-06-09,30.81,,
2003-06-10,30.59,,
2003-06-11,31.11,,
2003-06-12,31.43,,
2003-06-13,31.04,,
2003-06-16,31.49,,
2003-06-17,31.45,,
2003-06-18,31.53,,
2003-06-19,31.59,,
2003-06-20,31.62,,
2003-06-23,31.5,,
2003-06-24,31.33,,
2003-06-25,30.99,,
2003-06-26,31.51,,
2003-06-27,31.23,,
2003-06-30,31.16,,
2003-07-01,30.53,,
2003-07-02,30.32,,
2003-07-03,30.11,,
2003-07-07,30.31,,
2003-07-08,30.18,,
2003-07-09,29.68,,
2003-07-10,28.8,,
2003-07-11,29.3,,
2003-07-14,28.91,,
2003-07-15,28.46,,
2003-07-16,27.97,,
2003-07-17,28.26,,
2003-07-18,29.07,,
2003-07-21,28.31,,
2003-07-22,28.95,,
2003-07-23,29.0,,
2003-07-24,29.02,,
2003-07-25,28.95,,
2003-07-28,28.63,,
2003-07-29,28.49,,
2003-07-30,28.7,,
2003-07-31,28.44,,
2003-08-01,28.13,,
2003-08-04,28.23,,
2003-08-05,27.76,,
2003-08-06,28.22,,
2003-08-07,28.3,,
2003-08-08,28.31,,
2003-08-11,28.12,,
2003-08-12,28.4,,
2003-08-13,28.21,,
2003-08-14,28.24,,
2003-08-15,28.13,,
2003-08-18,28.03,,
2003-08-19,27.99,,
2003-08-20,28.0,,
2003-08-21,28.0,,
2003-08-22,27.88,,
2003-08-25,28.14,,
2003-08-26,28.14,,
2003-08-27,28.5,,
2003-08-28,28.45,,
2003-08-29,28.38,,
2003-09-02,28.74,,
2003-09-03,28.88,,
2003-09-04,28.92,,
2003-09-05,28.97,,
2003-09-08,29.45,,
2003-09-09,29.21,,
2003-09-10,29.29,,
2003-09-11,29.03,,
2003-09-12,29.14,,
2003-09-15,28.92,,
2003-09-16,29.15,,
2003-09-17,28.87,,
2003-09-18,29.29,,
2003-09-19,29.26,,
2003-09-22,28.82,,
2003-09-23,29.07,,
2003-09-24,28.71,,
2003-09-25,28.95,,
2003-09-26,29.4,,
2003-09-29,29.76,,
2003-09-30,29.35,,
2003-10-01,29.6,,
2003-10-02,29.67,,
2003-10-03,29.51,,
2003-10-06,29.44,,
2003-10-07,29.41,,
2003-10-08,29.31,,
2003-10-09,29.6,,
2003-10-10,29.6,,
2003-10-13,29.41,,
2003-10-14,29.6,,
2003-10-15,29.23,,
2003-10-16,29.42,,
2003-10-17,29.35,,
2003-10-20,29.62,,
2003-10-21,30.16,,
2003-10-22,30.12,,
2003-10-23,30.3,,
2003-10-24,30.32,,
2003-10-27,30.31,,
2003-10-28,30.4,,
2003-10-29,30.33,,
2003-10-30,30.04,,
2003-10-31,29.8,,
2003-11-03,30.02,,
2003-11-04,29.81,,
2003-11-05,29.72,,
2003-11-06,29.56,,
2003-11-07,29.38,,
2003-11-10,29.48,,
2003-11-11,29.25,,
2003-11-12,29.25,,
2003-11-13,29.31,,
2003-11-14,29.31,,
2003-11-17,29.16,,
2003-11-18,28.69,,
2003-11-19,29.09,,
2003-11-20,28.76,,
2003-11-21,28.65,,
2003-11-24,28.84,,
2003-11-25,29.01,,
2003-11-26,29.32,,
2003-11-28,29.27,,
2003-12-01,29.48,,
2003-12-02,29.56,,
2003-12-03,29.7,,
2003-12-04,29.68,,
2003-12-05,29.77,,
2003-12-08,29.66,,
2003-12-09,29.47,,
2003-12-10,29.37,,
2003-12-11,29.48,,
2003-12-12,29.65,,
2003-12-15,29.6,,
2003-12-16,29.55,,
2003-12-17,29.74,,
2003-12-18,29.8,,
2003-12-19,29.92,,
2003-12-22,30.16,,
2003-12-23,30.22,,
2003-12-24,30.06,,
2003-12-26,29.99,,
2003-12-29,30.1,,
2003-12-30,30.27,,
2003-12-31,30.25,,
2004-01-02,30.06,,
2004-01-05,30.06,,
2004-01-06,30.08,,
2004-01-07,30.0,,
2004-01-08,30.0,,
2004-01-09,29.85,,
2004-01-12,29.83,,
2004-01-13,29.74,,
2004-01-14,29.75,,
2004-01-15,29.65,,
2004-01-16,29.43,,
2004-01-20,29.67,,
2004-01-21,30.07,,
2004-01-22,30.08,,
2004-01-23,30.24,,
2004-01-26,30.12,,
2004-01-27,30.2,,
2004-01-28,30.34,,
2004-01-29,30.02,,
2004-01-30,29.8,,
2004-02-02,29.63,,
2004-02-03,29.5,,
2004-02-04,29.32,,
2004-02-05,29.1,,
2004-02-06,29.24,,
2004-02-09,29.21,,
2004-02-10,29.44,,
2004-02-11,29.42,,
2004-02-12,29.58,,
2004-02-13,29.5,,
2004-02-17,29.59,,
2004-02-18,29.91,,
2004-02-19,30.01,,
2004-02-20,29.83,,
2004-02-23,29.7,,
2004-02-24,29.65,,
2004-02-25,29.79,,
2004-02-26,30.05,,
2004-02-27,30.32,,
2004-03-01,30.42,,
2004-03-02,30.31,,
2004-03-03,30.32,,
2004-03-04,30.41,,
2004-03-05,30.63,,
2004-03-08,30.55,,
2004-03-09,30.65,,
2004-03-10,30.32,,
2004-03-11,30.11,,
2004-03-12,30.15,,
2004-03-15,30.36,,
2004-03-16,30.44,,
2004-03-17,30.87,,
2004-03-18,30.46,,
2004-03-19,30.16,,
2004-03-22,29.87,,
2004-03-23,29.94,,
2004-03-24,29.95,,
2004-03-25,30.15,,
2004-03-26,30.39,,
2004-03-29,30.48,,
2004-03-30,30.56,,
2004-03-31,30.5,,
2004-04-01,30.59,,
2004-04-02,30.36,,
2004-04-05,30.27,,
2004-04-06,30.25,,
2004-04-07,30.09,,
2004-04-08,29.77,,
2004-04-12,29.4,,
2004-04-13,29.21,,
2004-04-14,29.11,,
2004-04-15,29.3,,
2004-04-16,29.55,,
2004-04-19,29.25,,
2004-04-20,29.0,,
2004-04-21,29.05,,
2004-04-22,29.2,,
2004-04-23,29.23,,
2004-04-26,29.49,,
2004-04-27,29.33,,
2004-04-28,29.1,,
2004-04-29,28.69,,
2004-04-30,28.76,,
2004-05-03,28.87,,
2004-05-04,28.94,,
2004-05-05,28.74,,
2004-05-06,28.93,,
2004-05-07,28.12,,
2004-05-10,28.01,,
2004-05-11,27.99,,
2004-05-12,27.86,,
2004-05-13,27.94,,
2004-05-14,28.25,,
2004-05-17,27.99,,
2004-05-18,28.26,,
2004-05-19,28.13,,
2004-05-20,28.15,,
2004-05-21,28.1,,
2004-05-24,28.29,,
2004-05-25,28.9,,
2004-05-26,28.77,,
2004-05-27,29.05,,
2004-05-28,28.92,,
2004-06-01,28.96,,
2004-06-02,29.2,,
2004-06-03,29.02,,
2004-06-04,29.14,,
2004-06-07,29.29,,
2004-06-08,29.06,,
2004-06-09,28.7,,
2004-06-10,28.88,,
2004-06-14,28.69,,
2004-06-15,28.92,,
2004-06-16,28.85,,
2004-06-17,28.88,,
2004-06-18,28.96,,
2004-06-21,29.14,,
2004-06-22,29.12,,
2004-06-23,29.21,,
2004-06-24,29.15,,
2004-06-25,29.05,,
2004-06-28,29.18,,
2004-06-29,28.92,,
2004-06-30,29.15,,
2004-07-01,28.86,,
2004-07-02,29.03,,
2004-07-06,28.93,,
2004-07-07,28.94,,
2004-07-08,28.97,,
2004-07-09,28.95,,
2004-07-12,28.97,,
2004-07-13,28.9,,
2004-07-14,29.21,,
2004-07-15,29.34,,
2004-07-16,29.5,,
2004-07-19,29.77,,
2004-07-20,29.89,,
2004-07-21,29.64,,
2004-07-22,29.4,,
2004-07-23,29.38,,
2004-07-26,29.39,,
2004-07-27,29.45,,
2004-07-28,29.5,,
2004-07-29,29.14,,
2004-07-30,29.28,,
2004-08-02,29.41,,
2004-08-03,29.41,,
2004-08-04,29.6,,
2004-08-05,29.35,0.93,31.559139784946236
2004-08-06,29.85,0.93,32.096774193548384
2004-08-09,29.74,0.93,31.978494623655912
2004-08-10,29.78,0.93,32.02150537634409
2004-08-11,29.86,0.93,32.107526881720425
2004-08-12,29.95,0.93,32.204301075268816
2004-08-13,29.83,0.93,32.0752688172043
2004-08-16,29.89,0.93,32.13978494623656
2004-08-17,29.75,0.93,31.989247311827956
2004-08-18,29.93,0.93,32.18279569892473
2004-08-19,29.76,0.93,32.0
2004-08-20,29.66,0.93,31.892473118279568
2004-08-23,29.71,0.93,31.946236559139784
2004-08-24,29.81,0.93,32.05376344086021
2004-08-25,29.94,0.93,32.193548387096776
2004-08-26,29.99,0.93,32.247311827956985
2004-08-27,30.01,0.93,32.26881720430107
2004-08-30,30.0,0.93,32.25806451612903
2004-08-31,30.35,0.93,32.634408602150536
2004-09-01,30.22,0.93,32.494623655913976
2004-09-02,30.44,0.93,32.73118279569893
2004-09-03,30.48,0.93,32.774193548387096
2004-09-07,30.65,0.93,32.956989247311824
2004-09-08,30.34,0.93,32.623655913978496
2004-09-09,30.3,0.93,32.58064516129032
2004-09-10,30.35,0.93,32.634408602150536
2004-09-13,30.2,0.93,32.47311827956989
2004-09-14,30.04,0.93,32.3010752688172
2004-09-15,30.04,0.93,32.3010752688172
2004-09-16,30.37,0.93,32.655913978494624
2004-09-17,30.43,0.93,32.72043010752688
2004-09-20,30.13,0.93,32.39784946236559
2004-09-21,30.41,0.93,32.69892473118279
2004-09-22,30.17,0.93,32.44086021505376
2004-09-23,29.87,0.93,32.11827956989247
2004-09-24,29.85,0.93,32.096774193548384
2004-09-27,29.98,0.93,32.236559139784944
2004-09-28,30.24,0.93,32.516129032258064
2004-09-29,29.93,0.93,32.18279569892473
2004-09-30,29.98,0.93,32.236559139784944
2004-10-01,30.24,0.93,32.516129032258064
2004-10-04,30.34,0.93,32.623655913978496
2004-10-05,30.24,0.93,32.516129032258064
2004-10-06,30.4,0.93,32.68817204301075
2004-10-07,30.18,0.93,32.45161290322581
2004-10-08,30.61,0.93,32.913978494623656
2004-10-11,30.53,0.93,32.82795698924731
2004-10-12,30.69,0.93,33.0
2004-10-13,30.25,0.93,32.526881720430104
2004-10-14,30.15,0.93,32.41935483870967
2004-10-15,30.29,0.93,32.56989247311828
2004-10-18,30.05,0.93,32.31182795698925
2004-10-19,29.95,0.93,32.204301075268816
2004-10-20,30.62,0.93,32.924731182795696
2004-10-21,31.58,0.93,33.956989247311824
2004-10-22,31.6,0.93,33.97849462365591
2004-10-25,31.69,0.93,34.075268817204304
2004-10-26,32.03,0.93,34.44086021505376
2004-10-27,31.94,0.93,34.344086021505376
2004-10-28,31.3,0.93,33.655913978494624
2004-10-29,31.59,0.93,33.96774193548387
2004-11-01,31.64,0.93,34.02150537634409
2004-11-02,31.15,0.93,33.494623655913976
2004-11-03,31.73,0.93,34.11827956989247
2004-11-04,32.63,0.93,35.086021505376344
2004-11-05,32.43,1.8,18.016666666666666
2004-11-08,32.7,1.8,18.166666666666668
2004-11-09,32.6,1.8,18.11111111111111
2004-11-10,32.6,1.8,18.11111111111111
2004-11-11,32.85,1.8,18.25
2004-11-12,33.16,1.8,18.42222222222222
2004-11-15,33.01,1.8,18.33888888888889
2004-11-16,33.04,1.8,18.355555555555554
2004-11-17,32.68,1.8,18.155555555555555
2004-11-18,32.83,1.8,18.238888888888887
2004-11-19,32.8,1.8,18.22222222222222
2004-11-22,33.21,1.8,18.45
2004-11-23,33.25,1.8,18.47222222222222
2004-11-24,33.62,1.8,18.677777777777777
2004-11-26,33.8,1.8,18.777777777777775
2004-11-29,33.43,1.8,18.572222222222223
2004-11-30,32.79,1.8,18.216666666666665
2004-12-01,32.79,1.8,18.216666666666665
2004-12-02,32.27,1.8,17.92777777777778
2004-12-03,32.61,1.8,18.116666666666667
2004-12-06,32.92,1.8,18.288888888888888
2004-12-07,32.72,1.8,18.177777777777777
2004-12-08,32.58,1.8,18.099999999999998
2004-12-09,32.68,1.8,18.155555555555555
2004-12-10,32.7,1.8,18.166666666666668
2004-12-13,33.1,1.8,18.38888888888889
2004-12-14,32.95,1.8,18.305555555555557
2004-12-15,32.91,1.8,18.28333333333333
2004-12-16,33.2,1.8,18.444444444444446
2004-12-17,33.0,1.8,18.333333333333332
2004-12-20,33.39,1.8,18.55
2004-12-21,33.65,1.8,18.694444444444443
2004-12-22,33.81,1.8,18.783333333333335
2004-12-23,33.77,1.8,18.761111111111113
2004-12-27,33.42,1.8,18.566666666666666
2004-12-28,33.64,1.8,18.68888888888889
2004-12-29,33.6,1.8,18.666666666666668
2004-12-30,33.92,1.8,18.844444444444445
2004-12-31,33.52,1.8,18.622222222222224
2005-01-03,33.06,1.8,18.366666666666667
2005-01-04,33.04,1.8,18.355555555555554
2005-01-05,32.84,1.8,18.244444444444447
2005-01-06,32.63,1.8,18.12777777777778
2005-01-07,32.78,1.8,18.211111111111112
2005-01-10,33.04,1.8,18.355555555555554
2005-01-11,33.0,1.8,18.333333333333332
2005-01-12,32.91,1.8,18.28333333333333
