date,OMC,OMC_EPS,PE Ratio
2000-08-21,41.38,,
2000-08-22,40.13,,
2000-08-23,40.84,,
2000-08-24,40.19,,
2000-08-25,40.91,,
2000-08-28,40.53,,
2000-08-29,40.75,,
2000-08-30,41.28,,
2000-08-31,41.73,,
2000-09-01,41.63,,
2000-09-05,40.97,,
2000-09-06,40.88,,
2000-09-07,40.0,,
2000-09-08,40.31,,
2000-09-11,40.31,,
2000-09-12,41.19,,
2000-09-13,40.75,,
2000-09-14,40.81,,
2000-09-15,40.0,,
2000-09-18,38.28,,
2000-09-19,38.78,,
2000-09-20,37.59,,
2000-09-21,38.63,,
2000-09-22,38.5,,
2000-09-25,37.97,,
2000-09-26,36.38,,
2000-09-27,35.0,,
2000-09-28,37.09,,
2000-09-29,36.47,,
2000-10-02,36.81,,
2000-10-03,37.72,,
2000-10-04,37.72,,
2000-10-05,37.06,,
2000-10-06,36.34,,
2000-10-09,36.94,,
2000-10-10,37.72,,
2000-10-11,37.06,,
2000-10-12,37.03,,
2000-10-13,37.34,,
2000-10-16,37.97,,
2000-10-17,36.47,,
2000-10-18,36.81,,
2000-10-19,39.59,,
2000-10-20,40.44,,
2000-10-23,40.06,,
2000-10-24,42.63,,
2000-10-25,42.53,,
2000-10-26,42.97,,
2000-10-27,43.69,,
2000-10-30,44.84,,
2000-10-31,46.13,,
2000-11-01,45.16,,
2000-11-02,44.19,,
2000-11-03,43.84,,
2000-11-06,44.5,,
2000-11-07,42.97,,
2000-11-08,42.03,,
2000-11-09,40.22,,
2000-11-10,40.59,,
2000-11-13,39.97,,
2000-11-14,40.06,,
2000-11-15,40.44,,
2000-11-16,39.94,,
2000-11-17,40.22,,
2000-11-20,41.53,,
2000-11-21,39.16,,
2000-11-22,39.59,,
2000-11-24,40.41,,
2000-11-27,40.0,,
2000-11-28,40.53,,
2000-11-29,40.41,,
2000-11-30,39.31,,
2000-12-01,40.03,,
2000-12-04,42.56,,
2000-12-05,44.78,,
2000-12-06,44.5,,
2000-12-07,44.0,,
2000-12-08,43.97,,
2000-12-11,43.84,,
2000-12-12,43.47,,
2000-12-13,43.03,,
2000-12-14,42.34,,
2000-12-15,41.16,,
2000-12-18,41.47,,
2000-12-19,41.41,,
2000-12-20,39.81,,
2000-12-21,39.5,,
2000-12-22,40.75,,
2000-12-26,40.97,,
2000-12-27,40.88,,
2000-12-28,40.81,,
2000-12-29,41.44,,
2001-01-02,39.34,,
2001-01-03,43.13,,
2001-01-04,44.53,,
2001-01-05,43.63,,
2001-01-08,43.47,,
2001-01-09,43.88,,
2001-01-10,43.5,,
2001-01-11,45.91,,
2001-01-12,46.06,,
2001-01-16,44.81,,
2001-01-17,45.03,,
2001-01-18,45.38,,
2001-01-19,45.03,,
2001-01-22,44.41,,
2001-01-23,44.84,,
2001-01-24,44.88,,
2001-01-25,45.5,,
2001-01-26,44.66,,
2001-01-29,45.58,,
2001-01-30,45.49,,
2001-01-31,45.65,,
2001-02-01,44.01,,
2001-02-02,43.45,,
2001-02-05,44.63,,
2001-02-06,44.28,,
2001-02-07,43.95,,
2001-02-08,44.83,,
2001-02-09,44.56,,
2001-02-12,44.85,,
2001-02-13,44.66,,
2001-02-14,44.42,,
2001-02-15,44.75,,
2001-02-16,44.38,,
2001-02-20,47.26,,
2001-02-21,47.15,,
2001-02-22,46.45,,
2001-02-23,45.1,,
2001-02-26,45.08,,
2001-02-27,46.0,,
2001-02-28,45.35,,
2001-03-01,45.35,,
2001-03-02,45.76,,
2001-03-05,44.87,,
2001-03-06,45.56,,
2001-03-07,46.2,,
2001-03-08,45.94,,
2001-03-09,44.17,,
2001-03-12,41.75,,
2001-03-13,41.5,,
2001-03-14,40.6,,
2001-03-15,41.99,,
2001-03-16,41.55,,
2001-03-19,41.15,,
2001-03-20,41.3,,
2001-03-21,40.97,,
2001-03-22,39.8,,
2001-03-23,40.88,,
2001-03-26,40.3,,
2001-03-27,42.24,,
2001-03-28,42.25,,
2001-03-29,41.37,,
2001-03-30,41.44,,
2001-04-02,41.56,,
2001-04-03,40.35,,
2001-04-04,39.75,,
2001-04-05,41.35,,
2001-04-06,40.58,,
2001-04-09,41.63,,
2001-04-10,41.66,,
2001-04-11,42.1,,
2001-04-12,43.25,,
2001-04-16,43.5,,
2001-04-17,44.15,,
2001-04-18,45.58,,
2001-04-19,46.25,,
2001-04-20,45.35,,
2001-04-23,44.04,,
2001-04-24,44.6,,
2001-04-25,45.06,,
2001-04-26,46.01,,
2001-04-27,44.22,,
2001-04-30,43.92,,
2001-05-01,43.22,,
2001-05-02,43.76,,
2001-05-03,43.41,,
2001-05-04,44.47,,
2001-05-07,44.44,,
2001-05-08,45.2,,
2001-05-09,45.2,,
2001-05-10,44.95,,
2001-05-11,44.88,,
2001-05-14,44.9,,
2001-05-15,45.5,,
2001-05-16,46.2,,
2001-05-17,47.13,,
2001-05-18,46.92,,
2001-05-21,47.9,,
2001-05-22,48.12,,
2001-05-23,48.79,,
2001-05-24,47.03,,
2001-05-25,46.97,,
2001-05-29,46.95,,
2001-05-30,46.42,,
2001-05-31,46.54,,
2001-06-01,46.18,,
2001-06-04,46.6,,
2001-06-05,46.83,,
2001-06-06,46.79,,
2001-06-07,45.93,,
2001-06-08,45.18,,
2001-06-11,44.74,,
2001-06-12,43.55,,
2001-06-13,42.85,,
2001-06-14,41.26,,
2001-06-15,41.22,,
2001-06-18,40.5,,
2001-06-19,41.7,,
2001-06-20,40.97,,
2001-06-21,41.26,,
2001-06-22,42.03,,
2001-06-25,41.38,,
2001-06-26,41.54,,
2001-06-27,41.85,,
2001-06-28,42.06,,
2001-06-29,43.0,,
2001-07-02,43.43,,
2001-07-03,43.65,,
2001-07-05,42.5,,
2001-07-06,41.4,,
2001-07-09,42.28,,
2001-07-10,40.75,,
2001-07-11,41.47,,
2001-07-12,42.26,,
2001-07-13,42.6,,
2001-07-16,43.06,,
2001-07-17,42.83,,
2001-07-18,41.63,,
2001-07-19,41.38,,
2001-07-20,40.31,,
2001-07-23,39.26,,
2001-07-24,41.45,,
2001-07-25,42.58,,
2001-07-26,43.86,,
2001-07-27,43.74,,
2001-07-30,43.83,,
2001-07-31,43.69,,
2001-08-01,43.5,,
2001-08-02,43.49,,
2001-08-03,43.27,,
2001-08-06,43.01,,
2001-08-07,42.87,,
2001-08-08,42.42,,
2001-08-09,42.38,,
2001-08-10,42.38,,
2001-08-13,42.45,,
2001-08-14,41.74,,
2001-08-15,41.25,,
2001-08-16,41.13,,
2001-08-17,40.83,,
2001-08-20,41.15,,
2001-08-21,40.15,,
2001-08-22,40.45,,
2001-08-23,40.65,,
2001-08-24,41.55,,
2001-08-27,41.03,,
2001-08-28,40.87,,
2001-08-29,39.66,,
2001-08-30,38.2,,
2001-08-31,38.9,,
2001-09-04,37.94,,
2001-09-05,36.45,,
2001-09-06,36.72,,
2001-09-07,36.97,,
2001-09-10,36.77,,
2001-09-17,33.51,,
2001-09-18,33.33,,
2001-09-19,32.35,,
2001-09-20,31.48,,
2001-09-21,30.0,,
2001-09-24,32.41,,
2001-09-25,32.12,,
2001-09-26,31.77,,
2001-09-27,32.13,,
2001-09-28,32.45,,
2001-10-01,31.9,,
2001-10-02,31.17,,
2001-10-03,32.96,,
2001-10-04,33.83,,
2001-10-05,33.55,,
2001-10-08,33.26,,
2001-10-09,33.81,,
2001-10-10,35.19,,
2001-10-11,37.29,,
2001-10-12,37.2,,
2001-10-15,36.92,,
2001-10-16,36.72,,
2001-10-17,35.47,,
2001-10-18,35.22,,
2001-10-19,35.45,,
2001-10-22,36.97,,
2001-10-23,39.05,,
2001-10-24,38.44,,
2001-10-25,39.7,,
2001-10-26,40.29,,
2001-10-29,39.67,,
2001-10-30,38.53,,
2001-10-31,38.39,,
2001-11-01,39.28,,
2001-11-02,39.15,,
2001-11-05,39.7,,
2001-11-06,40.35,,
2001-11-07,40.19,,
2001-11-08,40.7,,
2001-11-09,40.66,,
2001-11-12,40.26,,
2001-11-13,41.8,,
2001-11-14,43.99,,
2001-11-15,42.7,,
2001-11-16,42.26,,
2001-11-19,42.67,,
2001-11-20,42.6,,
2001-11-21,42.08,,
2001-11-23,43.2,,
2001-11-26,43.85,,
2001-11-27,43.54,,
2001-11-28,42.74,,
2001-11-29,42.59,,
2001-11-30,42.93,,
2001-12-03,41.99,,
2001-12-04,42.64,,
2001-12-05,44.71,,
2001-12-06,44.85,,
2001-12-07,43.7,,
2001-12-10,43.1,,
2001-12-11,44.22,,
2001-12-12,43.42,,
2001-12-13,42.65,,
2001-12-14,42.2,,
2001-12-17,42.8,,
2001-12-18,43.38,,
2001-12-19,44.04,,
2001-12-20,43.6,,
2001-12-21,44.26,,
2001-12-24,44.15,,
2001-12-26,44.1,,
2001-12-27,44.74,,
2001-12-28,44.88,,
2001-12-31,44.67,,
2002-01-02,45.06,,
2002-01-03,44.45,,
2002-01-04,44.51,,
2002-01-07,44.72,,
2002-01-08,45.1,,
2002-01-09,45.22,,
2002-01-10,44.92,,
2002-01-11,44.45,,
2002-01-14,44.52,,
2002-01-15,44.51,,
2002-01-16,43.24,,
2002-01-17,43.86,,
2002-01-18,43.5,,
2002-01-22,43.71,,
2002-01-23,43.28,,
2002-01-24,43.95,,
2002-01-25,43.86,,
2002-01-28,43.88,,
2002-01-29,42.97,,
2002-01-30,42.81,,
2002-01-31,43.69,,
2002-02-01,44.2,,
2002-02-04,43.31,,
2002-02-05,42.55,,
2002-02-06,42.72,,
2002-02-07,42.83,,
2002-02-08,43.06,,
2002-02-11,43.52,,
2002-02-12,42.69,,
2002-02-13,43.76,,
2002-02-14,44.25,,
2002-02-15,43.59,,
2002-02-19,43.1,,
2002-02-20,43.9,,
2002-02-21,43.63,,
2002-02-22,44.62,,
2002-02-25,44.9,,
2002-02-26,46.03,,
2002-02-27,46.09,,
2002-02-28,46.77,,
2002-03-01,47.26,,
2002-03-04,48.61,,
2002-03-05,47.53,,
2002-03-06,46.53,,
2002-03-07,45.67,,
2002-03-08,46.85,,
2002-03-11,46.81,,
2002-03-12,46.91,,
2002-03-13,46.35,,
2002-03-14,46.03,,
2002-03-15,46.88,,
2002-03-18,47.26,,
2002-03-19,48.04,,
2002-03-20,48.17,,
2002-03-21,47.61,,
2002-03-22,47.73,,
2002-03-25,46.72,,
2002-03-26,46.13,,
2002-03-27,46.97,,
2002-03-28,47.2,,
2002-04-01,47.04,,
2002-04-02,46.54,,
2002-04-03,46.3,,
2002-04-04,45.74,,
2002-04-05,46.03,,
2002-04-08,46.33,,
2002-04-09,46.78,,
2002-04-10,47.28,,
2002-04-11,46.65,,
2002-04-12,47.1,,
2002-04-15,46.1,,
2002-04-16,46.9,,
2002-04-17,46.76,,
2002-04-18,46.82,,
2002-04-19,47.4,,
2002-04-22,47.07,,
2002-04-23,46.63,,
2002-04-24,46.5,,
2002-04-25,46.45,,
2002-04-26,44.8,,
2002-04-29,43.76,,
2002-04-30,43.62,,
2002-05-01,44.49,,
2002-05-02,43.9,,
2002-05-03,43.51,,
2002-05-06,42.2,,
2002-05-07,42.7,,
2002-05-08,44.01,,
2002-05-09,43.92,,
2002-05-10,43.17,,
2002-05-13,43.75,,
2002-05-14,45.49,,
2002-05-15,45.64,,
2002-05-16,45.47,,
2002-05-17,44.88,,
2002-05-20,44.06,,
2002-05-21,43.23,,
2002-05-22,43.41,,
2002-05-23,44.41,,
2002-05-24,45.08,,
2002-05-28,44.5,,
2002-05-29,44.66,,
2002-05-30,43.17,,
2002-05-31,43.19,,
2002-06-03,41.71,,
2002-06-04,41.0,,
2002-06-05,40.19,,
2002-06-06,37.76,,
2002-06-07,36.35,,
2002-06-10,38.51,,
2002-06-11,38.78,,
2002-06-12,31.14,,
2002-06-13,27.31,,
2002-06-14,27.53,,
2002-06-17,28.0,,
2002-06-18,28.95,,
2002-06-19,27.85,,
2002-06-20,26.81,,
2002-06-21,26.52,,
2002-06-24,26.17,,
2002-06-25,24.39,,
2002-06-26,24.41,,
2002-06-27,22.15,,
2002-06-28,22.9,,
2002-07-01,20.37,,
2002-07-02,20.96,,
2002-07-03,21.45,,
2002-07-05,22.39,,
2002-07-08,23.78,,
2002-07-09,23.5,,
2002-07-10,23.31,,
2002-07-11,24.7,,
2002-07-12,26.22,,
2002-07-15,25.72,,
2002-07-16,26.12,,
2002-07-17,25.74,,
2002-07-18,25.0,,
2002-07-19,24.99,,
2002-07-22,23.99,,
2002-07-23,23.36,,
2002-07-24,25.48,,
2002-07-25,24.95,,
2002-07-26,24.93,,
2002-07-29,27.32,,
2002-07-30,27.97,,
2002-07-31,26.66,,
2002-08-01,26.26,,
2002-08-02,25.4,,
2002-08-05,23.61,,
2002-08-06,26.65,,
2002-08-07,26.35,,
2002-08-08,27.98,,
2002-08-09,27.63,,
2002-08-12,28.67,,
2002-08-13,26.51,,
2002-08-14,28.18,,
2002-08-15,29.36,,
2002-08-16,30.58,,
2002-08-19,32.1,,
2002-08-20,32.42,,
2002-08-21,30.93,,
2002-08-22,32.45,,
2002-08-23,30.78,,
2002-08-26,31.95,,
2002-08-27,30.53,,
2002-08-28,29.73,,
2002-08-29,30.38,,
2002-08-30,30.25,,
2002-09-03,28.0,,
2002-09-04,28.71,,
2002-09-05,29.03,,
2002-09-06,30.0,,
2002-09-09,30.87,,
2002-09-10,31.47,,
2002-09-11,31.9,,
2002-09-12,31.83,,
2002-09-13,30.84,,
2002-09-16,30.64,,
2002-09-17,30.72,,
2002-09-18,30.43,,
2002-09-19,28.4,,
2002-09-20,29.21,,
2002-09-23,28.18,,
2002-09-24,28.0,,
2002-09-25,29.36,,
2002-09-26,30.33,,
2002-09-27,27.93,,
2002-09-30,27.84,,
2002-10-01,28.35,,
2002-10-02,26.14,,
2002-10-03,25.65,,
2002-10-04,26.05,,
2002-10-07,25.58,,
2002-10-08,25.33,,
2002-10-09,25.75,,
2002-10-10,27.38,,
2002-10-11,28.04,,
2002-10-14,28.81,,
2002-10-15,30.62,,
2002-10-16,30.39,,
2002-10-17,28.92,,
2002-10-18,29.63,,
2002-10-21,30.82,,
2002-10-22,31.4,,
2002-10-23,31.7,,
2002-10-24,29.57,,
2002-10-25,29.96,,
2002-10-28,29.17,,
2002-10-29,29.78,,
2002-10-30,29.59,,
2002-10-31,28.82,,
2002-11-01,29.97,,
2002-11-04,31.5,,
2002-11-05,31.63,,
2002-11-06,31.41,,
2002-11-07,30.55,,
2002-11-08,30.86,,
2002-11-11,29.86,,
2002-11-12,30.28,,
2002-11-13,29.83,,
2002-11-14,33.15,,
2002-11-15,33.16,,
2002-11-18,33.12,,
2002-11-19,32.97,,
2002-11-20,32.2,,
2002-11-21,33.37,,
2002-11-22,33.29,,
2002-11-25,33.3,,
2002-11-26,32.36,,
2002-11-27,33.69,,
2002-11-29,34.03,,
2002-12-02,34.58,,
2002-12-03,33.61,,
2002-12-04,33.4,,
2002-12-05,33.51,,
2002-12-06,33.95,,
2002-12-09,32.61,,
2002-12-10,33.55,,
2002-12-11,34.12,,
2002-12-12,34.33,,
2002-12-13,33.46,,
2002-12-16,33.42,,
2002-12-17,33.08,,
2002-12-18,32.47,,
2002-12-19,32.13,,
2002-12-20,31.9,,
2002-12-23,32.2,,
2002-12-24,32.15,,
2002-12-26,31.92,,
2002-12-27,31.45,,
2002-12-30,31.98,,
2002-12-31,32.3,,
2003-01-02,33.3,,
2003-01-03,33.33,,
2003-01-06,33.56,,
2003-01-07,33.35,,
2003-01-08,32.45,,
2003-01-09,33.19,,
2003-01-10,33.31,,
2003-01-13,33.4,,
2003-01-14,33.86,,
2003-01-15,33.2,,
2003-01-16,32.57,,
2003-01-17,31.72,,
2003-01-21,30.63,,
2003-01-22,30.08,,
2003-01-23,30.63,,
2003-01-24,29.86,,
2003-01-27,29.54,,
2003-01-28,29.98,,
2003-01-29,30.12,,
2003-01-30,29.5,,
2003-01-31,30.15,,
2003-02-03,29.55,,
2003-02-04,28.72,,
2003-02-05,28.37,,
2003-02-06,28.39,,
2003-02-07,28.3,,
2003-02-10,28.48,,
2003-02-11,28.19,,
2003-02-12,27.39,,
2003-02-13,26.77,,
2003-02-14,27.03,,
2003-02-18,27.97,,
2003-02-19,27.81,,
2003-02-20,27.75,,
2003-02-21,28.55,,
2003-02-24,27.0,,
2003-02-25,28.67,,
2003-02-26,26.98,,
2003-02-27,26.13,,
2003-02-28,26.49,,
2003-03-03,26.1,,
2003-03-04,25.99,,
2003-03-05,26.04,,
2003-03-06,24.51,,
2003-03-07,25.59,,
2003-03-10,24.95,,
2003-03-11,24.51,,
2003-03-12,24.25,,
2003-03-13,26.07,,
2003-03-14,25.56,,
2003-03-17,27.3,,
2003-03-18,27.25,,
2003-03-19,26.98,,
2003-03-20,27.6,,
2003-03-21,29.54,,
2003-03-24,27.96,,
2003-03-25,28.36,,
2003-03-26,28.31,,
2003-03-27,27.72,,
2003-03-28,27.75,,
2003-03-31,27.08,,
2003-04-01,27.33,,
2003-04-02,28.38,,
2003-04-03,28.81,,
2003-04-04,28.84,,
2003-04-07,29.62,,
2003-04-08,28.77,,
2003-04-09,28.58,,
2003-04-10,29.64,,
2003-04-11,29.23,,
2003-04-14,30.14,,
2003-04-15,30.65,,
2003-04-16,30.06,,
2003-04-17,30.72,,
2003-04-21,30.35,,
2003-04-22,31.21,,
2003-04-23,31.55,,
2003-04-24,31.72,,
2003-04-25,31.07,,
2003-04-28,31.65,,
2003-04-29,31.55,,
2003-04-30,30.95,,
2003-05-01,30.75,,
2003-05-02,31.44,,
2003-05-05,31.1,,
2003-05-06,32.22,,
2003-05-07,32.7,,
2003-05-08,32.25,,
2003-05-09,33.08,,
2003-05-12,33.87,,
2003-05-13,33.7,,
2003-05-14,33.4,,
2003-05-15,34.08,,
2003-05-16,33.47,,
2003-05-19,32.49,,
2003-05-20,32.06,,
2003-05-21,32.72,,
2003-05-22,33.53,,
2003-05-23,32.83,,
2003-05-27,34.1,,
2003-05-28,33.74,,
2003-05-29,34.05,,
2003-05-30,34.9,,
2003-06-02,35.88,,
2003-06-03,34.85,,
2003-06-04,35.45,,
2003-06-05,35.89,,
2003-06-06,36.22,,
2003-06-09,35.57,,
2003-06-10,36.26,,
2003-06-11,36.45,,
2003-06-12,36.54,,
2003-06-13,36.45,,
2003-06-16,37.62,,
2003-06-17,37.51,,
2003-06-18,37.63,,
2003-06-19,36.75,,
2003-06-20,37.45,,
2003-06-23,36.58,,
2003-06-24,36.7,,
2003-06-25,36.21,,
2003-06-26,36.32,,
2003-06-27,35.96,,
2003-06-30,35.85,,
2003-07-01,36.12,,
2003-07-02,36.1,,
2003-07-03,35.97,,
2003-07-07,36.14,,
2003-07-08,36.05,,
2003-07-09,36.74,,
2003-07-10,36.08,,
2003-07-11,36.99,,
2003-07-14,37.1,,
2003-07-15,36.44,,
2003-07-16,36.1,,
2003-07-17,35.91,,
2003-07-18,36.24,,
2003-07-21,35.81,,
2003-07-22,35.71,,
2003-07-23,35.73,,
2003-07-24,35.84,,
2003-07-25,36.53,,
2003-07-28,36.7,,
2003-07-29,37.14,,
2003-07-30,36.56,,
2003-07-31,36.94,,
2003-08-01,36.71,,
2003-08-04,36.47,,
2003-08-05,35.53,,
2003-08-06,35.6,,
2003-08-07,36.01,,
2003-08-08,36.36,,
2003-08-11,36.22,,
2003-08-12,37.1,,
2003-08-13,36.98,,
2003-08-14,37.44,,
2003-08-15,37.5,,
2003-08-18,37.92,,
2003-08-19,38.33,,
2003-08-20,38.44,,
2003-08-21,38.38,,
2003-08-22,38.4,,
2003-08-25,38.13,,
2003-08-26,38.01,,
2003-08-27,38.22,,
2003-08-28,38.78,,
2003-08-29,39.05,,
2003-09-02,40.0,,
2003-09-03,40.01,,
2003-09-04,40.18,,
2003-09-05,40.15,,
2003-09-08,40.49,,
2003-09-09,40.13,,
2003-09-10,39.06,,
2003-09-11,39.3,,
2003-09-12,39.01,,
2003-09-15,38.86,,
2003-09-16,39.5,,
2003-09-17,39.4,,
2003-09-18,39.81,,
2003-09-19,39.6,,
2003-09-22,38.65,,
2003-09-23,38.71,,
2003-09-24,37.42,,
2003-09-25,37.15,,
2003-09-26,36.2,,
2003-09-29,36.26,,
2003-09-30,35.92,,
2003-10-01,37.11,,
2003-10-02,36.87,,
2003-10-03,37.01,,
2003-10-06,37.1,,
2003-10-07,36.74,,
2003-10-08,36.71,,
2003-10-09,37.71,,
2003-10-10,38.13,,
2003-10-13,38.2,,
2003-10-14,38.51,,
2003-10-15,38.13,,
2003-10-16,38.37,,
2003-10-17,38.13,,
2003-10-20,37.57,,
2003-10-21,37.36,,
2003-10-22,36.83,,
2003-10-23,36.35,,
2003-10-24,36.24,,
2003-10-27,36.67,,
2003-10-28,38.78,,
2003-10-29,39.42,,
2003-10-30,39.83,,
2003-10-31,39.9,,
2003-11-03,40.1,,
2003-11-04,39.9,,
2003-11-05,39.99,,
2003-11-06,40.2,,
2003-11-07,40.49,,
2003-11-10,39.6,,
2003-11-11,39.46,,
2003-11-12,39.77,,
2003-11-13,39.73,,
2003-11-14,39.64,,
2003-11-17,39.33,,
2003-11-18,38.88,,
2003-11-19,39.28,,
2003-11-20,38.69,,
2003-11-21,38.97,,
2003-11-24,39.74,,
2003-11-25,39.72,,
2003-11-26,39.71,,
2003-11-28,39.83,,
2003-12-01,40.04,,
2003-12-02,42.01,,
2003-12-03,42.04,,
2003-12-04,42.23,,
2003-12-05,41.73,,
2003-12-08,41.97,,
2003-12-09,41.62,,
2003-12-10,41.63,,
2003-12-11,42.15,,
2003-12-12,42.1,,
2003-12-15,41.69,,
2003-12-16,41.92,,
2003-12-17,41.65,,
2003-12-18,42.21,,
2003-12-19,42.4,,
2003-12-22,42.92,,
2003-12-23,43.31,,
2003-12-24,43.34,,
2003-12-26,43.15,,
2003-12-29,43.74,,
2003-12-30,43.58,,
2003-12-31,43.67,,
2004-01-02,43.55,,
2004-01-05,43.94,,
2004-01-06,44.22,,
2004-01-07,43.6,,
2004-01-08,44.35,,
2004-01-09,43.26,,
2004-01-12,43.45,,
2004-01-13,43.47,,
2004-01-14,43.68,,
2004-01-15,43.67,,
2004-01-16,43.3,,
2004-01-20,43.31,,
2004-01-21,43.03,,
2004-01-22,43.03,,
2004-01-23,43.08,,
2004-01-26,43.13,,
2004-01-27,43.18,,
2004-01-28,42.0,,
2004-01-29,41.58,,
2004-01-30,41.2,,
2004-02-02,41.42,,
2004-02-03,41.4,,
2004-02-04,40.75,,
2004-02-05,40.85,,
2004-02-06,40.67,,
2004-02-09,40.53,,
2004-02-10,40.75,,
2004-02-11,41.63,,
2004-02-12,41.86,,
2004-02-13,41.55,,
2004-02-17,40.96,,
2004-02-18,40.08,,
2004-02-19,39.67,,
2004-02-20,39.56,,
2004-02-23,38.97,,
2004-02-24,39.31,,
2004-02-25,39.21,,
2004-02-26,39.65,,
2004-02-27,40.9,,
2004-03-01,40.58,,
2004-03-02,40.01,,
2004-03-03,40.13,,
2004-03-04,40.21,,
2004-03-05,40.53,,
2004-03-08,39.8,,
2004-03-09,39.22,,
2004-03-10,38.56,,
2004-03-11,37.71,,
2004-03-12,38.42,,
2004-03-15,37.65,,
2004-03-16,37.62,,
2004-03-17,39.0,,
2004-03-18,38.7,,
2004-03-19,38.77,,
2004-03-22,38.34,,
2004-03-23,38.53,,
2004-03-24,38.56,,
2004-03-25,39.27,,
2004-03-26,39.31,,
2004-03-29,39.8,,
2004-03-30,39.82,,
2004-03-31,40.13,,
2004-04-01,40.11,,
2004-04-02,41.08,,
2004-04-05,41.06,,
2004-04-06,40.75,,
2004-04-07,40.49,,
2004-04-08,40.59,,
2004-04-12,40.54,,
2004-04-13,40.13,,
2004-04-14,39.97,,
2004-04-15,40.01,,
2004-04-16,40.96,,
2004-04-19,40.96,,
2004-04-20,40.28,,
2004-04-21,40.38,,
2004-04-22,40.51,,
2004-04-23,39.85,,
2004-04-26,39.15,,
2004-04-27,39.79,,
2004-04-28,39.9,,
2004-04-29,40.2,,
2004-04-30,39.76,,
2004-05-03,40.77,,
2004-05-04,41.39,,
2004-05-05,41.61,,
2004-05-06,40.87,,
2004-05-07,40.45,,
2004-05-10,39.52,,
2004-05-11,40.11,,
2004-05-12,39.97,,
2004-05-13,39.89,,
2004-05-14,40.01,,
2004-05-17,39.31,,
2004-05-18,39.67,,
2004-05-19,39.76,,
2004-05-20,39.5,,
2004-05-21,39.53,,
2004-05-24,39.33,,
2004-05-25,39.87,,
2004-05-26,40.0,,
2004-05-27,40.26,,
2004-05-28,39.94,,
2004-06-01,40.3,,
2004-06-02,40.92,,
2004-06-03,40.22,,
2004-06-04,39.95,,
2004-06-07,40.54,,
2004-06-08,40.94,,
2004-06-09,40.29,,
2004-06-10,39.89,,
2004-06-14,39.54,,
2004-06-15,39.7,,
2004-06-16,39.45,,
2004-06-17,38.92,,
2004-06-18,38.57,,
2004-06-21,38.25,,
2004-06-22,37.88,,
2004-06-23,37.99,,
2004-06-24,38.07,,
2004-06-25,38.51,,
2004-06-28,38.3,,
2004-06-29,38.05,,
2004-06-30,37.95,,
2004-07-01,37.15,,
2004-07-02,36.71,,
2004-07-06,36.45,,
2004-07-07,34.92,,
2004-07-08,34.74,,
2004-07-09,34.92,,
2004-07-12,34.71,,
2004-07-13,34.67,,
2004-07-14,34.39,,
2004-07-15,34.26,,
2004-07-16,34.19,,
2004-07-19,34.62,,
2004-07-20,35.21,,
2004-07-21,35.56,,
2004-07-22,35.24,,
2004-07-23,34.76,,
2004-07-26,34.7,,
2004-07-27,34.78,,
2004-07-28,35.4,,
2004-07-29,35.71,,
2004-07-30,36.01,,
2004-08-02,36.09,,
2004-08-03,35.9,,
2004-08-04,35.19,,
2004-08-05,34.58,,
2004-08-06,33.85,,
2004-08-09,33.63,,
2004-08-10,34.03,,
2004-08-11,34.17,,
2004-08-12,33.58,,
2004-08-13,33.35,,
2004-08-16,33.65,,
2004-08-17,33.87,,
2004-08-18,34.44,,
2004-08-19,34.4,,
2004-08-20,34.73,,
2004-08-23,34.63,,
2004-08-24,34.88,,
2004-08-25,35.26,,
2004-08-26,35.22,,
2004-08-27,35.14,,
2004-08-30,34.83,,
2004-08-31,34.4,,
2004-09-01,34.39,,
2004-09-02,34.45,,
2004-09-03,34.61,,
2004-09-07,34.29,,
2004-09-08,34.08,,
2004-09-09,34.22,,
2004-09-10,34.45,,
2004-09-13,34.6,,
2004-09-14,34.65,,
2004-09-15,34.29,,
2004-09-16,34.54,,
2004-09-17,35.1,,
2004-09-20,35.47,,
2004-09-21,35.92,,
2004-09-22,35.5,,
2004-09-23,35.85,,
2004-09-24,36.08,,
2004-09-27,35.95,,
2004-09-28,36.42,,
2004-09-29,36.53,,
2004-09-30,36.53,,
2004-10-01,36.9,,
2004-10-04,37.06,,
2004-10-05,36.9,,
2004-10-06,37.25,,
2004-10-07,36.97,,
2004-10-08,36.58,,
2004-10-11,36.61,,
2004-10-12,36.71,,
2004-10-13,36.5,,
2004-10-14,36.14,,
2004-10-15,35.92,,
2004-10-18,36.38,,
2004-10-19,36.45,,
2004-10-20,36.04,,
2004-10-21,36.34,,
2004-10-22,36.36,,
2004-10-25,36.36,,
2004-10-26,39.72,,
2004-10-27,39.95,,
2004-10-28,39.63,,
2004-10-29,39.45,,
2004-11-01,39.5,,
2004-11-02,39.83,,
2004-11-03,39.99,,
2004-11-04,40.42,,
2004-11-05,40.26,,
2004-11-08,40.31,,
2004-11-09,40.4,,
2004-11-10,40.63,,
2004-11-11,41.5,,
2004-11-12,41.76,,
2004-11-15,41.64,,
2004-11-16,41.57,,
2004-11-17,41.76,,
2004-11-18,42.15,,
2004-11-19,41.35,,
2004-11-22,41.12,,
2004-11-23,41.2,,
2004-11-24,41.08,,
2004-11-26,41.12,,
2004-11-29,41.04,,
2004-11-30,40.5,,
2004-12-01,41.17,,
