date,PNC,PNC_EPS,PE Ratio
1991-05-06,17.75,,
1991-05-07,17.0,,
1991-05-08,17.31,,
1991-05-09,17.63,,
1991-05-10,17.0,,
1991-05-13,17.0,,
1991-05-14,16.69,,
1991-05-15,16.5,,
1991-05-16,16.81,,
1991-05-17,16.81,,
1991-05-20,16.56,,
1991-05-21,16.81,,
1991-05-22,17.0,,
1991-05-23,17.25,,
1991-05-24,17.5,,
1991-05-28,17.69,,
1991-05-29,17.44,,
1991-05-30,17.94,,
1991-05-31,18.38,,
1991-06-03,18.25,,
1991-06-04,18.81,,
1991-06-05,18.44,,
1991-06-06,18.75,,
1991-06-07,18.56,,
1991-06-10,18.5,,
1991-06-11,18.69,,
1991-06-12,18.44,,
1991-06-13,18.31,,
1991-06-14,18.25,,
1991-06-17,18.19,,
1991-06-18,18.13,,
1991-06-19,17.94,,
1991-06-20,17.88,,
1991-06-21,17.94,,
1991-06-24,17.94,,
1991-06-25,17.75,,
1991-06-26,17.88,,
1991-06-27,17.88,,
1991-06-28,18.06,,
1991-07-01,18.56,,
1991-07-02,18.19,,
1991-07-03,17.81,,
1991-07-05,17.75,,
1991-07-08,17.63,,
1991-07-09,17.5,,
1991-07-10,17.63,,
1991-07-11,17.94,,
1991-07-12,18.06,,
1991-07-15,18.94,,
1991-07-16,19.31,,
1991-07-17,19.25,,
1991-07-18,19.75,,
1991-07-19,19.25,,
1991-07-22,18.69,,
1991-07-23,18.69,,
1991-07-24,19.25,,
1991-07-25,19.63,,
1991-07-26,19.44,,
1991-07-29,19.13,,
1991-07-30,19.44,,
1991-07-31,19.63,,
1991-08-01,19.38,,
1991-08-02,19.63,,
1991-08-05,20.0,,
1991-08-06,20.06,,
1991-08-07,20.5,,
1991-08-08,20.75,,
1991-08-09,20.75,,
1991-08-12,20.94,,
1991-08-13,21.69,,
1991-08-14,20.75,,
1991-08-15,20.31,,
1991-08-16,20.13,,
1991-08-19,19.75,,
1991-08-20,20.13,,
1991-08-21,20.56,,
1991-08-22,20.38,,
1991-08-23,20.75,,
1991-08-26,20.44,,
1991-08-27,20.25,,
1991-08-28,20.63,,
1991-08-29,20.63,,
1991-08-30,20.88,,
1991-09-03,20.88,,
1991-09-04,20.81,,
1991-09-05,20.75,,
1991-09-06,20.38,,
1991-09-09,20.5,,
1991-09-10,20.0,,
1991-09-11,19.75,,
1991-09-12,19.81,,
1991-09-13,19.69,,
1991-09-16,19.38,,
1991-09-17,19.5,,
1991-09-18,19.31,,
1991-09-19,19.38,,
1991-09-20,19.69,,
1991-09-23,19.38,,
1991-09-24,20.0,,
1991-09-25,20.63,,
1991-09-26,20.06,,
1991-09-27,19.5,,
1991-09-30,20.38,,
1991-10-01,20.38,,
1991-10-02,20.38,,
1991-10-03,20.31,,
1991-10-04,20.13,,
1991-10-07,19.94,,
1991-10-08,19.94,,
1991-10-09,20.0,,
1991-10-10,20.31,,
1991-10-11,20.44,,
1991-10-14,20.38,,
1991-10-15,21.63,,
1991-10-16,22.13,,
1991-10-17,22.5,,
1991-10-18,21.94,,
1991-10-21,20.63,,
1991-10-22,20.69,,
1991-10-23,20.63,,
1991-10-24,20.56,,
1991-10-25,20.63,,
1991-10-28,20.81,,
1991-10-29,20.75,,
1991-10-30,20.69,,
1991-10-31,20.75,,
1991-11-01,21.38,,
1991-11-04,21.25,,
1991-11-05,21.38,,
1991-11-06,21.25,,
1991-11-07,21.31,,
1991-11-08,21.38,,
1991-11-11,21.38,,
1991-11-12,22.06,,
1991-11-13,22.44,,
1991-11-14,22.44,,
1991-11-15,22.06,,
1991-11-18,22.13,,
1991-11-19,21.56,,
1991-11-20,21.69,,
1991-11-21,21.56,,
1991-11-22,20.81,,
1991-11-25,20.88,,
1991-11-26,21.38,,
1991-11-27,21.25,,
1991-11-29,20.94,,
1991-12-02,21.13,,
1991-12-03,21.0,,
1991-12-04,21.06,,
1991-12-05,21.13,,
1991-12-06,21.31,,
1991-12-09,21.25,,
1991-12-10,21.38,,
1991-12-11,21.31,,
1991-12-12,21.31,,
1991-12-13,21.63,,
1991-12-16,21.5,,
1991-12-17,21.31,,
1991-12-18,21.25,,
1991-12-19,21.13,,
1991-12-20,21.56,,
1991-12-23,22.19,,
1991-12-24,22.75,,
1991-12-26,23.75,,
1991-12-27,23.75,,
1991-12-30,24.13,,
1991-12-31,23.56,,
1992-01-02,23.75,,
1992-01-03,23.94,,
1992-01-06,24.0,,
1992-01-07,23.75,,
1992-01-08,23.94,,
1992-01-09,24.13,,
1992-01-10,23.88,,
1992-01-13,23.81,,
1992-01-14,25.0,,
1992-01-15,25.31,,
1992-01-16,24.88,,
1992-01-17,24.56,,
1992-01-20,24.0,,
1992-01-21,23.75,,
1992-01-22,24.19,,
1992-01-23,24.06,,
1992-01-24,24.31,,
1992-01-27,24.5,,
1992-01-28,24.25,,
1992-01-29,23.88,,
1992-01-30,23.5,,
1992-01-31,23.44,,
1992-02-03,23.31,,
1992-02-04,24.13,,
1992-02-05,24.06,,
1992-02-06,24.13,,
1992-02-07,24.0,,
1992-02-10,23.88,,
1992-02-11,23.81,,
1992-02-12,23.94,,
1992-02-13,23.56,,
1992-02-14,23.38,,
1992-02-18,23.38,,
1992-02-19,24.31,,
1992-02-20,24.56,,
1992-02-21,24.38,,
1992-02-24,25.25,,
1992-02-25,25.0,,
1992-02-26,25.38,,
1992-02-27,25.75,,
1992-02-28,25.63,,
1992-03-02,25.13,,
1992-03-03,25.19,,
1992-03-04,25.25,,
1992-03-05,24.94,,
1992-03-06,24.56,,
1992-03-09,24.44,,
1992-03-10,24.31,,
1992-03-11,24.38,,
1992-03-12,24.31,,
1992-03-13,24.25,,
1992-03-16,24.56,,
1992-03-17,24.38,,
1992-03-18,24.25,,
1992-03-19,24.38,,
1992-03-20,24.5,,
1992-03-23,24.5,,
1992-03-24,24.56,,
1992-03-25,24.63,,
1992-03-26,24.88,,
1992-03-27,24.75,,
1992-03-30,24.81,,
1992-03-31,24.81,,
1992-04-01,24.75,,
1992-04-02,24.38,,
1992-04-03,24.0,,
1992-04-06,24.38,,
1992-04-07,24.13,,
1992-04-08,23.81,,
1992-04-09,24.13,,
1992-04-10,24.31,,
1992-04-13,24.81,,
1992-04-14,25.5,,
1992-04-15,25.75,,
1992-04-16,26.13,,
1992-04-20,26.38,,
1992-04-21,26.13,,
1992-04-22,26.31,,
1992-04-23,26.25,,
1992-04-24,25.94,,
1992-04-27,25.75,,
1992-04-28,25.81,,
1992-04-29,26.06,,
1992-04-30,26.38,,
1992-05-01,26.31,,
1992-05-04,26.75,,
1992-05-05,27.06,,
1992-05-06,27.69,,
1992-05-07,27.5,,
1992-05-08,27.19,,
1992-05-11,27.0,,
1992-05-12,27.13,,
1992-05-13,27.69,,
1992-05-14,27.25,,
1992-05-15,26.81,,
1992-05-18,26.69,,
1992-05-19,26.69,,
1992-05-20,26.5,,
1992-05-21,26.0,,
1992-05-22,26.19,,
1992-05-26,25.56,,
1992-05-27,25.44,,
1992-05-28,25.69,,
1992-05-29,25.63,,
1992-06-01,25.5,,
1992-06-02,25.69,,
1992-06-03,25.69,,
1992-06-04,25.38,,
1992-06-05,25.5,,
1992-06-08,25.88,,
1992-06-09,26.06,,
1992-06-10,25.63,,
1992-06-11,25.75,,
1992-06-12,25.88,,
1992-06-15,25.94,,
1992-06-16,25.81,,
1992-06-17,25.69,,
1992-06-18,25.5,,
1992-06-19,25.5,,
1992-06-22,25.31,,
1992-06-23,25.25,,
1992-06-24,25.25,,
1992-06-25,25.31,,
1992-06-26,25.75,,
1992-06-29,26.63,,
1992-06-30,27.0,,
1992-07-01,26.88,,
1992-07-02,26.63,,
1992-07-06,27.19,,
1992-07-07,26.63,,
1992-07-08,26.69,,
1992-07-09,27.25,,
1992-07-10,27.25,,
1992-07-13,27.25,,
1992-07-14,27.19,,
1992-07-15,26.81,,
1992-07-16,26.44,,
1992-07-17,26.44,,
1992-07-20,26.44,,
1992-07-21,26.31,,
1992-07-22,26.38,,
1992-07-23,26.13,,
1992-07-24,25.81,,
1992-07-27,25.5,,
1992-07-28,26.0,,
1992-07-29,25.75,,
1992-07-30,25.81,,
1992-07-31,25.75,,
1992-08-03,25.69,,
1992-08-04,25.75,,
1992-08-05,25.81,,
1992-08-06,25.88,,
1992-08-07,26.19,,
1992-08-10,25.88,,
1992-08-11,25.75,,
1992-08-12,25.5,,
1992-08-13,25.75,,
1992-08-14,25.75,,
1992-08-17,25.44,,
1992-08-18,25.25,,
1992-08-19,24.63,,
1992-08-20,24.56,,
1992-08-21,24.5,,
1992-08-24,23.94,,
1992-08-25,23.94,,
1992-08-26,24.38,,
1992-08-27,25.13,,
1992-08-28,24.75,,
1992-08-31,24.81,,
1992-09-01,25.06,,
1992-09-02,24.81,,
1992-09-03,24.69,,
1992-09-04,24.56,,
1992-09-08,24.38,,
1992-09-09,24.38,,
1992-09-10,24.56,,
1992-09-11,24.44,,
1992-09-14,24.56,,
1992-09-15,24.56,,
1992-09-16,24.25,,
1992-09-17,24.31,,
1992-09-18,24.88,,
1992-09-21,24.88,,
1992-09-22,24.63,,
1992-09-23,24.75,,
1992-09-24,25.13,,
1992-09-25,25.0,,
1992-09-28,25.0,,
1992-09-29,24.75,,
1992-09-30,25.31,,
1992-10-01,26.5,,
1992-10-02,26.63,,
1992-10-05,26.5,,
1992-10-06,26.13,,
1992-10-07,25.88,,
1992-10-08,25.88,,
1992-10-09,25.94,,
1992-10-12,26.25,,
1992-10-13,26.5,,
1992-10-14,26.31,,
1992-10-15,26.63,,
1992-10-16,26.38,,
1992-10-19,26.44,,
1992-10-20,26.5,,
1992-10-21,26.63,,
1992-10-22,26.31,,
1992-10-23,26.5,,
1992-10-26,26.31,,
1992-10-27,26.31,,
1992-10-28,26.44,,
1992-10-29,26.56,,
1992-10-30,26.63,,
1992-11-02,26.88,,
1992-11-03,27.06,,
1992-11-04,26.94,,
1992-11-05,27.38,,
1992-11-06,27.0,,
1992-11-09,27.13,,
1992-11-10,27.0,,
1992-11-11,27.25,,
1992-11-12,27.06,,
1992-11-13,27.25,,
1992-11-16,27.13,,
1992-11-17,27.25,,
1992-11-18,27.88,,
1992-11-19,28.25,,
1992-11-20,29.13,,
1992-11-23,29.0,,
1992-11-24,28.75,,
1992-11-25,28.88,,
1992-11-27,29.0,,
1992-11-30,28.5,,
1992-12-01,28.38,,
1992-12-02,28.25,,
1992-12-03,28.13,,
1992-12-04,28.0,,
1992-12-07,28.13,,
1992-12-08,28.13,,
1992-12-09,28.0,,
1992-12-10,27.88,,
1992-12-11,27.88,,
1992-12-14,27.63,,
1992-12-15,27.75,,
1992-12-16,27.5,,
1992-12-17,27.5,,
1992-12-18,28.13,,
1992-12-21,28.75,,
1992-12-22,28.5,,
1992-12-23,27.63,,
1992-12-24,27.88,,
1992-12-28,27.63,,
1992-12-29,28.38,,
1992-12-30,28.5,,
1992-12-31,28.5,,
1993-01-04,28.63,,
1993-01-05,28.88,,
1993-01-06,28.5,,
1993-01-07,28.13,,
1993-01-08,27.0,,
1993-01-11,28.13,,
1993-01-12,28.38,,
1993-01-13,28.5,,
1993-01-14,28.88,,
1993-01-15,29.63,,
1993-01-18,29.63,,
1993-01-19,30.38,,
1993-01-20,30.88,,
1993-01-21,31.38,,
1993-01-22,30.25,,
1993-01-25,29.75,,
1993-01-26,30.5,,
1993-01-27,30.25,,
1993-01-28,29.88,,
1993-01-29,30.38,,
1993-02-01,30.5,,
1993-02-02,30.75,,
1993-02-03,30.75,,
1993-02-04,31.38,,
1993-02-05,31.5,,
1993-02-08,31.63,,
1993-02-09,31.0,,
1993-02-10,31.0,,
1993-02-11,30.5,,
1993-02-12,30.88,,
1993-02-16,30.5,,
1993-02-17,30.0,,
1993-02-18,29.38,,
1993-02-19,30.5,,
1993-02-22,31.63,,
1993-02-23,31.13,,
1993-02-24,31.5,,
1993-02-25,31.38,,
1993-02-26,31.0,,
1993-03-01,31.88,,
1993-03-02,31.88,,
1993-03-03,32.25,,
1993-03-04,32.25,,
1993-03-05,31.38,,
1993-03-08,31.5,,
1993-03-09,31.88,,
1993-03-10,32.5,,
1993-03-11,33.0,,
1993-03-12,33.0,,
1993-03-15,32.38,,
1993-03-16,33.13,,
1993-03-17,32.75,,
1993-03-18,33.13,,
1993-03-19,32.88,,
1993-03-22,33.25,,
1993-03-23,33.38,,
1993-03-24,33.88,,
1993-03-25,34.25,,
1993-03-26,34.63,,
1993-03-29,35.0,,
1993-03-30,34.0,,
1993-03-31,33.38,,
1993-04-01,33.63,,
1993-04-02,32.75,,
1993-04-05,32.5,,
1993-04-06,32.38,,
1993-04-07,33.75,,
1993-04-08,34.0,,
1993-04-12,35.25,,
1993-04-13,36.13,,
1993-04-14,36.0,,
1993-04-15,35.38,,
1993-04-16,34.5,,
1993-04-19,35.0,,
1993-04-20,34.25,,
1993-04-21,33.38,,
1993-04-22,33.0,,
1993-04-23,32.0,,
1993-04-26,31.13,,
1993-04-27,31.63,,
1993-04-28,31.63,,
1993-04-29,31.75,,
1993-04-30,32.0,,
1993-05-03,31.88,,
1993-05-04,32.0,,
1993-05-05,31.5,,
1993-05-06,31.63,,
1993-05-07,31.38,,
1993-05-10,31.13,,
1993-05-11,32.13,,
1993-05-12,32.0,,
1993-05-13,31.0,,
1993-05-14,30.5,,
1993-05-17,30.63,,
1993-05-18,30.75,,
1993-05-19,32.0,,
1993-05-20,32.0,,
1993-05-21,31.75,,
1993-05-24,31.63,,
1993-05-25,31.63,,
1993-05-26,32.38,,
1993-05-27,31.5,,
1993-05-28,32.0,,
1993-06-01,32.0,,
1993-06-02,31.75,,
1993-06-03,31.88,,
1993-06-04,30.38,,
1993-06-07,29.75,,
1993-06-08,30.5,,
1993-06-09,30.88,,
1993-06-10,30.0,,
1993-06-11,30.13,,
1993-06-14,30.5,,
1993-06-15,30.63,,
1993-06-16,31.0,,
1993-06-17,30.88,,
1993-06-18,30.0,,
1993-06-21,30.88,,
1993-06-22,31.88,,
1993-06-23,30.88,,
1993-06-24,31.5,,
1993-06-25,31.13,,
1993-06-28,32.25,,
1993-06-29,31.88,,
1993-06-30,32.75,,
1993-07-01,32.38,,
1993-07-02,32.25,,
1993-07-06,31.5,,
1993-07-07,31.75,,
1993-07-08,32.75,,
1993-07-09,32.25,,
1993-07-12,32.38,,
1993-07-13,31.88,,
1993-07-14,30.38,,
1993-07-15,31.0,,
1993-07-16,31.0,,
1993-07-19,31.0,,
1993-07-20,29.88,,
1993-07-21,30.25,,
1993-07-22,29.88,,
1993-07-23,29.5,,
1993-07-26,28.63,,
1993-07-27,29.5,,
1993-07-28,29.0,,
1993-07-29,29.38,,
1993-07-30,28.88,,
1993-08-02,28.75,,
1993-08-03,28.75,,
1993-08-04,28.5,,
1993-08-05,28.88,,
1993-08-06,30.0,,
1993-08-09,29.88,,
1993-08-10,29.38,,
1993-08-11,29.13,,
1993-08-12,29.13,,
1993-08-13,29.63,,
1993-08-16,29.5,,
1993-08-17,29.13,,
1993-08-18,29.38,,
1993-08-19,29.63,,
1993-08-20,29.38,,
1993-08-23,29.75,,
1993-08-24,30.25,,
1993-08-25,30.0,,
1993-08-26,30.5,,
1993-08-27,29.88,,
1993-08-30,30.0,,
1993-08-31,30.0,,
1993-09-01,29.5,,
1993-09-02,29.38,,
1993-09-03,29.38,,
1993-09-07,29.75,,
1993-09-08,29.88,,
1993-09-09,30.38,,
1993-09-10,31.38,,
1993-09-13,30.25,,
1993-09-14,29.88,,
1993-09-15,30.25,,
1993-09-16,30.38,,
1993-09-17,30.0,,
1993-09-20,29.75,,
1993-09-21,29.13,,
1993-09-22,29.25,,
1993-09-23,29.13,,
1993-09-24,29.63,,
1993-09-27,30.5,,
1993-09-28,30.75,,
1993-09-29,30.5,,
1993-09-30,30.75,,
1993-10-01,30.88,,
1993-10-04,31.13,,
1993-10-05,30.75,,
1993-10-06,30.63,,
1993-10-07,30.13,,
1993-10-08,30.88,,
1993-10-11,30.38,,
1993-10-12,30.0,,
1993-10-13,29.5,,
1993-10-14,29.75,,
1993-10-15,29.63,,
1993-10-18,29.13,,
1993-10-19,29.25,,
1993-10-20,28.75,,
1993-10-21,28.25,,
1993-10-22,28.38,,
1993-10-25,28.5,,
1993-10-26,28.63,,
1993-10-27,28.75,,
1993-10-28,28.88,,
1993-10-29,28.75,,
1993-11-01,29.0,,
1993-11-02,28.5,,
1993-11-03,28.0,,
1993-11-04,27.63,,
1993-11-05,28.13,,
1993-11-08,28.13,,
1993-11-09,27.88,,
1993-11-10,28.5,,
1993-11-11,28.5,,
1993-11-12,28.75,,
1993-11-15,28.38,,
1993-11-16,28.63,,
1993-11-17,28.5,,
1993-11-18,28.38,,
1993-11-19,28.25,,
1993-11-22,28.25,,
1993-11-23,28.5,,
1993-11-24,28.88,,
1993-11-26,29.25,,
1993-11-29,29.75,,
1993-11-30,29.63,,
1993-12-01,29.13,,
1993-12-02,29.5,,
1993-12-03,29.38,,
1993-12-06,29.13,,
1993-12-07,29.25,,
1993-12-08,29.63,,
1993-12-09,29.5,,
1993-12-10,29.13,,
1993-12-13,29.63,,
1993-12-14,29.25,,
1993-12-15,29.0,,
1993-12-16,29.38,,
1993-12-17,29.88,,
1993-12-20,29.75,,
1993-12-21,29.38,,
1993-12-22,29.13,,
1993-12-23,29.0,,
1993-12-27,29.38,,
1993-12-28,29.38,,
1993-12-29,29.25,,
1993-12-30,29.0,,
1993-12-31,29.0,,
1994-01-03,29.0,,
1994-01-04,28.88,,
1994-01-05,29.0,,
1994-01-06,29.13,,
1994-01-07,29.75,,
1994-01-10,29.5,,
1994-01-11,29.75,,
1994-01-12,29.38,,
1994-01-13,28.88,,
1994-01-14,28.88,,
1994-01-17,28.75,,
1994-01-18,29.13,,
1994-01-19,28.13,,
1994-01-20,28.13,,
1994-01-21,28.38,,
1994-01-24,28.13,,
1994-01-25,28.38,,
1994-01-26,28.38,,
1994-01-27,29.25,,
1994-01-28,29.13,,
1994-01-31,29.63,,
1994-02-01,29.25,,
1994-02-02,28.88,,
1994-02-03,29.0,,
1994-02-04,27.63,,
1994-02-07,28.25,,
1994-02-08,28.25,,
1994-02-09,28.13,,
1994-02-10,28.0,,
1994-02-11,28.38,,
1994-02-14,28.25,,
1994-02-15,28.38,,
1994-02-16,28.25,,
1994-02-17,28.38,,
1994-02-18,28.25,,
1994-02-22,28.38,,
1994-02-23,28.13,,
1994-02-24,27.63,,
1994-02-25,27.38,,
1994-02-28,27.63,,
1994-03-01,27.13,,
1994-03-02,26.5,,
1994-03-03,26.5,,
1994-03-04,26.88,,
1994-03-07,26.75,,
1994-03-08,26.63,,
1994-03-09,26.63,,
1994-03-10,26.63,,
1994-03-11,27.5,,
1994-03-14,27.38,,
1994-03-15,27.25,,
1994-03-16,27.88,,
1994-03-17,27.63,,
1994-03-18,27.63,,
1994-03-21,27.38,,
1994-03-22,27.63,,
1994-03-23,27.63,,
1994-03-24,27.63,,
1994-03-25,27.5,,
1994-03-28,27.5,,
1994-03-29,27.38,,
1994-03-30,26.63,,
1994-03-31,26.63,,
1994-04-04,26.38,,
1994-04-05,27.5,,
1994-04-06,27.5,,
1994-04-07,27.5,,
1994-04-08,27.5,,
1994-04-11,28.25,,
1994-04-12,28.5,,
1994-04-13,29.38,,
1994-04-14,30.0,,
1994-04-15,30.0,,
1994-04-18,28.88,,
1994-04-19,29.5,,
1994-04-20,29.13,,
1994-04-21,29.0,,
1994-04-22,28.5,,
1994-04-25,29.0,,
1994-04-26,28.38,,
1994-04-28,27.63,,
1994-04-29,27.88,,
1994-05-02,28.25,,
1994-05-03,28.13,,
1994-05-04,27.88,,
1994-05-05,28.25,,
1994-05-06,27.88,,
1994-05-09,27.5,,
1994-05-10,28.25,,
1994-05-11,27.88,,
1994-05-12,28.0,,
1994-05-13,28.88,,
1994-05-16,28.25,,
1994-05-17,28.88,,
1994-05-18,29.38,,
1994-05-19,29.75,,
1994-05-20,29.88,,
1994-05-23,29.5,,
1994-05-24,29.75,,
1994-05-25,29.88,,
1994-05-26,30.38,,
1994-05-27,30.5,,
1994-05-31,30.63,,
1994-06-01,30.63,,
1994-06-02,31.5,,
1994-06-03,31.13,,
1994-06-06,30.63,,
1994-06-07,30.0,,
1994-06-08,30.5,,
1994-06-09,30.13,,
1994-06-10,30.13,,
1994-06-13,30.63,,
1994-06-14,30.88,,
1994-06-15,30.5,,
1994-06-16,30.13,,
1994-06-17,30.5,,
1994-06-20,29.88,,
1994-06-21,29.63,,
1994-06-22,29.5,,
1994-06-23,29.63,,
1994-06-24,29.38,,
1994-06-27,29.63,,
1994-06-28,29.13,,
1994-06-29,29.75,,
1994-06-30,28.88,,
1994-07-01,29.13,,
1994-07-05,29.75,,
1994-07-06,29.38,,
1994-07-07,29.0,,
1994-07-08,29.25,,
1994-07-11,28.88,,
1994-07-12,28.38,,
1994-07-13,28.38,,
1994-07-14,29.0,,
1994-07-15,29.13,,
1994-07-18,29.75,,
1994-07-19,29.38,,
1994-07-20,28.63,,
1994-07-21,28.5,,
1994-07-22,28.63,,
1994-07-25,28.25,,
1994-07-26,28.38,,
1994-07-27,28.0,,
1994-07-28,28.25,,
1994-07-29,28.75,,
1994-08-01,28.38,,
1994-08-02,28.25,,
1994-08-03,28.0,,
1994-08-04,28.75,,
1994-08-05,28.63,,
1994-08-08,28.25,,
1994-08-09,28.13,,
1994-08-10,28.0,,
1994-08-11,27.75,,
1994-08-12,27.75,,
1994-08-15,27.75,,
1994-08-16,28.13,,
1994-08-17,27.63,,
1994-08-18,27.75,,
1994-08-19,27.75,,
1994-08-22,27.5,,
1994-08-23,27.5,,
1994-08-24,28.0,,
1994-08-25,27.88,,
1994-08-26,28.0,,
1994-08-29,28.0,,
1994-08-30,28.13,,
1994-08-31,28.0,,
1994-09-01,27.75,,
1994-09-02,27.75,,
1994-09-06,27.63,,
1994-09-07,27.5,,
1994-09-08,27.5,,
1994-09-09,27.25,,
1994-09-12,27.38,,
1994-09-13,27.38,,
1994-09-14,27.5,,
1994-09-15,27.75,,
1994-09-16,27.38,,
1994-09-19,27.38,,
1994-09-20,27.0,,
1994-09-21,27.0,,
1994-09-22,26.5,,
1994-09-23,26.38,,
1994-09-26,26.38,,
1994-09-27,26.13,,
1994-09-28,26.5,,
1994-09-29,26.25,,
1994-09-30,25.88,,
1994-10-03,25.25,,
1994-10-04,24.88,,
1994-10-05,25.13,,
1994-10-06,25.5,,
1994-10-07,25.63,,
1994-10-10,25.63,,
1994-10-11,25.5,,
1994-10-12,25.88,,
1994-10-13,26.0,,
1994-10-14,26.13,,
1994-10-17,25.38,,
1994-10-18,25.5,,
1994-10-19,24.38,,
1994-10-20,24.38,,
1994-10-21,23.75,,
1994-10-24,23.63,,
1994-10-25,23.5,,
1994-10-26,23.38,,
1994-10-27,23.38,,
1994-10-28,23.88,,
1994-10-31,23.5,,
1994-11-01,23.25,,
1994-11-02,23.38,,
1994-11-03,23.38,,
1994-11-04,23.25,,
1994-11-07,23.25,,
1994-11-08,23.0,,
1994-11-09,22.75,,
1994-11-10,22.38,,
1994-11-11,22.38,,
1994-11-14,22.38,,
1994-11-15,22.0,,
1994-11-16,21.5,,
1994-11-17,20.75,,
1994-11-18,20.75,,
1994-11-21,20.38,,
1994-11-22,20.13,,
1994-11-23,20.63,,
1994-11-25,20.75,,
1994-11-28,20.75,,
1994-11-29,21.0,,
1994-11-30,20.75,,
1994-12-01,20.38,,
1994-12-02,20.88,,
1994-12-05,21.25,,
1994-12-06,21.13,,
1994-12-07,20.88,,
1994-12-08,20.88,,
1994-12-09,20.88,,
1994-12-12,21.0,,
1994-12-13,21.13,,
1994-12-14,21.63,,
1994-12-15,21.75,,
1994-12-16,22.63,,
1994-12-19,22.25,,
1994-12-20,22.25,,
1994-12-21,22.63,,
1994-12-22,21.88,,
1994-12-23,21.88,,
1994-12-27,22.0,,
1994-12-28,21.63,,
1994-12-29,21.13,,
1994-12-30,21.13,,
1995-01-03,21.75,,
1995-01-04,22.5,,
1995-01-05,22.88,,
1995-01-06,22.13,,
1995-01-09,22.0,,
1995-01-10,21.88,,
1995-01-11,21.63,,
1995-01-12,21.5,,
1995-01-13,21.75,,
1995-01-16,22.5,,
1995-01-17,22.38,,
1995-01-18,21.88,,
1995-01-19,21.75,,
1995-01-20,21.88,,
1995-01-23,22.0,,
1995-01-24,22.38,,
1995-01-25,23.0,,
1995-01-26,23.5,,
1995-01-27,23.63,,
1995-01-30,23.5,,
1995-01-31,23.5,,
1995-02-01,23.5,,
1995-02-02,24.0,,
1995-02-03,24.25,,
1995-02-06,24.13,,
1995-02-07,23.88,,
1995-02-08,24.0,,
1995-02-09,24.13,,
1995-02-10,24.13,,
1995-02-13,24.13,,
1995-02-14,25.0,,
1995-02-15,25.13,,
1995-02-16,25.25,,
1995-02-17,24.88,,
1995-02-21,24.88,,
1995-02-22,25.38,,
1995-02-23,25.63,,
1995-02-24,25.63,,
1995-02-27,25.38,,
1995-02-28,25.5,,
1995-03-01,25.13,,
1995-03-02,24.88,,
1995-03-03,25.13,,
1995-03-06,24.88,,
1995-03-07,24.25,,
1995-03-08,24.13,,
1995-03-09,24.25,,
1995-03-10,24.63,,
1995-03-13,24.38,,
1995-03-14,24.63,,
1995-03-15,24.63,,
1995-03-16,24.63,,
1995-03-17,24.5,,
1995-03-20,24.38,,
1995-03-21,24.63,,
1995-03-22,24.63,,
1995-03-23,24.5,,
1995-03-24,24.38,,
1995-03-27,24.38,,
1995-03-28,24.5,,
1995-03-29,24.25,,
1995-03-30,24.25,,
1995-03-31,24.38,,
1995-04-03,24.5,,
1995-04-04,24.63,,
1995-04-05,25.13,,
1995-04-06,25.5,,
1995-04-07,25.5,,
1995-04-10,25.0,,
1995-04-11,24.75,,
1995-04-12,24.25,,
1995-04-13,24.75,,
1995-04-17,24.5,,
1995-04-18,24.75,,
1995-04-19,25.0,,
1995-04-20,25.0,,
1995-04-21,25.38,,
1995-04-24,25.25,,
1995-04-25,25.25,,
1995-04-26,24.88,,
1995-04-27,25.13,,
1995-04-28,25.13,,
1995-05-01,25.13,,
1995-05-02,25.25,,
1995-05-03,25.38,,
1995-05-04,25.5,,
1995-05-05,25.38,,
1995-05-08,25.5,,
1995-05-09,25.63,,
1995-05-10,25.75,,
1995-05-11,25.5,,
1995-05-12,25.63,,
1995-05-15,26.0,,
1995-05-16,26.38,,
1995-05-17,26.0,,
1995-05-18,25.63,,
1995-05-19,25.75,,
1995-05-22,26.13,,
1995-05-23,26.75,,
1995-05-24,27.0,,
1995-05-25,27.0,,
1995-05-26,26.38,,
1995-05-30,26.88,,
1995-05-31,27.0,,
1995-06-01,27.0,,
1995-06-02,27.0,,
1995-06-05,27.75,,
1995-06-06,27.88,,
1995-06-07,27.63,,
1995-06-08,27.13,,
1995-06-09,26.13,,
1995-06-12,26.0,,
1995-06-13,26.75,,
1995-06-14,26.88,,
1995-06-15,26.63,,
1995-06-16,26.63,,
1995-06-19,27.13,,
1995-06-20,26.88,,
1995-06-21,26.75,,
1995-06-22,27.25,,
1995-06-23,26.63,,
1995-06-26,26.75,,
1995-06-27,26.63,,
1995-06-28,26.63,,
1995-06-29,26.63,,
1995-06-30,26.38,,
1995-07-03,26.38,,
1995-07-05,26.5,,
1995-07-06,26.88,,
1995-07-07,26.88,,
1995-07-10,25.13,,
1995-07-11,24.75,,
1995-07-12,24.88,,
1995-07-13,24.88,,
1995-07-14,24.38,,
1995-07-17,24.5,,
1995-07-18,24.5,,
1995-07-19,24.13,,
1995-07-20,24.0,,
1995-07-21,24.38,,
1995-07-24,24.5,,
1995-07-25,24.63,,
1995-07-26,24.75,,
1995-07-27,24.63,,
1995-07-28,24.63,,
1995-07-31,24.75,,
1995-08-01,24.75,,
1995-08-02,24.75,,
1995-08-03,24.75,,
