date,close price,LNT_SHE,LNT_TA,LNT_TL,market cap,PB Ratio
1989-12-26,11.81,,,,,
1989-12-27,11.94,,,,,
1989-12-28,11.94,,,,,
1989-12-29,12.19,,,,,
1990-01-02,12.13,,,,,
1990-01-03,12.44,,,,,
1990-01-04,12.38,,,,,
1990-01-05,12.13,,,,,
1990-01-08,11.88,,,,,
1990-01-09,11.88,,,,,
1990-01-10,11.88,,,,,
1990-01-11,11.88,,,,,
1990-01-12,11.81,,,,,
1990-01-15,11.69,,,,,
1990-01-16,11.69,,,,,
1990-01-17,11.69,,,,,
1990-01-18,11.63,,,,,
1990-01-19,11.69,,,,,
1990-01-22,11.56,,,,,
1990-01-23,11.5,,,,,
1990-01-24,11.44,,,,,
1990-01-25,11.38,,,,,
1990-01-26,11.31,,,,,
1990-01-29,11.38,,,,,
1990-01-30,11.25,,,,,
1990-01-31,11.06,,,,,
1990-02-01,11.19,,,,,
1990-02-02,11.13,,,,,
1990-02-05,11.25,,,,,
1990-02-06,11.31,,,,,
1990-02-07,11.44,,,,,
1990-02-08,11.44,,,,,
1990-02-09,11.25,,,,,
1990-02-12,11.5,,,,,
1990-02-13,11.38,,,,,
1990-02-14,11.31,,,,,
1990-02-15,11.56,,,,,
1990-02-16,11.69,,,,,
1990-02-20,11.25,,,,,
1990-02-21,11.19,,,,,
1990-02-22,11.25,,,,,
1990-02-23,11.13,,,,,
1990-02-26,11.25,,,,,
1990-02-27,11.25,,,,,
1990-02-28,11.38,,,,,
1990-03-01,11.25,,,,,
1990-03-02,11.19,,,,,
1990-03-05,11.19,,,,,
1990-03-06,11.25,,,,,
1990-03-07,11.25,,,,,
1990-03-08,11.38,,,,,
1990-03-09,11.44,,,,,
1990-03-12,11.69,,,,,
1990-03-13,11.56,,,,,
1990-03-14,11.44,,,,,
1990-03-15,11.38,,,,,
1990-03-16,11.44,,,,,
1990-03-19,11.44,,,,,
1990-03-20,11.44,,,,,
1990-03-21,11.38,,,,,
1990-03-22,11.06,,,,,
1990-03-23,11.19,,,,,
1990-03-26,11.19,,,,,
1990-03-27,11.19,,,,,
1990-03-28,11.25,,,,,
1990-03-29,11.31,,,,,
1990-03-30,11.44,,,,,
1990-04-02,11.44,,,,,
1990-04-03,11.31,,,,,
1990-04-04,11.38,,,,,
1990-04-05,11.25,,,,,
1990-04-06,11.44,,,,,
1990-04-09,11.38,,,,,
1990-04-10,11.38,,,,,
1990-04-11,11.5,,,,,
1990-04-12,11.44,,,,,
1990-04-16,11.5,,,,,
1990-04-17,11.38,,,,,
1990-04-18,11.31,,,,,
1990-04-19,11.31,,,,,
1990-04-20,11.19,,,,,
1990-04-23,11.19,,,,,
1990-04-24,10.94,,,,,
1990-04-25,11.19,,,,,
1990-04-26,11.19,,,,,
1990-04-27,11.19,,,,,
1990-04-30,11.31,,,,,
1990-05-01,11.38,,,,,
1990-05-02,11.31,,,,,
1990-05-03,11.31,,,,,
1990-05-04,11.5,,,,,
1990-05-07,11.75,,,,,
1990-05-08,11.69,,,,,
1990-05-09,11.69,,,,,
1990-05-10,11.69,,,,,
1990-05-11,11.81,,,,,
1990-05-14,11.81,,,,,
1990-05-15,11.81,,,,,
1990-05-16,11.81,,,,,
1990-05-17,11.81,,,,,
1990-05-18,11.5,,,,,
1990-05-21,11.38,,,,,
1990-05-22,11.56,,,,,
1990-05-23,11.5,,,,,
1990-05-24,11.5,,,,,
1990-05-25,11.38,,,,,
1990-05-29,11.25,,,,,
1990-05-30,11.25,,,,,
1990-05-31,11.06,,,,,
1990-06-01,11.0,,,,,
1990-06-04,11.25,,,,,
1990-06-05,11.19,,,,,
1990-06-06,11.31,,,,,
1990-06-07,11.38,,,,,
1990-06-08,11.44,,,,,
1990-06-11,11.44,,,,,
1990-06-12,11.44,,,,,
1990-06-13,11.44,,,,,
1990-06-14,11.44,,,,,
1990-06-15,11.38,,,,,
1990-06-18,11.31,,,,,
1990-06-19,11.31,,,,,
1990-06-20,11.0,,,,,
1990-06-21,10.94,,,,,
1990-06-22,11.0,,,,,
1990-06-25,11.06,,,,,
1990-06-26,11.06,,,,,
1990-06-27,11.06,,,,,
1990-06-28,11.06,,,,,
1990-06-29,11.19,,,,,
1990-07-02,11.13,,,,,
1990-07-03,11.13,,,,,
1990-07-05,11.06,,,,,
1990-07-06,11.0,,,,,
1990-07-09,11.06,,,,,
1990-07-10,11.25,,,,,
1990-07-11,11.0,,,,,
1990-07-12,11.0,,,,,
1990-07-13,11.0,,,,,
1990-07-16,11.0,,,,,
1990-07-17,10.94,,,,,
1990-07-18,10.81,,,,,
1990-07-19,10.88,,,,,
1990-07-20,11.0,,,,,
1990-07-23,10.81,,,,,
1990-07-24,11.0,,,,,
1990-07-25,11.0,,,,,
1990-07-26,10.94,,,,,
1990-07-27,10.88,,,,,
1990-07-30,10.88,,,,,
1990-07-31,10.94,,,,,
1990-08-01,10.94,,,,,
1990-08-02,11.13,,,,,
1990-08-03,11.0,,,,,
1990-08-06,10.94,,,,,
1990-08-07,10.75,,,,,
1990-08-08,10.81,,,,,
1990-08-09,10.75,,,,,
1990-08-10,11.0,,,,,
1990-08-13,11.0,,,,,
1990-08-14,11.0,,,,,
1990-08-15,10.94,,,,,
1990-08-16,10.88,,,,,
1990-08-17,10.94,,,,,
1990-08-20,10.69,,,,,
1990-08-21,10.44,,,,,
1990-08-22,10.44,,,,,
1990-08-23,10.25,,,,,
1990-08-24,10.25,,,,,
1990-08-27,10.44,,,,,
1990-08-28,10.63,,,,,
1990-08-29,10.88,,,,,
1990-08-30,10.81,,,,,
1990-08-31,10.63,,,,,
1990-09-04,10.75,,,,,
1990-09-05,10.88,,,,,
1990-09-06,10.88,,,,,
1990-09-07,10.81,,,,,
1990-09-10,10.88,,,,,
1990-09-11,10.88,,,,,
1990-09-12,10.75,,,,,
1990-09-13,10.5,,,,,
1990-09-14,10.06,,,,,
1990-09-17,10.31,,,,,
1990-09-18,10.25,,,,,
1990-09-19,10.44,,,,,
1990-09-20,10.56,,,,,
1990-09-21,10.56,,,,,
1990-09-24,10.44,,,,,
1990-09-25,10.56,,,,,
1990-09-26,10.5,,,,,
1990-09-27,10.44,,,,,
1990-09-28,10.38,,,,,
1990-10-01,10.63,,,,,
1990-10-02,10.81,,,,,
1990-10-03,10.88,,,,,
1990-10-04,11.06,,,,,
1990-10-05,11.06,,,,,
1990-10-08,11.25,,,,,
1990-10-09,11.44,,,,,
1990-10-10,11.19,,,,,
1990-10-11,11.44,,,,,
1990-10-12,11.44,,,,,
1990-10-15,11.44,,,,,
1990-10-16,11.31,,,,,
1990-10-17,11.44,,,,,
1990-10-18,11.56,,,,,
1990-10-19,11.75,,,,,
1990-10-22,11.81,,,,,
1990-10-23,11.63,,,,,
1990-10-24,11.63,,,,,
1990-10-25,11.5,,,,,
1990-10-26,11.44,,,,,
1990-10-29,11.5,,,,,
1990-10-30,11.5,,,,,
1990-10-31,11.5,,,,,
1990-11-01,11.75,,,,,
1990-11-02,11.75,,,,,
1990-11-05,11.88,,,,,
1990-11-06,11.75,,,,,
1990-11-07,11.56,,,,,
1990-11-08,11.63,,,,,
1990-11-09,11.94,,,,,
1990-11-12,11.94,,,,,
1990-11-13,11.94,,,,,
1990-11-14,11.94,,,,,
1990-11-15,11.88,,,,,
1990-11-16,11.88,,,,,
1990-11-19,11.75,,,,,
1990-11-20,11.81,,,,,
1990-11-21,12.0,,,,,
1990-11-23,12.0,,,,,
1990-11-26,12.0,,,,,
1990-11-27,12.0,,,,,
1990-11-28,12.0,,,,,
1990-11-29,12.06,,,,,
1990-11-30,12.13,,,,,
1990-12-03,12.38,,,,,
1990-12-04,12.25,,,,,
1990-12-05,12.38,,,,,
1990-12-06,12.31,,,,,
1990-12-07,12.44,,,,,
1990-12-10,12.44,,,,,
1990-12-11,12.25,,,,,
1990-12-12,12.25,,,,,
1990-12-13,12.25,,,,,
1990-12-14,12.25,,,,,
1990-12-17,12.19,,,,,
1990-12-18,12.25,,,,,
1990-12-19,12.31,,,,,
1990-12-20,12.38,,,,,
1990-12-21,12.38,,,,,
1990-12-24,12.31,,,,,
1990-12-26,12.31,,,,,
1990-12-27,12.25,,,,,
1990-12-28,12.13,,,,,
1990-12-31,12.25,,,,,
1991-01-02,12.13,,,,,
1991-01-03,12.31,,,,,
1991-01-04,12.0,,,,,
1991-01-07,11.81,,,,,
1991-01-08,11.88,,,,,
1991-01-09,11.81,,,,,
1991-01-10,11.75,,,,,
1991-01-11,11.56,,,,,
1991-01-14,11.63,,,,,
1991-01-15,11.5,,,,,
1991-01-16,11.88,,,,,
1991-01-17,12.25,,,,,
1991-01-18,12.19,,,,,
1991-01-21,12.25,,,,,
1991-01-22,12.38,,,,,
1991-01-23,12.38,,,,,
1991-01-24,12.56,,,,,
1991-01-25,12.25,,,,,
1991-01-28,12.13,,,,,
1991-01-29,12.13,,,,,
1991-01-30,12.0,,,,,
1991-01-31,12.0,,,,,
1991-02-01,11.69,,,,,
1991-02-04,11.94,,,,,
1991-02-05,12.13,,,,,
1991-02-06,12.13,,,,,
1991-02-07,12.19,,,,,
1991-02-08,12.31,,,,,
1991-02-11,12.69,,,,,
1991-02-12,12.88,,,,,
1991-02-13,12.88,,,,,
1991-02-14,12.81,,,,,
1991-02-15,12.88,,,,,
1991-02-19,12.88,,,,,
1991-02-20,12.5,,,,,
1991-02-21,12.63,,,,,
1991-02-22,12.81,,,,,
1991-02-25,12.75,,,,,
1991-02-26,12.69,,,,,
1991-02-27,12.56,,,,,
1991-02-28,12.81,,,,,
1991-03-01,13.19,,,,,
1991-03-04,13.19,,,,,
1991-03-05,13.19,,,,,
1991-03-06,13.13,,,,,
1991-03-07,13.0,,,,,
1991-03-08,12.88,,,,,
1991-03-11,12.81,,,,,
1991-03-12,12.81,,,,,
1991-03-13,12.69,,,,,
1991-03-14,12.75,,,,,
1991-03-15,12.69,,,,,
1991-03-18,12.69,,,,,
1991-03-19,12.75,,,,,
1991-03-20,12.69,,,,,
1991-03-21,12.94,,,,,
1991-03-22,12.94,,,,,
1991-03-25,12.88,,,,,
1991-03-26,13.0,,,,,
1991-03-27,13.13,,,,,
1991-03-28,13.13,,,,,
1991-04-01,13.13,,,,,
1991-04-02,13.44,,,,,
1991-04-03,13.5,,,,,
1991-04-04,13.44,,,,,
1991-04-05,13.31,,,,,
1991-04-08,13.38,,,,,
1991-04-09,13.19,,,,,
1991-04-10,13.44,,,,,
1991-04-11,13.44,,,,,
1991-04-12,13.5,,,,,
1991-04-15,13.5,,,,,
1991-04-16,13.5,,,,,
1991-04-17,13.5,,,,,
1991-04-18,13.13,,,,,
1991-04-19,13.0,,,,,
1991-04-22,13.06,,,,,
1991-04-23,13.31,,,,,
1991-04-24,12.81,,,,,
1991-04-25,12.81,,,,,
1991-04-26,12.81,,,,,
1991-04-29,12.88,,,,,
1991-04-30,12.88,,,,,
1991-05-01,13.13,,,,,
1991-05-02,13.25,,,,,
1991-05-03,13.06,,,,,
1991-05-06,13.19,,,,,
1991-05-07,13.25,,,,,
1991-05-08,13.25,,,,,
1991-05-09,13.44,,,,,
1991-05-10,13.31,,,,,
1991-05-13,13.38,,,,,
1991-05-14,13.19,,,,,
1991-05-15,13.31,,,,,
1991-05-16,13.44,,,,,
1991-05-17,13.38,,,,,
1991-05-20,13.38,,,,,
1991-05-21,13.31,,,,,
1991-05-22,13.25,,,,,
1991-05-23,13.25,,,,,
1991-05-24,13.25,,,,,
1991-05-28,13.25,,,,,
1991-05-29,13.38,,,,,
1991-05-30,13.31,,,,,
1991-05-31,13.25,,,,,
1991-06-03,13.19,,,,,
1991-06-04,13.25,,,,,
1991-06-05,13.25,,,,,
1991-06-06,13.25,,,,,
1991-06-07,13.13,,,,,
1991-06-10,12.94,,,,,
1991-06-11,13.13,,,,,
1991-06-12,13.19,,,,,
1991-06-13,13.13,,,,,
1991-06-14,13.06,,,,,
1991-06-17,13.0,,,,,
1991-06-18,12.94,,,,,
1991-06-19,13.06,,,,,
1991-06-20,12.94,,,,,
1991-06-21,12.75,,,,,
1991-06-24,12.69,,,,,
1991-06-25,12.75,,,,,
1991-06-26,12.81,,,,,
1991-06-27,12.81,,,,,
1991-06-28,12.88,,,,,
1991-07-01,12.81,,,,,
1991-07-02,13.0,,,,,
1991-07-03,12.94,,,,,
1991-07-05,12.94,,,,,
1991-07-08,12.75,,,,,
1991-07-09,12.69,,,,,
1991-07-10,12.75,,,,,
1991-07-11,13.0,,,,,
1991-07-12,13.0,,,,,
1991-07-15,13.19,,,,,
1991-07-16,13.19,,,,,
1991-07-17,13.19,,,,,
1991-07-18,13.44,,,,,
1991-07-19,13.44,,,,,
1991-07-22,13.38,,,,,
1991-07-23,13.38,,,,,
1991-07-24,13.31,,,,,
1991-07-25,13.25,,,,,
1991-07-26,13.19,,,,,
1991-07-29,13.19,,,,,
1991-07-30,13.25,,,,,
1991-07-31,13.25,,,,,
1991-08-01,13.25,,,,,
1991-08-02,13.44,,,,,
1991-08-05,13.63,,,,,
1991-08-06,13.44,,,,,
1991-08-07,13.5,,,,,
1991-08-08,13.56,,,,,
1991-08-09,13.63,,,,,
1991-08-12,13.63,,,,,
1991-08-13,13.94,,,,,
1991-08-14,14.06,,,,,
1991-08-15,14.31,,,,,
1991-08-16,14.31,,,,,
1991-08-19,14.25,,,,,
1991-08-20,14.31,,,,,
1991-08-21,14.38,,,,,
1991-08-22,14.38,,,,,
1991-08-23,14.31,,,,,
1991-08-26,14.13,,,,,
1991-08-27,14.13,,,,,
1991-08-28,14.06,,,,,
1991-08-29,14.0,,,,,
1991-08-30,14.06,,,,,
1991-09-03,14.25,,,,,
1991-09-04,14.19,,,,,
1991-09-05,14.13,,,,,
1991-09-06,14.13,,,,,
1991-09-09,14.25,,,,,
1991-09-10,14.06,,,,,
1991-09-11,14.0,,,,,
1991-09-12,13.94,,,,,
1991-09-13,13.88,,,,,
1991-09-16,14.13,,,,,
1991-09-17,14.25,,,,,
1991-09-18,14.31,,,,,
1991-09-19,14.25,,,,,
1991-09-20,14.44,,,,,
1991-09-23,14.44,,,,,
1991-09-24,14.5,,,,,
1991-09-25,14.5,,,,,
1991-09-26,14.5,,,,,
1991-09-27,14.75,,,,,
1991-09-30,15.0,,,,,
1991-10-01,15.0,,,,,
1991-10-02,14.94,,,,,
1991-10-03,14.94,,,,,
1991-10-04,14.94,,,,,
1991-10-07,14.88,,,,,
1991-10-08,14.88,,,,,
1991-10-09,14.75,,,,,
1991-10-10,14.81,,,,,
1991-10-11,14.81,,,,,
1991-10-14,14.88,,,,,
1991-10-15,14.94,,,,,
1991-10-16,14.88,,,,,
1991-10-17,14.81,,,,,
1991-10-18,14.44,,,,,
1991-10-21,14.5,,,,,
1991-10-22,14.44,,,,,
1991-10-23,14.56,,,,,
1991-10-24,14.44,,,,,
1991-10-25,14.13,,,,,
1991-10-28,14.13,,,,,
1991-10-29,14.31,,,,,
1991-10-30,14.31,,,,,
1991-10-31,14.5,,,,,
1991-11-01,14.5,,,,,
1991-11-04,14.56,,,,,
1991-11-05,14.69,,,,,
1991-11-06,14.75,,,,,
1991-11-07,14.63,,,,,
1991-11-08,14.63,,,,,
1991-11-11,14.63,,,,,
1991-11-12,14.94,,,,,
1991-11-13,14.81,,,,,
1991-11-14,14.81,,,,,
1991-11-15,14.69,,,,,
1991-11-18,14.75,,,,,
1991-11-19,14.75,,,,,
1991-11-20,14.75,,,,,
1991-11-21,14.81,,,,,
1991-11-22,14.81,,,,,
1991-11-25,14.88,,,,,
1991-11-26,14.81,,,,,
1991-11-27,15.13,,,,,
1991-11-29,15.0,,,,,
1991-12-02,15.31,,,,,
1991-12-03,15.19,,,,,
1991-12-04,15.13,,,,,
1991-12-05,15.19,,,,,
1991-12-06,15.13,,,,,
1991-12-09,15.0,,,,,
1991-12-10,15.06,,,,,
1991-12-11,15.13,,,,,
1991-12-12,15.19,,,,,
1991-12-13,15.25,,,,,
1991-12-16,15.13,,,,,
1991-12-17,15.13,,,,,
1991-12-18,15.06,,,,,
1991-12-19,15.19,,,,,
1991-12-20,15.44,,,,,
1991-12-23,15.56,,,,,
1991-12-24,15.69,,,,,
1991-12-26,16.0,,,,,
1991-12-27,16.0,,,,,
1991-12-30,16.25,,,,,
1991-12-31,16.38,,,,,
1992-01-02,16.38,,,,,
1992-01-03,16.38,,,,,
1992-01-06,16.25,,,,,
1992-01-07,16.13,,,,,
1992-01-08,16.06,,,,,
1992-01-09,16.06,,,,,
1992-01-10,16.0,,,,,
1992-01-13,15.94,,,,,
1992-01-14,15.94,,,,,
1992-01-15,16.0,,,,,
1992-01-16,15.88,,,,,
1992-01-17,15.88,,,,,
1992-01-20,15.75,,,,,
1992-01-21,15.69,,,,,
1992-01-22,15.69,,,,,
1992-01-23,15.69,,,,,
1992-01-24,15.75,,,,,
1992-01-27,15.5,,,,,
1992-01-28,15.5,,,,,
1992-01-29,15.44,,,,,
1992-01-30,15.19,,,,,
1992-01-31,15.06,,,,,
1992-02-03,15.5,,,,,
1992-02-04,15.56,,,,,
1992-02-05,15.38,,,,,
1992-02-06,15.38,,,,,
1992-02-07,15.38,,,,,
1992-02-10,15.63,,,,,
1992-02-11,15.94,,,,,
1992-02-12,15.94,,,,,
1992-02-13,15.94,,,,,
1992-02-14,15.94,,,,,
1992-02-18,15.94,,,,,
1992-02-19,15.88,,,,,
1992-02-20,15.94,,,,,
1992-02-21,15.88,,,,,
1992-02-24,15.81,,,,,
1992-02-25,15.75,,,,,
1992-02-26,15.75,,,,,
1992-02-27,15.75,,,,,
1992-02-28,15.69,,,,,
1992-03-02,15.69,,,,,
1992-03-03,15.56,,,,,
1992-03-04,15.56,,,,,
1992-03-05,15.38,,,,,
1992-03-06,15.38,,,,,
1992-03-09,15.44,,,,,
1992-03-10,15.44,,,,,
1992-03-11,15.44,,,,,
1992-03-12,15.44,,,,,
1992-03-13,15.5,,,,,
1992-03-16,15.44,,,,,
1992-03-17,15.63,,,,,
1992-03-18,15.56,,,,,
1992-03-19,15.5,,,,,
1992-03-20,15.44,,,,,
1992-03-23,15.44,,,,,
1992-03-24,15.44,,,,,
1992-03-25,15.44,,,,,
1992-03-26,15.44,,,,,
1992-03-27,15.44,,,,,
1992-03-30,15.56,,,,,
1992-03-31,15.56,,,,,
1992-04-01,15.69,,,,,
1992-04-02,15.63,,,,,
1992-04-03,15.56,,,,,
1992-04-06,15.75,,,,,
1992-04-07,15.5,,,,,
1992-04-08,15.63,,,,,
1992-04-09,15.88,,,,,
1992-04-10,15.94,,,,,
1992-04-13,16.19,,,,,
1992-04-14,16.19,,,,,
1992-04-15,16.31,,,,,
1992-04-16,16.31,,,,,
1992-04-20,16.38,,,,,
1992-04-21,16.5,,,,,
1992-04-22,16.44,,,,,
1992-04-23,16.5,,,,,
1992-04-24,16.13,,,,,
1992-04-27,16.0,,,,,
1992-04-28,16.0,,,,,
1992-04-29,16.25,,,,,
1992-04-30,16.38,,,,,
1992-05-01,16.69,,,,,
1992-05-04,16.88,,,,,
1992-05-05,16.75,,,,,
1992-05-06,16.75,,,,,
1992-05-07,16.69,,,,,
1992-05-08,16.56,,,,,
1992-05-11,16.63,,,,,
1992-05-12,16.94,,,,,
1992-05-13,16.75,,,,,
1992-05-14,16.81,,,,,
1992-05-15,17.19,,,,,
1992-05-18,17.06,,,,,
1992-05-19,17.19,,,,,
1992-05-20,17.25,,,,,
1992-05-21,17.19,,,,,
1992-05-22,17.19,,,,,
1992-05-26,17.19,,,,,
1992-05-27,17.13,,,,,
1992-05-28,17.13,,,,,
1992-05-29,17.06,,,,,
1992-06-01,17.25,,,,,
1992-06-02,17.19,,,,,
1992-06-03,17.19,,,,,
1992-06-04,16.88,,,,,
1992-06-05,16.94,,,,,
1992-06-08,17.13,,,,,
1992-06-09,16.94,,,,,
1992-06-10,17.06,,,,,
1992-06-11,17.13,,,,,
1992-06-12,17.13,,,,,
1992-06-15,16.94,,,,,
1992-06-16,16.88,,,,,
1992-06-17,16.88,,,,,
1992-06-18,16.81,,,,,
1992-06-19,16.88,,,,,
1992-06-22,16.81,,,,,
1992-06-23,16.81,,,,,
1992-06-24,16.88,,,,,
1992-06-25,16.88,,,,,
1992-06-26,16.81,,,,,
1992-06-29,16.88,,,,,
1992-06-30,16.88,,,,,
1992-07-01,17.0,,,,,
1992-07-02,17.25,,,,,
1992-07-06,17.38,,,,,
1992-07-07,17.56,,,,,
1992-07-08,17.63,,,,,
1992-07-09,18.06,,,,,
1992-07-10,18.06,,,,,
1992-07-13,18.0,,,,,
1992-07-14,17.94,,,,,
1992-07-15,18.0,,,,,
1992-07-16,18.06,,,,,
1992-07-17,17.94,,,,,
1992-07-20,17.81,,,,,
1992-07-21,17.75,,,,,
1992-07-22,17.75,,,,,
1992-07-23,17.75,,,,,
1992-07-24,17.81,,,,,
1992-07-27,17.75,,,,,
1992-07-28,17.75,,,,,
1992-07-29,17.81,,,,,
1992-07-30,17.81,,,,,
1992-07-31,17.88,,,,,
1992-08-03,17.81,,,,,
1992-08-04,17.81,,,,,
1992-08-05,17.81,,,,,
1992-08-06,17.75,,,,,
1992-08-07,17.75,,,,,
1992-08-10,17.25,,,,,
1992-08-11,17.0,,,,,
1992-08-12,16.94,,,,,
1992-08-13,17.0,,,,,
1992-08-14,17.06,,,,,
1992-08-17,17.13,,,,,
1992-08-18,17.13,,,,,
1992-08-19,17.19,,,,,
1992-08-20,17.19,,,,,
1992-08-21,17.19,,,,,
1992-08-24,17.19,,,,,
1992-08-25,17.13,,,,,
1992-08-26,17.06,,,,,
1992-08-27,17.19,,,,,
1992-08-28,17.19,,,,,
1992-08-31,17.19,,,,,
1992-09-01,17.25,,,,,
1992-09-02,17.38,,,,,
1992-09-03,17.5,,,,,
1992-09-04,17.44,,,,,
1992-09-08,17.5,,,,,
1992-09-09,17.56,,,,,
1992-09-10,17.81,,,,,
1992-09-11,18.0,,,,,
1992-09-14,17.81,,,,,
1992-09-15,17.69,,,,,
1992-09-16,17.56,,,,,
1992-09-17,17.5,,,,,
1992-09-18,17.5,,,,,
1992-09-21,17.63,,,,,
1992-09-22,17.44,,,,,
1992-09-23,17.5,,,,,
1992-09-24,17.63,,,,,
1992-09-25,17.63,,,,,
1992-09-28,17.75,,,,,
1992-09-29,17.81,,,,,
1992-09-30,17.81,,,,,
1992-10-01,17.81,,,,,
1992-10-02,17.81,,,,,
1992-10-05,17.81,,,,,
1992-10-06,17.81,,,,,
1992-10-07,17.81,,,,,
1992-10-08,17.88,,,,,
1992-10-09,17.94,,,,,
1992-10-12,17.94,,,,,
1992-10-13,17.94,,,,,
1992-10-14,17.94,,,,,
1992-10-15,17.88,,,,,
1992-10-16,17.94,,,,,
1992-10-19,17.81,,,,,
1992-10-20,17.5,,,,,
1992-10-21,17.38,,,,,
1992-10-22,17.0,,,,,
1992-10-23,17.19,,,,,
1992-10-26,17.25,,,,,
1992-10-27,17.38,,,,,
1992-10-28,17.31,,,,,
1992-10-29,17.19,,,,,
1992-10-30,16.94,,,,,
1992-11-02,16.81,,,,,
1992-11-03,16.75,,,,,
1992-11-04,16.75,,,,,
1992-11-05,16.56,,,,,
1992-11-06,16.5,,,,,
1992-11-09,16.25,,,,,
1992-11-10,16.19,,,,,
1992-11-11,16.19,,,,,
1992-11-12,16.25,,,,,
1992-11-13,16.19,,,,,
1992-11-16,16.19,,,,,
1992-11-17,16.31,,,,,
1992-11-18,16.31,,,,,
1992-11-19,16.31,,,,,
1992-11-20,16.31,,,,,
1992-11-23,16.25,,,,,
1992-11-24,16.13,,,,,
1992-11-25,16.06,,,,,
1992-11-27,16.06,,,,,
1992-11-30,16.0,,,,,
1992-12-01,16.25,,,,,
1992-12-02,16.31,,,,,
1992-12-03,16.44,,,,,
1992-12-04,16.31,,,,,
1992-12-07,16.44,,,,,
1992-12-08,16.31,,,,,
1992-12-09,16.31,,,,,
1992-12-10,16.19,,,,,
1992-12-11,16.31,,,,,
1992-12-14,16.38,,,,,
1992-12-15,16.38,,,,,
1992-12-16,16.31,,,,,
1992-12-17,16.38,,,,,
1992-12-18,16.69,,,,,
1992-12-21,16.69,,,,,
1992-12-22,16.88,,,,,
1992-12-23,16.88,,,,,
1992-12-24,16.94,,,,,
1992-12-28,16.94,,,,,
1992-12-29,17.0,,,,,
1992-12-30,16.94,,,,,
1992-12-31,16.94,,,,,
1993-01-04,17.0,,,,,
1993-01-05,16.94,,,,,
1993-01-06,16.88,,,,,
1993-01-07,16.94,,,,,
1993-01-08,16.88,,,,,
1993-01-11,16.69,,,,,
1993-01-12,16.63,,,,,
1993-01-13,16.63,,,,,
1993-01-14,16.63,,,,,
1993-01-15,16.63,,,,,
1993-01-18,16.63,,,,,
1993-01-19,16.63,,,,,
1993-01-20,16.75,,,,,
1993-01-21,16.69,,,,,
1993-01-22,16.5,,,,,
1993-01-25,16.5,,,,,
1993-01-26,16.5,,,,,
1993-01-27,16.5,,,,,
1993-01-28,16.56,,,,,
1993-01-29,16.69,,,,,
1993-02-01,16.75,,,,,
1993-02-02,16.69,,,,,
1993-02-03,16.88,,,,,
1993-02-04,17.06,,,,,
1993-02-05,16.88,,,,,
1993-02-08,16.69,,,,,
1993-02-09,16.75,,,,,
1993-02-10,16.75,,,,,
1993-02-11,16.88,,,,,
1993-02-12,16.88,,,,,
1993-02-16,16.88,,,,,
1993-02-17,16.94,,,,,
1993-02-18,16.75,,,,,
1993-02-19,16.81,,,,,
1993-02-22,17.25,,,,,
1993-02-23,17.25,,,,,
1993-02-24,17.38,,,,,
1993-02-25,17.44,,,,,
1993-02-26,17.44,,,,,
1993-03-01,17.63,,,,,
1993-03-02,17.63,,,,,
1993-03-03,17.88,,,,,
1993-03-04,17.75,,,,,
1993-03-05,17.63,,,,,
1993-03-08,17.81,,,,,
1993-03-09,17.69,,,,,
1993-03-10,17.69,,,,,
1993-03-11,17.81,,,,,
1993-03-12,17.5,,,,,
1993-03-15,17.31,,,,,
1993-03-16,17.38,,,,,
1993-03-17,17.56,,,,,
1993-03-18,17.94,,,,,
1993-03-19,17.88,,,,,
1993-03-22,17.75,,,,,
1993-03-23,17.69,,,,,
1993-03-24,17.75,,,,,
1993-03-25,17.75,,,,,
1993-03-26,17.75,,,,,
1993-03-29,17.88,,,,,
1993-03-30,17.94,,,,,
1993-03-31,18.25,,,,,
1993-04-01,18.25,,,,,
1993-04-02,18.06,,,,,
1993-04-05,18.13,,,,,
1993-04-06,18.0,,,,,
1993-04-07,18.0,,,,,
1993-04-08,18.19,,,,,
1993-04-12,18.25,,,,,
1993-04-13,18.31,,,,,
1993-04-14,18.31,,,,,
1993-04-15,18.25,,,,,
1993-04-16,18.19,,,,,
1993-04-19,17.69,,,,,
1993-04-20,17.75,,,,,
1993-04-21,17.81,,,,,
1993-04-22,17.81,,,,,
1993-04-23,17.81,,,,,
1993-04-26,17.63,,,,,
1993-04-27,17.63,,,,,
1993-04-28,17.69,,,,,
1993-04-29,17.63,,,,,
1993-04-30,17.5,,,,,
1993-05-03,17.69,,,,,
1993-05-04,17.63,,,,,
1993-05-05,17.56,,,,,
1993-05-06,17.63,,,,,
1993-05-07,17.63,,,,,
1993-05-10,17.63,,,,,
1993-05-11,17.56,,,,,
1993-05-12,17.56,,,,,
1993-05-13,17.44,,,,,
1993-05-14,17.25,,,,,
1993-05-17,17.19,,,,,
1993-05-18,16.94,,,,,
1993-05-19,16.94,,,,,
1993-05-20,17.06,,,,,
1993-05-21,16.63,,,,,
1993-05-24,16.88,,,,,
1993-05-25,17.25,,,,,
1993-05-26,17.25,,,,,
1993-05-27,17.31,,,,,
1993-05-28,17.13,,,,,
1993-06-01,17.38,,,,,
1993-06-02,17.19,,,,,
1993-06-03,17.13,,,,,
1993-06-04,17.25,,,,,
1993-06-07,17.06,,,,,
