date,close price,BAC_SHE,BAC_TA,BAC_TL,market cap,PB Ratio
1989-07-31,13.38,,,,,
1989-08-01,13.56,,,,,
1989-08-02,13.63,,,,,
1989-08-03,13.53,,,,,
1989-08-04,13.59,,,,,
1989-08-07,13.72,,,,,
1989-08-08,13.59,,,,,
1989-08-09,13.53,,,,,
1989-08-10,13.53,,,,,
1989-08-11,13.47,,,,,
1989-08-14,13.19,,,,,
1989-08-15,13.0,,,,,
1989-08-16,13.25,,,,,
1989-08-17,13.41,,,,,
1989-08-18,13.41,,,,,
1989-08-21,13.19,,,,,
1989-08-22,12.94,,,,,
1989-08-23,12.94,,,,,
1989-08-24,13.22,,,,,
1989-08-25,13.25,,,,,
1989-08-28,13.09,,,,,
1989-08-29,13.25,,,,,
1989-08-30,13.13,,,,,
1989-08-31,13.03,,,,,
1989-09-01,13.09,,,,,
1989-09-05,13.09,,,,,
1989-09-06,13.03,,,,,
1989-09-07,12.75,,,,,
1989-09-08,12.94,,,,,
1989-09-11,12.81,,,,,
1989-09-12,12.81,,,,,
1989-09-13,12.44,,,,,
1989-09-14,12.63,,,,,
1989-09-15,12.75,,,,,
1989-09-18,12.84,,,,,
1989-09-19,12.69,,,,,
1989-09-20,12.84,,,,,
1989-09-21,12.97,,,,,
1989-09-22,13.03,,,,,
1989-09-25,12.94,,,,,
1989-09-26,12.63,,,,,
1989-09-27,12.91,,,,,
1989-09-28,13.13,,,,,
1989-09-29,13.13,,,,,
1989-10-02,13.06,,,,,
1989-10-03,13.09,,,,,
1989-10-04,13.06,,,,,
1989-10-05,12.81,,,,,
1989-10-06,12.84,,,,,
1989-10-09,12.81,,,,,
1989-10-10,12.78,,,,,
1989-10-11,12.75,,,,,
1989-10-12,12.63,,,,,
1989-10-13,11.88,,,,,
1989-10-16,12.75,,,,,
1989-10-17,12.47,,,,,
1989-10-18,12.41,,,,,
1989-10-19,12.63,,,,,
1989-10-20,12.66,,,,,
1989-10-23,12.75,,,,,
1989-10-24,12.44,,,,,
1989-10-25,12.38,,,,,
1989-10-26,12.13,,,,,
1989-10-27,11.56,,,,,
1989-10-30,11.72,,,,,
1989-10-31,11.81,,,,,
1989-11-01,11.66,,,,,
1989-11-02,11.5,,,,,
1989-11-03,11.47,,,,,
1989-11-06,11.16,,,,,
1989-11-07,11.38,,,,,
1989-11-08,11.78,,,,,
1989-11-09,11.84,,,,,
1989-11-10,12.19,,,,,
1989-11-13,12.5,,,,,
1989-11-14,12.31,,,,,
1989-11-15,12.28,,,,,
1989-11-16,12.22,,,,,
1989-11-17,12.16,,,,,
1989-11-20,11.88,,,,,
1989-11-21,11.78,,,,,
1989-11-22,11.72,,,,,
1989-11-24,11.75,,,,,
1989-11-27,11.91,,,,,
1989-11-28,12.0,,,,,
1989-11-29,11.94,,,,,
1989-11-30,11.72,,,,,
1989-12-01,11.59,,,,,
1989-12-04,11.44,,,,,
1989-12-05,11.22,,,,,
1989-12-06,10.59,,,,,
1989-12-07,10.91,,,,,
1989-12-08,10.97,,,,,
1989-12-11,10.75,,,,,
1989-12-12,11.0,,,,,
1989-12-13,11.0,,,,,
1989-12-14,11.0,,,,,
1989-12-15,11.03,,,,,
1989-12-18,10.72,,,,,
1989-12-19,10.41,,,,,
1989-12-20,10.75,,,,,
1989-12-21,10.88,,,,,
1989-12-22,11.09,,,,,
1989-12-26,11.38,,,,,
1989-12-27,11.53,,,,,
1989-12-28,11.63,,,,,
1989-12-29,11.56,,,,,
1990-01-02,11.66,,,,,
1990-01-03,11.75,,,,,
1990-01-04,11.5,,,,,
1990-01-05,11.25,,,,,
1990-01-08,11.31,,,,,
1990-01-09,11.31,,,,,
1990-01-10,11.09,,,,,
1990-01-11,11.0,,,,,
1990-01-12,10.69,,,,,
1990-01-15,10.38,,,,,
1990-01-16,10.75,,,,,
1990-01-17,10.81,,,,,
1990-01-18,10.66,,,,,
1990-01-19,11.06,,,,,
1990-01-22,10.88,,,,,
1990-01-23,11.09,,,,,
1990-01-24,10.97,,,,,
1990-01-25,10.94,,,,,
1990-01-26,10.75,,,,,
1990-01-29,10.63,,,,,
1990-01-30,10.22,,,,,
1990-01-31,10.5,,,,,
1990-02-01,10.34,,,,,
1990-02-02,10.72,,,,,
1990-02-05,10.5,,,,,
1990-02-06,10.38,,,,,
1990-02-07,10.56,,,,,
1990-02-08,10.44,,,,,
1990-02-09,10.53,,,,,
1990-02-12,10.53,,,,,
1990-02-13,10.5,,,,,
1990-02-14,10.66,,,,,
1990-02-15,10.94,,,,,
1990-02-16,11.19,,,,,
1990-02-20,11.03,,,,,
1990-02-21,10.97,,,,,
1990-02-22,11.09,,,,,
1990-02-23,11.0,,,,,
1990-02-26,11.0,,,,,
1990-02-27,11.22,,,,,
1990-02-28,11.13,,,,,
1990-03-01,11.16,,,,,
1990-03-02,11.5,,,,,
1990-03-05,11.47,,,,,
1990-03-06,11.38,,,,,
1990-03-07,11.34,,,,,
1990-03-08,10.91,,,,,
1990-03-09,10.38,,,,,
1990-03-12,10.34,,,,,
1990-03-13,10.16,,,,,
1990-03-14,10.06,,,,,
1990-03-15,10.13,,,,,
1990-03-16,10.13,,,,,
1990-03-19,10.06,,,,,
1990-03-20,9.97,,,,,
1990-03-21,9.94,,,,,
1990-03-22,9.63,,,,,
1990-03-23,9.69,,,,,
1990-03-26,9.91,,,,,
1990-03-27,9.94,,,,,
1990-03-28,9.88,,,,,
1990-03-29,9.78,,,,,
1990-03-30,9.69,,,,,
1990-04-02,9.56,,,,,
1990-04-03,9.63,,,,,
1990-04-04,9.44,,,,,
1990-04-05,9.03,,,,,
1990-04-06,8.84,,,,,
1990-04-09,9.03,,,,,
1990-04-10,9.41,,,,,
1990-04-11,9.44,,,,,
1990-04-12,9.41,,,,,
1990-04-16,9.25,,,,,
1990-04-17,9.34,,,,,
1990-04-18,9.34,,,,,
1990-04-19,9.31,,,,,
1990-04-20,9.28,,,,,
1990-04-23,9.25,,,,,
1990-04-24,9.25,,,,,
1990-04-25,9.13,,,,,
1990-04-26,9.22,,,,,
1990-04-27,9.31,,,,,
1990-04-30,9.5,,,,,
1990-05-01,9.72,,,,,
1990-05-02,9.81,,,,,
1990-05-03,10.0,,,,,
1990-05-04,9.88,,,,,
1990-05-07,9.94,,,,,
1990-05-08,9.75,,,,,
1990-05-09,9.69,,,,,
1990-05-10,9.66,,,,,
1990-05-11,9.84,,,,,
1990-05-14,9.88,,,,,
1990-05-15,9.91,,,,,
1990-05-16,9.84,,,,,
1990-05-17,9.88,,,,,
1990-05-18,9.81,,,,,
1990-05-21,9.84,,,,,
1990-05-22,9.66,,,,,
1990-05-23,9.69,,,,,
1990-05-24,9.47,,,,,
1990-05-25,9.25,,,,,
1990-05-29,9.31,,,,,
1990-05-30,9.44,,,,,
1990-05-31,9.69,,,,,
1990-06-01,9.97,,,,,
1990-06-04,10.5,,,,,
1990-06-05,10.88,,,,,
1990-06-06,10.81,,,,,
1990-06-07,10.25,,,,,
1990-06-08,10.34,,,,,
1990-06-11,10.34,,,,,
1990-06-12,10.38,,,,,
1990-06-13,10.09,,,,,
1990-06-14,9.44,,,,,
1990-06-15,9.81,,,,,
1990-06-18,9.59,,,,,
1990-06-19,9.56,,,,,
1990-06-20,9.41,,,,,
1990-06-21,9.59,,,,,
1990-06-22,9.44,,,,,
1990-06-25,9.44,,,,,
1990-06-26,9.13,,,,,
1990-06-27,9.25,,,,,
1990-06-28,9.34,,,,,
1990-06-29,9.38,,,,,
1990-07-02,9.28,,,,,
1990-07-03,9.13,,,,,
1990-07-05,8.91,,,,,
1990-07-06,9.25,,,,,
1990-07-09,9.0,,,,,
1990-07-10,8.72,,,,,
1990-07-11,8.66,,,,,
1990-07-12,8.59,,,,,
1990-07-13,8.69,,,,,
1990-07-16,9.13,,,,,
1990-07-17,9.47,,,,,
1990-07-18,9.38,,,,,
1990-07-19,9.28,,,,,
1990-07-20,9.19,,,,,
1990-07-23,9.06,,,,,
1990-07-24,9.0,,,,,
1990-07-25,9.06,,,,,
1990-07-26,9.03,,,,,
1990-07-27,9.03,,,,,
1990-07-30,8.94,,,,,
1990-07-31,8.97,,,,,
1990-08-01,8.72,,,,,
1990-08-02,8.66,,,,,
1990-08-03,8.47,,,,,
1990-08-06,8.13,,,,,
1990-08-07,8.5,,,,,
1990-08-08,8.47,,,,,
1990-08-09,8.53,,,,,
1990-08-10,8.47,,,,,
1990-08-13,8.59,,,,,
1990-08-14,8.53,,,,,
1990-08-15,8.63,,,,,
1990-08-16,8.5,,,,,
1990-08-17,8.47,,,,,
1990-08-20,8.63,,,,,
1990-08-21,8.44,,,,,
1990-08-22,7.97,,,,,
1990-08-23,7.78,,,,,
1990-08-24,7.88,,,,,
1990-08-27,8.22,,,,,
1990-08-28,8.22,,,,,
1990-08-29,8.31,,,,,
1990-08-30,8.22,,,,,
1990-08-31,8.16,,,,,
1990-09-04,8.13,,,,,
1990-09-05,8.22,,,,,
1990-09-06,8.22,,,,,
1990-09-07,8.22,,,,,
1990-09-10,8.16,,,,,
1990-09-11,8.09,,,,,
1990-09-12,7.97,,,,,
1990-09-13,7.63,,,,,
1990-09-14,7.41,,,,,
1990-09-17,7.31,,,,,
1990-09-18,7.0,,,,,
1990-09-19,6.81,,,,,
1990-09-20,6.5,,,,,
1990-09-21,6.59,,,,,
1990-09-24,6.34,,,,,
1990-09-25,6.34,,,,,
1990-09-26,5.81,,,,,
1990-09-27,5.03,,,,,
1990-09-28,5.34,,,,,
1990-10-01,5.44,,,,,
1990-10-02,5.47,,,,,
1990-10-03,5.25,,,,,
1990-10-04,5.22,,,,,
1990-10-05,5.19,,,,,
1990-10-08,5.19,,,,,
1990-10-09,5.03,,,,,
1990-10-10,4.88,,,,,
1990-10-11,4.69,,,,,
1990-10-12,4.81,,,,,
1990-10-15,5.31,,,,,
1990-10-16,5.28,,,,,
1990-10-17,5.09,,,,,
1990-10-18,4.88,,,,,
1990-10-19,4.78,,,,,
1990-10-22,4.88,,,,,
1990-10-23,4.72,,,,,
1990-10-24,4.78,,,,,
1990-10-25,4.72,,,,,
1990-10-26,4.47,,,,,
1990-10-29,4.31,,,,,
1990-10-30,4.25,,,,,
1990-10-31,4.31,,,,,
1990-11-01,4.63,,,,,
1990-11-02,4.97,,,,,
1990-11-05,5.09,,,,,
1990-11-06,5.03,,,,,
1990-11-07,5.13,,,,,
1990-11-08,5.34,,,,,
1990-11-09,5.44,,,,,
1990-11-12,5.81,,,,,
1990-11-13,5.97,,,,,
1990-11-14,6.09,,,,,
1990-11-15,5.81,,,,,
1990-11-16,6.13,,,,,
1990-11-19,6.25,,,,,
1990-11-20,6.25,,,,,
1990-11-21,6.0,,,,,
1990-11-23,5.78,,,,,
1990-11-26,6.0,,,,,
1990-11-27,6.44,,,,,
1990-11-28,6.25,,,,,
1990-11-29,5.97,,,,,
1990-11-30,6.0,,,,,
1990-12-03,5.97,,,,,
1990-12-04,6.25,,,,,
1990-12-05,6.63,,,,,
1990-12-06,6.34,,,,,
1990-12-07,6.09,,,,,
1990-12-10,6.19,,,,,
1990-12-11,6.03,,,,,
1990-12-12,5.94,,,,,
1990-12-13,5.88,,,,,
1990-12-14,5.81,,,,,
1990-12-17,5.69,,,,,
1990-12-18,6.0,,,,,
1990-12-19,6.22,,,,,
1990-12-20,6.41,,,,,
1990-12-21,6.34,,,,,
1990-12-24,6.25,,,,,
1990-12-26,6.25,,,,,
1990-12-27,5.97,,,,,
1990-12-28,5.81,,,,,
1990-12-31,5.72,,,,,
1991-01-02,5.81,,,,,
1991-01-03,5.75,,,,,
1991-01-04,5.91,,,,,
1991-01-07,5.81,,,,,
1991-01-08,5.63,,,,,
1991-01-09,5.5,,,,,
1991-01-10,5.44,,,,,
1991-01-11,5.5,,,,,
1991-01-14,5.5,,,,,
1991-01-15,5.56,,,,,
1991-01-16,5.59,,,,,
1991-01-17,5.88,,,,,
1991-01-18,6.09,,,,,
1991-01-21,6.38,,,,,
1991-01-22,6.53,,,,,
1991-01-23,6.5,,,,,
1991-01-24,6.91,,,,,
1991-01-25,7.03,,,,,
1991-01-28,7.25,,,,,
1991-01-29,7.03,,,,,
1991-01-30,7.16,,,,,
1991-01-31,7.03,,,,,
1991-02-01,7.06,,,,,
1991-02-04,7.66,,,,,
1991-02-05,7.94,,,,,
1991-02-06,7.97,,,,,
1991-02-07,7.69,,,,,
1991-02-08,7.69,,,,,
1991-02-11,8.13,,,,,
1991-02-12,8.16,,,,,
1991-02-13,8.22,,,,,
1991-02-14,7.88,,,,,
1991-02-15,8.09,,,,,
1991-02-19,7.94,,,,,
1991-02-20,7.59,,,,,
1991-02-21,7.34,,,,,
1991-02-22,7.5,,,,,
1991-02-25,7.59,,,,,
1991-02-26,7.34,,,,,
1991-02-27,7.38,,,,,
1991-02-28,7.31,,,,,
1991-03-01,7.59,,,,,
1991-03-04,7.56,,,,,
1991-03-05,7.84,,,,,
1991-03-06,7.84,,,,,
1991-03-07,7.56,,,,,
1991-03-08,7.5,,,,,
1991-03-11,7.53,,,,,
1991-03-12,7.53,,,,,
1991-03-13,7.69,,,,,
1991-03-14,7.88,,,,,
1991-03-15,7.84,,,,,
1991-03-18,7.75,,,,,
1991-03-19,7.53,,,,,
1991-03-20,7.44,,,,,
1991-03-21,7.44,,,,,
1991-03-22,7.38,,,,,
1991-03-25,7.84,,,,,
1991-03-26,8.44,,,,,
1991-03-27,8.69,,,,,
1991-03-28,8.66,,,,,
1991-04-01,8.66,,,,,
1991-04-02,8.81,,,,,
1991-04-03,9.03,,,,,
1991-04-04,9.19,,,,,
1991-04-05,9.19,,,,,
1991-04-08,8.94,,,,,
1991-04-09,8.78,,,,,
1991-04-10,8.66,,,,,
1991-04-11,8.97,,,,,
1991-04-12,9.19,,,,,
1991-04-15,9.19,,,,,
1991-04-16,9.31,,,,,
1991-04-17,9.75,,,,,
1991-04-18,10.03,,,,,
1991-04-19,9.84,,,,,
1991-04-22,9.25,,,,,
1991-04-23,9.22,,,,,
1991-04-24,9.34,,,,,
1991-04-25,9.31,,,,,
1991-04-26,9.25,,,,,
1991-04-29,9.25,,,,,
1991-04-30,9.22,,,,,
1991-05-01,9.28,,,,,
1991-05-02,9.31,,,,,
1991-05-03,9.25,,,,,
1991-05-06,9.19,,,,,
1991-05-07,9.25,,,,,
1991-05-08,9.31,,,,,
1991-05-09,9.25,,,,,
1991-05-10,9.28,,,,,
1991-05-13,9.31,,,,,
1991-05-14,9.25,,,,,
1991-05-15,9.19,,,,,
1991-05-16,9.25,,,,,
1991-05-17,8.97,,,,,
1991-05-20,9.09,,,,,
1991-05-21,9.28,,,,,
1991-05-22,9.34,,,,,
1991-05-23,9.38,,,,,
1991-05-24,9.5,,,,,
1991-05-28,10.0,,,,,
1991-05-29,10.31,,,,,
1991-05-30,10.34,,,,,
1991-05-31,10.53,,,,,
1991-06-03,10.66,,,,,
1991-06-04,10.63,,,,,
1991-06-05,10.44,,,,,
1991-06-06,10.53,,,,,
1991-06-07,10.5,,,,,
1991-06-10,10.34,,,,,
1991-06-11,10.38,,,,,
1991-06-12,10.0,,,,,
1991-06-13,9.97,,,,,
1991-06-14,10.16,,,,,
1991-06-17,10.13,,,,,
1991-06-18,10.28,,,,,
1991-06-19,10.16,,,,,
1991-06-20,9.97,,,,,
1991-06-21,10.03,,,,,
1991-06-24,9.97,,,,,
1991-06-25,9.53,,,,,
1991-06-26,9.56,,,,,
1991-06-27,9.25,,,,,
1991-06-28,8.94,,,,,
1991-07-01,9.25,,,,,
1991-07-02,9.34,,,,,
1991-07-03,9.22,,,,,
1991-07-05,9.25,,,,,
1991-07-08,9.16,,,,,
1991-07-09,9.31,,,,,
1991-07-10,9.38,,,,,
1991-07-11,9.25,,,,,
1991-07-12,9.25,,,,,
1991-07-15,9.44,,,,,
1991-07-16,9.63,,,,,
1991-07-17,9.47,,,,,
1991-07-18,9.5,,,,,
1991-07-19,9.25,,,,,
1991-07-22,8.75,,,,,
1991-07-23,8.69,,,,,
1991-07-24,8.63,,,,,
1991-07-25,8.63,,,,,
1991-07-26,8.59,,,,,
1991-07-29,8.56,,,,,
1991-07-30,8.63,,,,,
1991-07-31,8.69,,,,,
1991-08-01,8.72,,,,,
1991-08-02,8.69,,,,,
1991-08-05,8.66,,,,,
1991-08-06,8.75,,,,,
1991-08-07,8.72,,,,,
1991-08-08,8.91,,,,,
1991-08-09,9.0,,,,,
1991-08-12,9.19,,,,,
1991-08-13,9.66,,,,,
1991-08-14,9.72,,,,,
1991-08-15,9.5,,,,,
1991-08-16,9.34,,,,,
1991-08-19,9.28,,,,,
1991-08-20,9.31,,,,,
1991-08-21,9.53,,,,,
1991-08-22,9.53,,,,,
1991-08-23,9.47,,,,,
1991-08-26,9.5,,,,,
1991-08-27,9.59,,,,,
1991-08-28,9.91,,,,,
1991-08-29,9.88,,,,,
1991-08-30,9.66,,,,,
1991-09-03,9.53,,,,,
1991-09-04,9.56,,,,,
1991-09-05,9.47,,,,,
1991-09-06,9.47,,,,,
1991-09-09,9.47,,,,,
1991-09-10,9.28,,,,,
1991-09-11,9.28,,,,,
1991-09-12,9.38,,,,,
1991-09-13,9.06,,,,,
1991-09-16,9.19,,,,,
1991-09-17,9.34,,,,,
1991-09-18,9.31,,,,,
1991-09-19,9.34,,,,,
1991-09-20,9.41,,,,,
1991-09-23,9.19,,,,,
1991-09-24,9.13,,,,,
1991-09-25,9.09,,,,,
1991-09-26,9.0,,,,,
1991-09-27,8.91,,,,,
1991-09-30,8.91,,,,,
1991-10-01,9.03,,,,,
1991-10-02,8.88,,,,,
1991-10-03,8.75,,,,,
1991-10-04,8.72,,,,,
1991-10-07,8.69,,,,,
1991-10-08,8.63,,,,,
1991-10-09,8.38,,,,,
1991-10-10,8.34,,,,,
1991-10-11,8.59,,,,,
1991-10-14,9.03,,,,,
1991-10-15,9.44,,,,,
1991-10-16,9.56,,,,,
1991-10-17,9.53,,,,,
1991-10-18,9.56,,,,,
1991-10-21,9.5,,,,,
1991-10-22,9.31,,,,,
1991-10-23,9.38,,,,,
1991-10-24,9.25,,,,,
1991-10-25,9.19,,,,,
1991-10-28,9.34,,,,,
1991-10-29,9.31,,,,,
1991-10-30,9.34,,,,,
1991-10-31,9.34,,,,,
1991-11-01,9.31,,,,,
1991-11-04,9.41,,,,,
1991-11-05,9.41,,,,,
1991-11-06,9.5,,,,,
1991-11-07,9.69,,,,,
1991-11-08,9.75,,,,,
1991-11-11,9.72,,,,,
1991-11-12,9.75,,,,,
1991-11-13,9.75,,,,,
1991-11-14,9.75,,,,,
1991-11-15,9.53,,,,,
1991-11-18,9.31,,,,,
1991-11-19,8.94,,,,,
1991-11-20,8.84,,,,,
1991-11-21,8.78,,,,,
1991-11-22,8.69,,,,,
1991-11-25,8.66,,,,,
1991-11-26,8.63,,,,,
1991-11-27,8.66,,,,,
1991-11-29,8.59,,,,,
1991-12-02,8.75,,,,,
1991-12-03,9.06,,,,,
1991-12-04,9.06,,,,,
1991-12-05,8.81,,,,,
1991-12-06,8.69,,,,,
1991-12-09,8.94,,,,,
1991-12-10,8.94,,,,,
1991-12-11,8.97,,,,,
1991-12-12,9.09,,,,,
1991-12-13,9.25,,,,,
1991-12-16,9.16,,,,,
1991-12-17,9.0,,,,,
1991-12-18,9.13,,,,,
1991-12-19,9.19,,,,,
1991-12-20,9.44,,,,,
1991-12-23,9.75,,,,,
1991-12-24,9.84,,,,,
1991-12-26,10.25,,,,,
1991-12-27,10.22,,,,,
1991-12-30,10.13,,,,,
1991-12-31,10.16,,,,,
1992-01-02,10.09,,,,,
1992-01-03,10.34,,,,,
1992-01-06,10.88,,,,,
1992-01-07,10.78,,,,,
1992-01-08,11.16,,,,,
1992-01-09,10.72,,,,,
1992-01-10,10.5,,,,,
1992-01-13,10.31,,,,,
1992-01-14,11.0,,,,,
1992-01-15,11.38,,,,,
1992-01-16,11.5,,,,,
1992-01-17,11.22,,,,,
1992-01-20,10.75,,,,,
1992-01-21,10.69,,,,,
1992-01-22,10.88,,,,,
1992-01-23,10.94,,,,,
1992-01-24,11.0,,,,,
1992-01-27,11.03,,,,,
1992-01-28,11.0,,,,,
1992-01-29,11.0,,,,,
1992-01-30,11.06,,,,,
1992-01-31,10.97,,,,,
1992-02-03,10.88,,,,,
1992-02-04,10.94,,,,,
1992-02-05,11.0,,,,,
1992-02-06,11.34,,,,,
1992-02-07,11.34,,,,,
1992-02-10,11.28,,,,,
1992-02-11,11.19,,,,,
1992-02-12,11.38,,,,,
1992-02-13,11.41,,,,,
1992-02-14,11.34,,,,,
1992-02-18,11.16,,,,,
1992-02-19,11.0,,,,,
1992-02-20,11.25,,,,,
1992-02-21,11.38,,,,,
1992-02-24,11.44,,,,,
1992-02-25,11.5,,,,,
1992-02-26,11.63,,,,,
1992-02-27,11.72,,,,,
1992-02-28,11.88,,,,,
1992-03-02,11.94,,,,,
1992-03-03,11.97,,,,,
1992-03-04,11.75,,,,,
1992-03-05,11.53,,,,,
1992-03-06,11.16,,,,,
1992-03-09,11.25,,,,,
1992-03-10,11.38,,,,,
1992-03-11,11.19,,,,,
1992-03-12,11.28,,,,,
1992-03-13,11.25,,,,,
1992-03-16,11.0,,,,,
1992-03-17,11.31,,,,,
1992-03-18,11.25,,,,,
1992-03-19,11.53,,,,,
1992-03-20,11.84,,,,,
1992-03-23,11.47,,,,,
1992-03-24,11.59,,,,,
1992-03-25,11.69,,,,,
1992-03-26,11.69,,,,,
1992-03-27,11.38,,,,,
1992-03-30,11.41,,,,,
1992-03-31,11.38,,,,,
1992-04-01,11.25,,,,,
1992-04-02,11.06,,,,,
1992-04-03,11.03,,,,,
1992-04-06,11.28,,,,,
1992-04-07,11.25,,,,,
1992-04-08,11.09,,,,,
1992-04-09,11.28,,,,,
1992-04-10,11.25,,,,,
1992-04-13,11.22,,,,,
1992-04-14,11.59,,,,,
1992-04-15,11.66,,,,,
1992-04-16,11.63,,,,,
1992-04-20,11.81,,,,,
1992-04-21,12.16,,,,,
1992-04-22,12.34,,,,,
1992-04-23,12.31,,,,,
1992-04-24,12.03,,,,,
1992-04-27,11.91,,,,,
1992-04-28,11.78,,,,,
1992-04-29,11.91,,,,,
1992-04-30,11.94,,,,,
1992-05-01,11.94,,,,,
1992-05-04,12.09,,,,,
1992-05-05,12.13,,,,,
1992-05-06,12.22,,,,,
1992-05-07,12.19,,,,,
1992-05-08,12.19,,,,,
1992-05-11,12.31,,,,,
1992-05-12,12.25,,,,,
1992-05-13,12.41,,,,,
1992-05-14,12.34,,,,,
1992-05-15,12.13,,,,,
1992-05-18,12.16,,,,,
1992-05-19,12.16,,,,,
1992-05-20,12.16,,,,,
1992-05-21,12.09,,,,,
1992-05-22,12.0,,,,,
1992-05-26,11.75,,,,,
1992-05-27,11.66,,,,,
1992-05-28,11.69,,,,,
1992-05-29,11.63,,,,,
1992-06-01,11.53,,,,,
1992-06-02,11.53,,,,,
1992-06-03,11.59,,,,,
1992-06-04,11.5,,,,,
1992-06-05,11.25,,,,,
1992-06-08,11.41,,,,,
1992-06-09,11.38,,,,,
1992-06-10,11.5,,,,,
1992-06-11,11.44,,,,,
1992-06-12,11.59,,,,,
1992-06-15,11.63,,,,,
1992-06-16,11.63,,,,,
1992-06-17,11.41,,,,,
1992-06-18,11.22,,,,,
1992-06-19,11.19,,,,,
1992-06-22,11.19,,,,,
1992-06-23,11.25,,,,,
1992-06-24,11.25,,,,,
1992-06-25,11.09,,,,,
1992-06-26,11.41,,,,,
1992-06-29,11.81,,,,,
1992-06-30,11.91,,,,,
1992-07-01,12.09,,,,,
1992-07-02,12.34,,,,,
1992-07-06,12.09,,,,,
1992-07-07,12.0,,,,,
1992-07-08,11.97,,,,,
1992-07-09,12.31,,,,,
1992-07-10,12.47,,,,,
1992-07-13,12.09,,,,,
1992-07-14,12.16,,,,,
1992-07-15,11.78,,,,,
1992-07-16,11.47,,,,,
1992-07-17,11.47,,,,,
1992-07-20,11.78,,,,,
1992-07-21,11.69,,,,,
1992-07-22,11.5,,,,,
1992-07-23,11.34,,,,,
1992-07-24,11.31,,,,,
1992-07-27,11.0,,,,,
1992-07-28,11.5,,,,,
1992-07-29,11.59,,,,,
1992-07-30,11.56,,,,,
1992-07-31,11.5,,,,,
1992-08-03,11.47,,,,,
1992-08-04,11.63,,,,,
1992-08-05,11.66,,,,,
1992-08-06,11.59,,,,,
1992-08-07,11.44,,,,,
1992-08-10,11.31,,,,,
1992-08-11,11.38,,,,,
1992-08-12,11.5,,,,,
1992-08-13,11.69,,,,,
1992-08-14,11.75,,,,,
1992-08-17,11.75,,,,,
1992-08-18,11.75,,,,,
1992-08-19,11.47,,,,,
1992-08-20,11.25,,,,,
1992-08-21,11.22,,,,,
1992-08-24,10.75,,,,,
1992-08-25,10.88,,,,,
1992-08-26,10.84,,,,,
1992-08-27,11.19,,,,,
1992-08-28,11.06,,,,,
1992-08-31,10.72,,,,,
1992-09-01,10.88,,,,,
1992-09-02,11.19,,,,,
1992-09-03,11.03,,,,,
1992-09-04,11.03,,,,,
1992-09-08,10.75,,,,,
1992-09-09,10.75,,,,,
1992-09-10,10.94,,,,,
1992-09-11,10.97,,,,,
1992-09-14,11.19,,,,,
1992-09-15,11.0,,,,,
1992-09-16,11.13,,,,,
1992-09-17,11.13,,,,,
1992-09-18,11.13,,,,,
1992-09-21,11.0,,,,,
1992-09-22,10.84,,,,,
1992-09-23,10.88,,,,,
1992-09-24,10.72,,,,,
1992-09-25,10.69,,,,,
1992-09-28,10.91,,,,,
1992-09-29,10.94,,,,,
1992-09-30,11.09,,,,,
1992-10-01,11.13,,,,,
1992-10-02,10.94,,,,,
1992-10-05,10.78,,,,,
1992-10-06,10.75,,,,,
1992-10-07,10.59,,,,,
1992-10-08,10.56,,,,,
1992-10-09,10.41,,,,,
1992-10-12,10.53,,,,,
1992-10-13,10.56,,,,,
1992-10-14,10.66,,,,,
1992-10-15,10.81,,,,,
1992-10-16,11.0,,,,,
1992-10-19,11.25,,,,,
1992-10-20,11.34,,,,,
1992-10-21,11.38,,,,,
1992-10-22,11.38,,,,,
1992-10-23,11.44,,,,,
1992-10-26,11.63,,,,,
1992-10-27,11.72,,,,,
1992-10-28,11.72,,,,,
1992-10-29,11.69,,,,,
1992-10-30,11.56,,,,,
1992-11-02,11.78,,,,,
1992-11-03,11.72,,,,,
1992-11-04,11.63,,,,,
1992-11-05,11.72,,,,,
1992-11-06,11.94,,,,,
1992-11-09,12.22,,,,,
1992-11-10,12.19,,,,,
1992-11-11,12.41,,,,,
1992-11-12,12.31,,,,,
1992-11-13,12.34,,,,,
1992-11-16,12.25,,,,,
1992-11-17,12.22,,,,,
1992-11-18,12.5,,,,,
1992-11-19,12.56,,,,,
1992-11-20,12.72,,,,,
1992-11-23,12.66,,,,,
1992-11-24,12.5,,,,,
1992-11-25,12.59,,,,,
1992-11-27,12.63,,,,,
1992-11-30,12.59,,,,,
1992-12-01,12.66,,,,,
1992-12-02,12.63,,,,,
1992-12-03,12.63,,,,,
1992-12-04,12.69,,,,,
1992-12-07,12.66,,,,,
1992-12-08,12.59,,,,,
1992-12-09,12.56,,,,,
1992-12-10,12.5,,,,,
1992-12-11,12.44,,,,,
1992-12-14,12.5,,,,,
1992-12-15,12.56,,,,,
1992-12-16,12.53,,,,,
1992-12-17,12.84,,,,,
1992-12-18,13.22,,,,,
1992-12-21,13.0,,,,,
1992-12-22,13.16,,,,,
1992-12-23,12.78,,,,,
1992-12-24,12.88,,,,,
1992-12-28,13.0,,,,,
1992-12-29,13.13,,,,,
1992-12-30,12.97,,,,,
1992-12-31,12.84,,,,,
1993-01-04,12.78,,,,,
1993-01-05,12.59,,,,,
1993-01-06,12.56,,,,,
1993-01-07,12.47,,,,,
1993-01-08,12.47,,,,,
