date,close price,CTL_SHE,CTL_TA,CTL_TL,market cap,PB Ratio
1998-11-27,38.5,,,,,
1998-11-30,38.0,,,,,
1998-12-01,37.38,,,,,
1998-12-02,38.04,,,,,
1998-12-03,38.42,,,,,
1998-12-04,39.25,,,,,
1998-12-07,41.25,,,,,
1998-12-08,40.33,,,,,
1998-12-09,40.79,,,,,
1998-12-10,41.17,,,,,
1998-12-11,40.79,,,,,
1998-12-14,40.46,,,,,
1998-12-15,40.83,,,,,
1998-12-16,41.67,,,,,
1998-12-17,41.5,,,,,
1998-12-18,41.42,,,,,
1998-12-21,42.04,,,,,
1998-12-22,41.92,,,,,
1998-12-23,42.79,,,,,
1998-12-24,42.75,,,,,
1998-12-28,42.79,,,,,
1998-12-29,43.75,,,,,
1998-12-30,44.29,,,,,
1998-12-31,45.0,,,,,
1999-01-04,44.88,,,,,
1999-01-05,44.58,,,,,
1999-01-06,45.67,,,,,
1999-01-07,45.08,,,,,
1999-01-08,45.67,,,,,
1999-01-11,44.38,,,,,
1999-01-12,44.46,,,,,
1999-01-13,44.25,,,,,
1999-01-14,42.88,,,,,
1999-01-15,42.83,,,,,
1999-01-19,44.25,,,,,
1999-01-20,44.04,,,,,
1999-01-21,42.96,,,,,
1999-01-22,43.38,,,,,
1999-01-25,43.04,,,,,
1999-01-26,43.92,,,,,
1999-01-27,43.67,,,,,
1999-01-28,45.0,,,,,
1999-01-29,45.33,,,,,
1999-02-01,45.58,,,,,
1999-02-02,45.38,,,,,
1999-02-03,46.21,,,,,
1999-02-04,45.54,,,,,
1999-02-05,44.92,,,,,
1999-02-08,45.29,,,,,
1999-02-09,45.5,,,,,
1999-02-10,44.13,,,,,
1999-02-11,44.0,,,,,
1999-02-12,42.88,,,,,
1999-02-16,43.58,,,,,
1999-02-17,42.21,,,,,
1999-02-18,41.04,,,,,
1999-02-19,41.54,,,,,
1999-02-22,41.67,,,,,
1999-02-23,40.79,,,,,
1999-02-24,41.33,,,,,
1999-02-25,42.29,,,,,
1999-02-26,41.17,,,,,
1999-03-01,41.96,,,,,
1999-03-02,42.71,,,,,
1999-03-03,42.63,,,,,
1999-03-04,42.92,,,,,
1999-03-05,43.13,,,,,
1999-03-08,43.0,,,,,
1999-03-09,42.29,,,,,
1999-03-10,44.83,,,,,
1999-03-11,45.29,,,,,
1999-03-12,45.67,,,,,
1999-03-15,45.83,,,,,
1999-03-16,45.13,,,,,
1999-03-17,46.42,,,,,
1999-03-18,48.5,,,,,
1999-03-19,48.88,,,,,
1999-03-22,48.38,,,,,
1999-03-23,48.0,,,,,
1999-03-24,45.54,,,,,
1999-03-25,45.38,,,,,
1999-03-26,46.17,,,,,
1999-03-29,45.75,,,,,
1999-03-30,46.0,,,,,
1999-03-31,46.83,,,,,
1999-04-01,46.0,,,,,
1999-04-05,47.38,,,,,
1999-04-06,47.13,,,,,
1999-04-07,46.19,,,,,
1999-04-08,46.25,,,,,
1999-04-09,47.06,,,,,
1999-04-12,46.75,,,,,
1999-04-13,45.13,,,,,
1999-04-14,45.19,,,,,
1999-04-15,44.94,,,,,
1999-04-16,44.5,,,,,
1999-04-19,44.44,,,,,
1999-04-20,45.5,,,,,
1999-04-21,44.44,,,,,
1999-04-22,44.0,,,,,
1999-04-23,44.63,,,,,
1999-04-26,42.94,,,,,
1999-04-27,43.0,,,,,
1999-04-28,42.94,,,,,
1999-04-29,40.75,,,,,
1999-04-30,40.25,,,,,
1999-05-03,40.5,,,,,
1999-05-04,38.69,,,,,
1999-05-05,38.44,,,,,
1999-05-06,37.88,,,,,
1999-05-07,38.0,,,,,
1999-05-10,36.44,,,,,
1999-05-11,38.88,,,,,
1999-05-12,39.13,,,,,
1999-05-13,38.63,,,,,
1999-05-14,38.56,,,,,
1999-05-17,39.0,,,,,
1999-05-18,38.13,,,,,
1999-05-19,40.25,,,,,
1999-05-20,41.0,,,,,
1999-05-21,41.69,,,,,
1999-05-24,40.06,,,,,
1999-05-25,40.38,,,,,
1999-05-26,40.75,,,,,
1999-05-27,39.0,,,,,
1999-05-28,38.31,,,,,
1999-06-01,40.5,,,,,
1999-06-02,40.44,,,,,
1999-06-03,40.0,,,,,
1999-06-04,40.44,,,,,
1999-06-07,39.31,,,,,
1999-06-08,39.38,,,,,
1999-06-09,38.38,,,,,
1999-06-10,37.88,,,,,
1999-06-11,37.75,,,,,
1999-06-14,38.06,,,,,
1999-06-15,37.88,,,,,
1999-06-16,38.69,,,,,
1999-06-17,39.31,,,,,
1999-06-18,40.0,,,,,
1999-06-21,40.44,,,,,
1999-06-22,39.88,,,,,
1999-06-23,39.5,,,,,
1999-06-24,39.31,,,,,
1999-06-25,39.0,,,,,
1999-06-28,40.25,,,,,
1999-06-29,39.88,,,,,
1999-06-30,39.75,,,,,
1999-07-01,39.88,,,,,
1999-07-02,39.81,,,,,
1999-07-06,39.5,,,,,
1999-07-07,39.75,,,,,
1999-07-08,40.69,,,,,
1999-07-09,39.5,,,,,
1999-07-12,39.38,,,,,
1999-07-13,39.88,,,,,
1999-07-14,40.0,,,,,
1999-07-15,40.31,,,,,
1999-07-16,41.13,,,,,
1999-07-19,41.31,,,,,
1999-07-20,41.06,,,,,
1999-07-21,41.38,,,,,
1999-07-22,41.81,,,,,
1999-07-23,41.88,,,,,
1999-07-26,42.19,,,,,
1999-07-27,43.38,,,,,
1999-07-28,43.06,,,,,
1999-07-29,43.13,,,,,
1999-07-30,42.75,,,,,
1999-08-02,42.44,,,,,
1999-08-03,42.25,,,,,
1999-08-04,41.56,,,,,
1999-08-05,39.81,,,,,
1999-08-06,40.63,,,,,
1999-08-09,39.5,,,,,
1999-08-10,39.13,,,,,
1999-08-11,39.94,,,,,
1999-08-12,41.31,,,,,
1999-08-13,41.88,,,,,
1999-08-16,41.56,,,,,
1999-08-17,41.31,,,,,
1999-08-18,40.69,,,,,
1999-08-19,39.19,,,,,
1999-08-20,39.13,,,,,
1999-08-23,39.56,,,,,
1999-08-24,40.38,,,,,
1999-08-25,40.5,,,,,
1999-08-26,39.94,,,,,
1999-08-27,39.56,,,,,
1999-08-30,39.56,,,,,
1999-08-31,39.31,,,,,
1999-09-01,40.06,,,,,
1999-09-02,39.38,,,,,
1999-09-03,39.56,,,,,
1999-09-07,39.13,,,,,
1999-09-08,39.0,,,,,
1999-09-09,39.69,,,,,
1999-09-10,39.13,,,,,
1999-09-13,39.56,,,,,
1999-09-14,39.38,,,,,
1999-09-15,39.69,,,,,
1999-09-16,39.13,,,,,
1999-09-17,39.13,,,,,
1999-09-20,39.75,,,,,
1999-09-21,38.81,,,,,
1999-09-22,38.75,,,,,
1999-09-23,38.94,,,,,
1999-09-24,39.5,,,,,
1999-09-27,39.81,,,,,
1999-09-28,39.69,,,,,
1999-09-29,39.44,,,,,
1999-09-30,40.63,,,,,
1999-10-01,39.69,,,,,
1999-10-04,40.38,,,,,
1999-10-05,39.69,,,,,
1999-10-06,40.69,,,,,
1999-10-07,40.69,,,,,
1999-10-08,41.81,,,,,
1999-10-11,41.69,,,,,
1999-10-12,41.0,,,,,
1999-10-13,41.38,,,,,
1999-10-14,40.56,,,,,
1999-10-15,39.81,,,,,
1999-10-18,39.0,,,,,
1999-10-19,39.19,,,,,
1999-10-20,39.13,,,,,
1999-10-21,39.06,,,,,
1999-10-22,39.5,,,,,
1999-10-25,38.94,,,,,
1999-10-26,37.75,,,,,
1999-10-27,38.25,,,,,
1999-10-28,39.88,,,,,
1999-10-29,40.44,,,,,
1999-11-01,40.31,,,,,
1999-11-02,39.69,,,,,
1999-11-03,39.94,,,,,
1999-11-04,39.69,,,,,
1999-11-05,40.06,,,,,
1999-11-08,40.31,,,,,
1999-11-09,40.5,,,,,
1999-11-10,41.81,,,,,
1999-11-11,41.81,,,,,
1999-11-12,41.56,,,,,
1999-11-15,42.56,,,,,
1999-11-16,43.06,,,,,
1999-11-17,43.69,,,,,
1999-11-18,45.88,,,,,
1999-11-19,47.5,,,,,
1999-11-22,47.0,,,,,
1999-11-23,47.44,,,,,
1999-11-24,46.44,,,,,
1999-11-26,46.0,,,,,
1999-11-29,46.25,,,,,
1999-11-30,46.0,,,,,
1999-12-01,45.38,,,,,
1999-12-02,45.81,,,,,
1999-12-03,47.25,,,,,
1999-12-06,47.81,,,,,
1999-12-07,48.25,,,,,
1999-12-08,46.63,,,,,
1999-12-09,46.69,,,,,
1999-12-10,47.69,,,,,
1999-12-13,47.44,,,,,
1999-12-14,48.0,,,,,
1999-12-15,46.75,,,,,
1999-12-16,47.5,,,,,
1999-12-17,47.56,,,,,
1999-12-20,47.0,,,,,
1999-12-21,47.69,,,,,
1999-12-22,46.63,,,,,
1999-12-23,46.88,,,,,
1999-12-27,46.19,,,,,
1999-12-28,46.0,,,,,
1999-12-29,45.75,,,,,
1999-12-30,46.38,,,,,
1999-12-31,47.38,,,,,
2000-01-03,45.25,,,,,
2000-01-04,43.44,,,,,
2000-01-05,43.75,,,,,
2000-01-06,43.25,,,,,
2000-01-07,42.88,,,,,
2000-01-10,44.13,,,,,
2000-01-11,43.81,,,,,
2000-01-12,44.19,,,,,
2000-01-13,44.25,,,,,
2000-01-14,44.63,,,,,
2000-01-18,45.38,,,,,
2000-01-19,44.19,,,,,
2000-01-20,43.75,,,,,
2000-01-21,43.63,,,,,
2000-01-24,42.94,,,,,
2000-01-25,41.88,,,,,
2000-01-26,41.81,,,,,
2000-01-27,39.94,,,,,
2000-01-28,37.69,,,,,
2000-01-31,38.63,,,,,
2000-02-01,38.63,,,,,
2000-02-02,39.56,,,,,
2000-02-03,39.69,,,,,
2000-02-04,39.06,,,,,
2000-02-07,38.69,,,,,
2000-02-08,39.06,,,,,
2000-02-09,38.31,,,,,
2000-02-10,37.88,,,,,
2000-02-11,37.88,,,,,
2000-02-14,38.06,,,,,
2000-02-15,37.0,,,,,
2000-02-16,36.88,,,,,
2000-02-17,36.31,,,,,
2000-02-18,34.63,,,,,
2000-02-22,35.38,,,,,
2000-02-23,34.94,,,,,
2000-02-24,33.81,,,,,
2000-02-25,33.69,,,,,
2000-02-28,33.44,,,,,
2000-02-29,33.63,,,,,
2000-03-01,34.44,,,,,
2000-03-02,34.0,,,,,
2000-03-03,35.19,,,,,
2000-03-06,33.94,,,,,
2000-03-07,32.5,,,,,
2000-03-08,33.25,,,,,
2000-03-09,33.0,,,,,
2000-03-10,33.31,,,,,
2000-03-13,34.13,,,,,
2000-03-14,34.69,,,,,
2000-03-15,33.88,,,,,
2000-03-16,33.0,,,,,
2000-03-17,36.5,,,,,
2000-03-20,36.5,,,,,
2000-03-21,37.31,,,,,
2000-03-22,35.88,,,,,
2000-03-23,36.13,,,,,
2000-03-24,36.19,,,,,
2000-03-27,37.13,,,,,
2000-03-28,36.5,,,,,
2000-03-29,37.25,,,,,
2000-03-30,37.0,,,,,
2000-03-31,37.13,,,,,
2000-04-03,37.44,,,,,
2000-04-04,38.38,,,,,
2000-04-05,39.63,,,,,
2000-04-06,39.88,,,,,
2000-04-07,39.69,,,,,
2000-04-10,39.5,,,,,
2000-04-11,40.0,,,,,
2000-04-12,39.0,,,,,
2000-04-13,38.06,,,,,
2000-04-14,36.0,,,,,
2000-04-17,34.56,,,,,
2000-04-18,35.5,,,,,
2000-04-19,34.5,,,,,
2000-04-20,33.75,,,,,
2000-04-24,33.63,,,,,
2000-04-25,34.25,,,,,
2000-04-26,33.56,,,,,
2000-04-27,29.25,,,,,
2000-04-28,24.5,,,,,
2000-05-01,26.38,,,,,
2000-05-02,24.81,,,,,
2000-05-03,25.38,,,,,
2000-05-04,25.56,,,,,
2000-05-05,25.69,,,,,
2000-05-08,25.56,,,,,
2000-05-09,25.81,,,,,
2000-05-10,25.56,,,,,
2000-05-11,26.5,,,,,
2000-05-12,27.19,,,,,
2000-05-15,28.06,,,,,
2000-05-16,28.06,,,,,
2000-05-17,28.63,,,,,
2000-05-18,28.88,,,,,
2000-05-19,27.94,,,,,
2000-05-22,27.06,,,,,
2000-05-23,27.38,,,,,
2000-05-24,26.75,,,,,
2000-05-25,26.56,,,,,
2000-05-26,26.31,,,,,
2000-05-30,27.56,,,,,
2000-05-31,27.0,,,,,
2000-06-01,28.25,,,,,
2000-06-02,29.38,,,,,
2000-06-05,28.88,,,,,
2000-06-06,28.94,,,,,
2000-06-07,28.19,,,,,
2000-06-08,28.0,,,,,
2000-06-09,30.94,,,,,
2000-06-12,29.63,,,,,
2000-06-13,30.06,,,,,
2000-06-14,30.06,,,,,
2000-06-15,30.31,,,,,
2000-06-16,30.28,,,,,
2000-06-19,31.81,,,,,
2000-06-20,31.19,,,,,
2000-06-21,31.63,,,,,
2000-06-22,31.75,,,,,
2000-06-23,30.88,,,,,
2000-06-26,30.75,,,,,
2000-06-27,30.69,,,,,
2000-06-28,30.34,,,,,
2000-06-29,29.81,,,,,
2000-06-30,28.75,,,,,
2000-07-03,29.88,,,,,
2000-07-05,29.94,,,,,
2000-07-06,29.06,,,,,
2000-07-07,29.56,,,,,
2000-07-10,29.25,,,,,
2000-07-11,29.44,,,,,
2000-07-12,29.88,,,,,
2000-07-13,29.88,,,,,
2000-07-14,30.06,,,,,
2000-07-17,29.53,,,,,
2000-07-18,30.06,,,,,
2000-07-19,29.69,,,,,
2000-07-20,30.31,,,,,
2000-07-21,29.0,,,,,
2000-07-24,29.19,,,,,
2000-07-25,29.44,,,,,
2000-07-26,29.44,,,,,
2000-07-27,28.75,,,,,
2000-07-28,28.81,,,,,
2000-07-31,29.31,,,,,
2000-08-01,29.81,,,,,
2000-08-02,30.94,,,,,
2000-08-03,30.38,,,,,
2000-08-04,30.94,,,,,
2000-08-07,30.63,,,,,
2000-08-08,29.56,,,,,
2000-08-09,29.19,,,,,
2000-08-10,30.13,,,,,
2000-08-11,30.06,,,,,
2000-08-14,29.88,,,,,
2000-08-15,30.63,,,,,
2000-08-16,29.88,,,,,
2000-08-17,29.38,,,,,
2000-08-18,29.38,,,,,
2000-08-21,29.13,,,,,
2000-08-22,28.75,,,,,
2000-08-23,28.38,,,,,
2000-08-24,28.25,,,,,
2000-08-25,29.0,,,,,
2000-08-28,28.69,,,,,
2000-08-29,28.69,,,,,
2000-08-30,28.44,,,,,
2000-08-31,28.81,,,,,
2000-09-01,29.63,,,,,
2000-09-05,29.0,,,,,
2000-09-06,28.06,,,,,
2000-09-07,28.25,,,,,
2000-09-08,28.5,,,,,
2000-09-11,28.94,,,,,
2000-09-12,29.31,,,,,
2000-09-13,28.69,,,,,
2000-09-14,27.94,,,,,
2000-09-15,27.63,,,,,
2000-09-18,27.13,,,,,
2000-09-19,27.06,,,,,
2000-09-20,25.63,,,,,
2000-09-21,25.94,,,,,
2000-09-22,26.31,,,,,
2000-09-25,26.88,,,,,
2000-09-26,26.38,,,,,
2000-09-27,26.5,,,,,
2000-09-28,27.75,,,,,
2000-09-29,27.25,,,,,
2000-10-02,27.06,,,,,
2000-10-03,28.69,,,,,
2000-10-04,30.69,,,,,
2000-10-05,32.44,,,,,
2000-10-06,33.0,,,,,
2000-10-09,32.38,,,,,
2000-10-10,31.94,,,,,
2000-10-11,30.88,,,,,
2000-10-12,29.81,,,,,
2000-10-13,31.38,,,,,
2000-10-16,31.5,,,,,
2000-10-17,30.5,,,,,
2000-10-18,30.63,,,,,
2000-10-19,31.81,,,,,
2000-10-20,31.94,,,,,
2000-10-23,32.13,,,,,
2000-10-24,33.81,,,,,
2000-10-25,31.38,,,,,
2000-10-26,31.31,,,,,
2000-10-27,34.06,,,,,
2000-10-30,35.69,,,,,
2000-10-31,38.5,,,,,
2000-11-01,37.19,,,,,
2000-11-02,36.0,,,,,
2000-11-03,37.13,,,,,
2000-11-06,36.69,,,,,
2000-11-07,36.25,,,,,
2000-11-08,36.44,,,,,
2000-11-09,35.94,,,,,
2000-11-10,35.63,,,,,
2000-11-13,36.63,,,,,
2000-11-14,36.44,,,,,
2000-11-15,36.44,,,,,
2000-11-16,36.56,,,,,
2000-11-17,35.69,,,,,
2000-11-20,35.13,,,,,
2000-11-21,35.19,,,,,
2000-11-22,34.44,,,,,
2000-11-24,34.75,,,,,
2000-11-27,35.75,,,,,
2000-11-28,35.06,,,,,
2000-11-29,35.63,,,,,
2000-11-30,35.19,,,,,
2000-12-01,35.13,,,,,
2000-12-04,35.44,,,,,
2000-12-05,36.06,,,,,
2000-12-06,36.69,,,,,
2000-12-07,36.88,,,,,
2000-12-08,36.44,,,,,
2000-12-11,36.5,,,,,
2000-12-12,36.94,,,,,
2000-12-13,36.94,,,,,
2000-12-14,37.06,,,,,
2000-12-15,36.69,,,,,
2000-12-18,36.0,,,,,
2000-12-19,34.56,,,,,
2000-12-20,33.44,,,,,
2000-12-21,33.75,,,,,
2000-12-22,34.19,,,,,
2000-12-26,34.5,,,,,
2000-12-27,35.13,,,,,
2000-12-28,35.5,,,,,
2000-12-29,35.75,,,,,
2001-01-02,35.94,,,,,
2001-01-03,37.81,,,,,
2001-01-04,38.13,,,,,
2001-01-05,37.5,,,,,
2001-01-08,37.44,,,,,
2001-01-09,37.88,,,,,
2001-01-10,38.13,,,,,
2001-01-11,39.0,,,,,
2001-01-12,38.88,,,,,
2001-01-16,38.44,,,,,
2001-01-17,39.0,,,,,
2001-01-18,39.0,,,,,
2001-01-19,38.5,,,,,
2001-01-22,37.0,,,,,
2001-01-23,37.06,,,,,
2001-01-24,36.56,,,,,
2001-01-25,36.69,,,,,
2001-01-26,36.31,,,,,
2001-01-29,36.49,,,,,
2001-01-30,36.21,,,,,
2001-01-31,31.38,,,,,
2001-02-01,30.97,,,,,
2001-02-02,30.45,,,,,
2001-02-05,31.0,,,,,
2001-02-06,30.75,,,,,
2001-02-07,29.97,,,,,
2001-02-08,29.86,,,,,
2001-02-09,29.1,,,,,
2001-02-12,29.95,,,,,
2001-02-13,29.3,,,,,
2001-02-14,28.79,,,,,
2001-02-15,29.0,,,,,
2001-02-16,29.05,,,,,
2001-02-20,29.0,,,,,
2001-02-21,28.55,,,,,
2001-02-22,29.0,,,,,
2001-02-23,29.0,,,,,
2001-02-26,30.04,,,,,
2001-02-27,29.73,,,,,
2001-02-28,28.82,,,,,
2001-03-01,28.13,,,,,
2001-03-02,28.52,,,,,
2001-03-05,28.55,,,,,
2001-03-06,28.85,,,,,
2001-03-07,28.55,,,,,
2001-03-08,28.9,,,,,
2001-03-09,28.2,,,,,
2001-03-12,27.8,,,,,
2001-03-13,27.9,,,,,
2001-03-14,27.25,,,,,
2001-03-15,27.5,,,,,
2001-03-16,26.94,,,,,
2001-03-19,27.38,,,,,
2001-03-20,26.63,,,,,
2001-03-21,26.18,,,,,
2001-03-22,26.45,,,,,
2001-03-23,27.92,,,,,
2001-03-26,28.63,,,,,
2001-03-27,29.6,,,,,
2001-03-28,28.01,,,,,
2001-03-29,28.9,,,,,
2001-03-30,28.75,,,,,
2001-04-02,28.85,,,,,
2001-04-03,27.67,,,,,
2001-04-04,27.39,,,,,
2001-04-05,28.45,,,,,
2001-04-06,28.0,,,,,
2001-04-09,28.6,,,,,
2001-04-10,29.16,,,,,
2001-04-11,29.02,,,,,
2001-04-12,29.3,,,,,
2001-04-16,28.8,,,,,
2001-04-17,29.2,,,,,
2001-04-18,29.5,,,,,
2001-04-19,29.2,,,,,
2001-04-20,28.69,,,,,
2001-04-23,28.02,,,,,
2001-04-24,27.58,,,,,
2001-04-25,28.03,,,,,
2001-04-26,27.39,,,,,
2001-04-27,27.4,,,,,
2001-04-30,27.18,,,,,
2001-05-01,27.79,,,,,
2001-05-02,28.33,,,,,
2001-05-03,27.99,,,,,
2001-05-04,28.13,,,,,
2001-05-07,28.19,,,,,
2001-05-08,27.72,,,,,
2001-05-09,27.44,,,,,
2001-05-10,27.8,,,,,
2001-05-11,27.46,,,,,
2001-05-14,27.49,,,,,
2001-05-15,27.48,,,,,
2001-05-16,28.0,,,,,
2001-05-17,27.74,,,,,
2001-05-18,28.06,,,,,
2001-05-21,28.03,,,,,
2001-05-22,28.2,,,,,
2001-05-23,27.58,,,,,
2001-05-24,27.41,,,,,
2001-05-25,27.86,,,,,
2001-05-29,28.17,,,,,
2001-05-30,27.73,,,,,
2001-05-31,28.44,,,,,
2001-06-01,28.06,,,,,
2001-06-04,28.23,,,,,
2001-06-05,28.89,,,,,
2001-06-06,28.9,,,,,
2001-06-07,28.9,,,,,
2001-06-08,28.96,,,,,
2001-06-11,29.15,,,,,
2001-06-12,29.1,,,,,
2001-06-13,28.81,,,,,
2001-06-14,28.35,,,,,
2001-06-15,28.04,,,,,
2001-06-18,27.87,,,,,
2001-06-19,28.05,,,,,
2001-06-20,29.0,,,,,
2001-06-21,29.35,,,,,
2001-06-22,29.35,,,,,
2001-06-25,29.3,,,,,
2001-06-26,29.32,,,,,
2001-06-27,29.39,,,,,
2001-06-28,30.08,,,,,
2001-06-29,30.3,,,,,
2001-07-02,30.99,,,,,
2001-07-03,30.99,,,,,
2001-07-05,30.97,,,,,
2001-07-06,30.8,,,,,
2001-07-09,30.96,,,,,
2001-07-10,31.06,,,,,
2001-07-11,31.39,,,,,
2001-07-12,31.9,,,,,
2001-07-13,31.88,,,,,
2001-07-16,31.9,,,,,
2001-07-17,32.35,,,,,
2001-07-18,31.62,,,,,
2001-07-19,32.14,,,,,
2001-07-20,31.54,,,,,
2001-07-23,31.55,,,,,
2001-07-24,30.82,,,,,
2001-07-25,31.89,,,,,
2001-07-26,32.01,,,,,
2001-07-27,31.22,,,,,
2001-07-30,30.87,,,,,
2001-07-31,30.96,,,,,
2001-08-01,31.49,,,,,
2001-08-02,31.33,,,,,
2001-08-03,31.06,,,,,
2001-08-06,30.83,,,,,
2001-08-07,30.76,,,,,
2001-08-08,30.04,,,,,
2001-08-09,29.83,,,,,
2001-08-10,30.47,,,,,
2001-08-13,30.47,,,,,
2001-08-14,30.62,,,,,
2001-08-15,34.71,,,,,
2001-08-16,34.91,,,,,
2001-08-17,34.9,,,,,
2001-08-20,35.17,,,,,
2001-08-21,35.4,,,,,
2001-08-22,34.95,,,,,
2001-08-23,34.85,,,,,
2001-08-24,35.0,,,,,
2001-08-27,35.18,,,,,
2001-08-28,34.89,,,,,
2001-08-29,34.87,,,,,
2001-08-30,34.85,,,,,
2001-08-31,35.05,,,,,
2001-09-04,34.95,,,,,
2001-09-05,35.14,,,,,
2001-09-06,34.39,,,,,
2001-09-07,34.14,,,,,
2001-09-10,34.07,,,,,
2001-09-17,32.25,,,,,
2001-09-18,32.44,,,,,
2001-09-19,31.2,,,,,
2001-09-20,30.1,,,,,
2001-09-21,29.97,,,,,
2001-09-24,31.19,,,,,
2001-09-25,31.95,,,,,
2001-09-26,31.4,,,,,
2001-09-27,32.69,,,,,
2001-09-28,33.5,,,,,
2001-10-01,33.31,,,,,
2001-10-02,33.7,,,,,
2001-10-03,34.1,,,,,
2001-10-04,33.85,,,,,
2001-10-05,34.08,,,,,
2001-10-08,34.05,,,,,
2001-10-09,34.28,,,,,
2001-10-10,34.7,,,,,
2001-10-11,34.2,,,,,
2001-10-12,33.9,,,,,
2001-10-15,33.25,,,,,
2001-10-16,32.72,,,,,
2001-10-17,31.55,,,,,
2001-10-18,31.1,,,,,
2001-10-19,31.43,,,,,
2001-10-22,31.02,,,,,
2001-10-23,30.77,,,,,
2001-10-24,31.26,,,,,
2001-10-25,31.41,,,,,
2001-10-26,31.75,,,,,
2001-10-29,31.43,,,,,
2001-10-30,31.35,,,,,
2001-10-31,31.6,,,,,
2001-11-01,32.98,,,,,
2001-11-02,33.36,,,,,
2001-11-05,33.18,,,,,
2001-11-06,33.5,,,,,
2001-11-07,33.14,,,,,
2001-11-08,33.68,,,,,
2001-11-09,33.75,,,,,
2001-11-12,33.8,,,,,
2001-11-13,34.1,,,,,
2001-11-14,34.74,,,,,
2001-11-15,35.05,,,,,
2001-11-16,34.75,,,,,
2001-11-19,34.85,,,,,
2001-11-20,34.4,,,,,
2001-11-21,33.69,,,,,
2001-11-23,33.81,,,,,
2001-11-26,34.28,,,,,
2001-11-27,33.63,,,,,
2001-11-28,33.39,,,,,
2001-11-29,33.65,,,,,
2001-11-30,33.8,,,,,
2001-12-03,34.2,,,,,
2001-12-04,34.4,,,,,
2001-12-05,34.9,,,,,
2001-12-06,35.6,,,,,
2001-12-07,34.58,,,,,
2001-12-10,33.7,,,,,
2001-12-11,33.45,,,,,
2001-12-12,33.35,,,,,
2001-12-13,32.9,,,,,
2001-12-14,32.5,,,,,
2001-12-17,32.78,,,,,
2001-12-18,32.85,,,,,
2001-12-19,32.76,,,,,
2001-12-20,33.11,,,,,
2001-12-21,32.8,,,,,
2001-12-24,32.92,,,,,
2001-12-26,32.8,,,,,
2001-12-27,32.85,,,,,
2001-12-28,32.85,,,,,
2001-12-31,32.8,,,,,
2002-01-02,32.88,,,,,
2002-01-03,32.9,,,,,
2002-01-04,32.48,,,,,
2002-01-07,32.1,,,,,
2002-01-08,31.4,,,,,
2002-01-09,31.25,,,,,
2002-01-10,31.1,,,,,
2002-01-11,31.15,,,,,
2002-01-14,30.96,,,,,
2002-01-15,30.7,,,,,
2002-01-16,30.01,,,,,
2002-01-17,30.28,,,,,
2002-01-18,30.37,,,,,
2002-01-22,30.66,,,,,
2002-01-23,30.88,,,,,
2002-01-24,32.0,,,,,
2002-01-25,31.17,,,,,
2002-01-28,30.2,,,,,
2002-01-29,28.8,,,,,
2002-01-30,29.85,,,,,
2002-01-31,30.78,,,,,
2002-02-01,31.88,,,,,
2002-02-04,31.02,,,,,
2002-02-05,30.63,,,,,
2002-02-06,30.04,,,,,
2002-02-07,30.82,,,,,
2002-02-08,31.44,,,,,
2002-02-11,31.81,,,,,
2002-02-12,31.8,,,,,
2002-02-13,31.8,,,,,
2002-02-14,31.35,,,,,
2002-02-15,31.95,,,,,
2002-02-19,31.65,,,,,
2002-02-20,32.19,,,,,
2002-02-21,31.83,,,,,
2002-02-22,32.65,,,,,
2002-02-25,32.99,,,,,
2002-02-26,32.71,,,,,
2002-02-27,32.4,,,,,
2002-02-28,33.2,,,,,
2002-03-01,32.98,,,,,
2002-03-04,33.55,,,,,
2002-03-05,33.89,,,,,
2002-03-06,34.85,,,,,
2002-03-07,34.08,,,,,
2002-03-08,35.0,,,,,
2002-03-11,35.17,,,,,
2002-03-12,35.2,,,,,
2002-03-13,34.51,,,,,
2002-03-14,33.9,,,,,
2002-03-15,33.75,,,,,
2002-03-18,34.03,,,,,
2002-03-19,33.55,,,,,
2002-03-20,33.55,,,,,
2002-03-21,33.53,,,,,
2002-03-22,33.55,,,,,
2002-03-25,33.55,,,,,
2002-03-26,33.72,,,,,
2002-03-27,33.41,,,,,
2002-03-28,34.0,,,,,
2002-04-01,34.19,,,,,
2002-04-02,34.22,,,,,
2002-04-03,34.18,,,,,
2002-04-04,34.27,,,,,
2002-04-05,34.09,,,,,
2002-04-08,33.51,,,,,
2002-04-09,33.0,,,,,
2002-04-10,33.01,,,,,
2002-04-11,33.2,,,,,
2002-04-12,33.15,,,,,
2002-04-15,33.09,,,,,
2002-04-16,34.06,,,,,
2002-04-17,33.79,,,,,
2002-04-18,33.45,,,,,
2002-04-19,32.9,,,,,
2002-04-22,32.25,,,,,
2002-04-23,32.29,,,,,
2002-04-24,32.25,,,,,
2002-04-25,32.65,,,,,
2002-04-26,31.64,,,,,
2002-04-29,30.1,,,,,
2002-04-30,27.7,,,,,
2002-05-01,28.08,,,,,
2002-05-02,28.27,,,,,
2002-05-03,28.95,,,,,
2002-05-06,28.47,,,,,
2002-05-07,28.5,,,,,
2002-05-08,29.25,,,,,
2002-05-09,29.25,,,,,
2002-05-10,29.06,,,,,
2002-05-13,28.91,,,,,
2002-05-14,29.65,,,,,
2002-05-15,29.96,,,,,
2002-05-16,30.46,,,,,
2002-05-17,30.45,,,,,
2002-05-20,30.0,,,,,
