date,OXY,dcf,Deviation
2000-05-10,10.96,,
2000-05-11,11.08,,
2000-05-12,11.11,,
2000-05-15,11.05,,
2000-05-16,11.2,,
2000-05-17,11.32,,
2000-05-18,11.56,,
2000-05-19,11.56,,
2000-05-22,11.47,,
2000-05-23,11.23,,
2000-05-24,11.2,,
2000-05-25,10.87,,
2000-05-26,10.93,,
2000-05-30,10.96,,
2000-05-31,11.35,,
2000-06-01,11.2,,
2000-06-02,10.84,,
2000-06-05,10.66,,
2000-06-06,11.02,,
2000-06-07,10.93,,
2000-06-08,10.87,,
2000-06-09,10.81,,
2000-06-12,11.02,,
2000-06-13,10.84,,
2000-06-14,10.87,,
2000-06-15,10.72,,
2000-06-16,11.32,,
2000-06-19,10.9,,
2000-06-20,10.81,,
2000-06-21,11.26,,
2000-06-22,11.11,,
2000-06-23,11.23,,
2000-06-26,10.69,,
2000-06-27,10.51,,
2000-06-28,10.4,,
2000-06-29,10.27,,
2000-06-30,10.09,,
2000-07-03,10.33,,
2000-07-05,9.85,,
2000-07-06,10.06,,
2000-07-07,10.06,,
2000-07-10,9.97,,
2000-07-11,10.67,,
2000-07-12,10.3,,
2000-07-13,10.12,,
2000-07-14,10.06,,
2000-07-17,9.84,,
2000-07-18,9.76,,
2000-07-19,9.61,,
2000-07-20,9.64,,
2000-07-21,9.49,,
2000-07-24,9.22,,
2000-07-25,9.04,,
2000-07-26,8.95,,
2000-07-27,9.22,,
2000-07-28,9.32,,
2000-07-31,9.7,,
2000-08-01,9.46,,
2000-08-02,9.52,,
2000-08-03,9.52,,
2000-08-04,9.49,,
2000-08-07,9.71,,
2000-08-08,9.61,,
2000-08-09,9.7,,
2000-08-10,9.74,,
2000-08-11,9.7,,
2000-08-14,9.88,,
2000-08-15,9.88,,
2000-08-16,9.91,,
2000-08-17,10.39,,
2000-08-18,10.21,,
2000-08-21,10.18,,
2000-08-22,10.3,,
2000-08-23,10.55,,
2000-08-24,10.18,,
2000-08-25,10.27,,
2000-08-28,10.27,,
2000-08-29,10.25,,
2000-08-30,10.11,,
2000-08-31,10.35,,
2000-09-01,10.66,,
2000-09-05,10.75,,
2000-09-06,10.93,,
2000-09-07,10.96,,
2000-09-08,10.91,,
2000-09-11,11.23,,
2000-09-12,11.2,,
2000-09-13,10.96,,
2000-09-14,10.75,,
2000-09-15,11.41,,
2000-09-18,11.71,,
2000-09-19,11.26,,
2000-09-20,10.78,,
2000-09-21,10.63,,
2000-09-22,10.68,,
2000-09-25,10.24,,
2000-09-26,10.42,,
2000-09-27,10.75,,
2000-09-28,10.52,,
2000-09-29,10.45,,
2000-10-02,10.6,,
2000-10-03,10.63,,
2000-10-04,10.09,,
2000-10-05,10.06,,
2000-10-06,9.88,,
2000-10-09,9.97,,
2000-10-10,10.3,,
2000-10-11,10.27,,
2000-10-12,10.39,,
2000-10-13,9.91,,
2000-10-16,9.76,,
2000-10-17,9.76,,
2000-10-18,9.7,,
2000-10-19,9.64,,
2000-10-20,9.79,,
2000-10-23,9.82,,
2000-10-24,9.52,,
2000-10-25,9.28,,
2000-10-26,9.4,,
2000-10-27,9.28,,
2000-10-30,9.64,,
2000-10-31,9.52,,
2000-11-01,9.88,,
2000-11-02,9.55,,
2000-11-03,9.61,,
2000-11-06,9.61,,
2000-11-07,9.91,,
2000-11-08,9.82,,
2000-11-09,9.79,,
2000-11-10,9.73,,
2000-11-13,9.58,,
2000-11-14,9.97,,
2000-11-15,10.03,,
2000-11-16,10.03,,
2000-11-17,10.12,,
2000-11-20,9.94,,
2000-11-21,10.51,,
2000-11-22,10.3,,
2000-11-24,10.48,,
2000-11-27,10.63,,
2000-11-28,10.9,,
2000-11-29,10.72,,
2000-11-30,10.36,,
2000-12-01,10.81,,
2000-12-04,10.96,,
2000-12-05,10.69,,
2000-12-06,10.42,,
2000-12-07,10.27,,
2000-12-08,10.24,,
2000-12-11,10.27,,
2000-12-12,10.36,,
2000-12-13,10.42,,
2000-12-14,10.18,,
2000-12-15,10.15,,
2000-12-18,10.96,,
2000-12-19,10.99,,
2000-12-20,11.05,,
2000-12-21,11.2,,
2000-12-22,11.38,,
2000-12-26,11.98,,
2000-12-27,12.22,,
2000-12-28,12.16,,
2000-12-29,11.62,,
2001-01-02,11.59,,
2001-01-03,11.32,,
2001-01-04,11.26,,
2001-01-05,11.53,,
2001-01-08,11.47,,
2001-01-09,11.14,,
2001-01-10,11.23,,
2001-01-11,11.2,,
2001-01-12,11.05,,
2001-01-16,10.99,,
2001-01-17,10.81,,
2001-01-18,10.66,,
2001-01-19,10.69,,
2001-01-22,10.87,,
2001-01-23,11.02,,
2001-01-24,10.9,,
2001-01-25,10.81,,
2001-01-26,10.72,,
2001-01-29,10.71,,
2001-01-30,10.71,,
2001-01-31,10.88,,
2001-02-01,10.59,,
2001-02-02,10.83,,
2001-02-05,11.22,,
2001-02-06,11.31,,
2001-02-07,11.42,,
2001-02-08,11.54,,
2001-02-09,11.69,,
2001-02-12,11.66,,
2001-02-13,11.59,,
2001-02-14,11.58,,
2001-02-15,11.55,,
2001-02-16,11.5,,
2001-02-20,11.55,,
2001-02-21,11.38,,
2001-02-22,11.34,,
2001-02-23,11.39,,
2001-02-26,11.61,,
2001-02-27,11.54,,
2001-02-28,11.49,,
2001-03-01,11.43,,
2001-03-02,11.81,,
2001-03-05,12.04,,
2001-03-06,11.99,,
2001-03-07,12.17,,
2001-03-08,12.64,,
2001-03-09,12.44,,
2001-03-12,12.09,,
2001-03-13,11.96,,
2001-03-14,11.66,,
2001-03-15,11.44,,
2001-03-16,11.47,,
2001-03-19,11.9,,
2001-03-20,11.76,,
2001-03-21,11.54,,
2001-03-22,11.15,,
2001-03-23,11.36,,
2001-03-26,11.57,,
2001-03-27,11.54,,
2001-03-28,11.64,,
2001-03-29,11.48,,
2001-03-30,11.86,,
2001-04-02,11.78,,
2001-04-03,11.68,,
2001-04-04,12.01,,
2001-04-05,12.14,,
2001-04-06,12.18,,
2001-04-09,12.48,,
2001-04-10,12.64,,
2001-04-11,12.56,,
2001-04-12,12.51,,
2001-04-16,12.81,,
2001-04-17,13.22,,
2001-04-18,12.98,,
2001-04-19,12.97,,
2001-04-20,13.14,,
2001-04-23,13.76,,
2001-04-24,13.94,,
2001-04-25,14.25,,
2001-04-26,14.28,,
2001-04-27,14.28,,
2001-04-30,14.43,,
2001-05-01,14.13,,
2001-05-02,13.45,,
2001-05-03,13.66,,
2001-05-04,13.88,,
2001-05-07,13.83,,
2001-05-08,13.89,,
2001-05-09,14.1,,
2001-05-10,14.1,,
2001-05-11,14.13,,
2001-05-14,14.37,,
2001-05-15,14.51,,
2001-05-16,14.62,,
2001-05-17,14.63,,
2001-05-18,14.89,,
2001-05-21,14.78,,
2001-05-22,14.58,,
2001-05-23,14.41,,
2001-05-24,14.31,,
2001-05-25,14.16,,
2001-05-29,14.44,,
2001-05-30,14.33,,
2001-05-31,14.36,,
2001-06-01,14.18,,
2001-06-04,14.42,,
2001-06-05,14.67,,
2001-06-06,14.28,,
2001-06-07,14.11,,
2001-06-08,14.14,,
2001-06-11,14.2,,
2001-06-12,14.43,,
2001-06-13,14.18,,
2001-06-14,13.95,,
2001-06-15,14.06,,
2001-06-18,13.87,,
2001-06-19,13.89,,
2001-06-20,13.72,,
2001-06-21,13.41,,
2001-06-22,13.59,,
2001-06-25,13.27,,
2001-06-26,13.3,,
2001-06-27,13.1,,
2001-06-28,12.69,,
2001-06-29,12.74,,
2001-07-02,12.65,,
2001-07-03,12.66,,
2001-07-05,12.87,,
2001-07-06,13.0,,
2001-07-09,12.69,,
2001-07-10,12.85,,
2001-07-11,12.81,,
2001-07-12,12.9,,
2001-07-13,12.93,,
2001-07-16,12.77,,
2001-07-17,12.73,,
2001-07-18,12.29,,
2001-07-19,12.49,,
2001-07-20,12.55,,
2001-07-23,12.62,,
2001-07-24,12.34,,
2001-07-25,12.82,,
2001-07-26,13.02,,
2001-07-27,13.13,,
2001-07-30,13.29,,
2001-07-31,13.24,,
2001-08-01,13.14,,
2001-08-02,13.2,,
2001-08-03,13.08,,
2001-08-06,12.98,,
2001-08-07,13.06,,
2001-08-08,12.82,,
2001-08-09,12.96,,
2001-08-10,13.14,,
2001-08-13,13.16,,
2001-08-14,13.22,,
2001-08-15,13.68,,
2001-08-16,13.6,,
2001-08-17,13.44,,
2001-08-20,13.42,,
2001-08-21,13.41,,
2001-08-22,13.19,,
2001-08-23,13.3,,
2001-08-24,13.48,,
2001-08-27,13.36,,
2001-08-28,13.39,,
2001-08-29,13.36,,
2001-08-30,13.27,,
2001-08-31,13.18,,
2001-09-04,13.51,,
2001-09-05,13.57,,
2001-09-06,13.6,,
2001-09-07,13.61,,
2001-09-10,13.41,,
2001-09-17,13.01,,
2001-09-18,12.46,,
2001-09-19,11.81,,
2001-09-20,11.52,,
2001-09-21,11.4,,
2001-09-24,10.96,,
2001-09-25,10.49,,
2001-09-26,10.86,,
2001-09-27,11.2,,
2001-09-28,11.66,,
2001-10-01,11.52,,
2001-10-02,11.88,,
2001-10-03,11.52,,
2001-10-04,11.87,,
2001-10-05,12.12,,
2001-10-08,12.28,,
2001-10-09,12.31,,
2001-10-10,12.57,,
2001-10-11,12.69,,
2001-10-12,12.53,,
2001-10-15,12.16,,
2001-10-16,12.16,,
2001-10-17,12.36,,
2001-10-18,11.92,,
2001-10-19,11.96,,
2001-10-22,12.21,,
2001-10-23,12.11,,
2001-10-24,12.06,,
2001-10-25,12.22,,
2001-10-26,12.54,,
2001-10-29,12.45,,
2001-10-30,12.04,,
2001-10-31,12.13,,
2001-11-01,12.41,,
2001-11-02,12.04,,
2001-11-05,12.03,,
2001-11-06,12.01,,
2001-11-07,12.16,,
2001-11-08,12.05,,
2001-11-09,12.46,,
2001-11-12,12.29,,
2001-11-13,12.39,,
2001-11-14,11.9,,
2001-11-15,11.29,,
2001-11-16,11.5,,
2001-11-19,11.43,,
2001-11-20,11.95,,
2001-11-21,11.82,,
2001-11-23,11.93,,
2001-11-26,11.85,,
2001-11-27,11.96,,
2001-11-28,11.74,,
2001-11-29,11.91,,
2001-11-30,11.98,,
2001-12-03,12.15,,
2001-12-04,12.45,,
2001-12-05,12.8,,
2001-12-06,12.17,,
2001-12-07,12.36,,
2001-12-10,11.96,,
2001-12-11,11.86,,
2001-12-12,11.85,,
2001-12-13,11.66,,
2001-12-14,11.86,,
2001-12-17,11.86,,
2001-12-18,12.06,,
2001-12-19,12.21,,
2001-12-20,12.41,,
2001-12-21,12.53,,
2001-12-24,12.65,,
2001-12-26,12.85,,
2001-12-27,12.77,,
2001-12-28,12.9,,
2001-12-31,12.71,,
2002-01-02,12.7,,
2002-01-03,12.64,,
2002-01-04,12.75,,
2002-01-07,12.7,,
2002-01-08,12.51,,
2002-01-09,12.48,,
2002-01-10,12.47,,
2002-01-11,12.17,,
2002-01-14,12.16,,
2002-01-15,12.34,,
2002-01-16,12.0,,
2002-01-17,11.97,,
2002-01-18,11.79,,
2002-01-22,11.69,,
2002-01-23,12.07,,
2002-01-24,12.18,,
2002-01-25,12.21,,
2002-01-28,12.17,,
2002-01-29,11.86,,
2002-01-30,12.01,,
2002-01-31,12.43,,
2002-02-01,12.54,,
2002-02-04,12.22,,
2002-02-05,12.27,,
2002-02-06,12.26,,
2002-02-07,12.15,,
2002-02-08,12.15,,
2002-02-11,12.36,,
2002-02-12,12.21,,
2002-02-13,12.15,,
2002-02-14,12.31,,
2002-02-15,12.29,,
2002-02-19,12.07,,
2002-02-20,12.0,,
2002-02-21,12.13,,
2002-02-22,12.42,,
2002-02-25,12.64,,
2002-02-26,12.78,,
2002-02-27,12.81,,
2002-02-28,12.86,,
2002-03-01,13.21,,
2002-03-04,13.41,,
2002-03-05,13.39,,
2002-03-06,13.63,,
2002-03-07,13.52,,
2002-03-08,13.41,,
2002-03-11,13.56,,
2002-03-12,13.7,,
2002-03-13,13.69,,
2002-03-14,13.7,,
2002-03-15,13.82,,
2002-03-18,13.88,,
2002-03-19,13.96,,
2002-03-20,13.72,,
2002-03-21,13.72,,
2002-03-22,13.59,,
2002-03-25,13.48,,
2002-03-26,13.64,,
2002-03-27,13.82,,
2002-03-28,13.96,,
2002-04-01,14.19,,
2002-04-02,14.26,,
2002-04-03,14.13,,
2002-04-04,13.83,,
2002-04-05,13.67,,
2002-04-08,13.9,,
2002-04-09,13.79,,
2002-04-10,14.08,,
2002-04-11,13.99,,
2002-04-12,13.57,,
2002-04-15,13.75,,
2002-04-16,13.92,,
2002-04-17,14.01,,
2002-04-18,13.99,,
2002-04-19,13.99,,
2002-04-22,13.93,,
2002-04-23,14.0,,
2002-04-24,13.68,,
2002-04-25,13.66,,
2002-04-26,13.7,,
2002-04-29,13.78,,
2002-04-30,13.77,,
2002-05-01,13.95,,
2002-05-02,14.09,,
2002-05-03,14.23,,
2002-05-06,13.67,,
2002-05-07,13.64,,
2002-05-08,13.94,,
2002-05-09,13.88,,
2002-05-10,13.92,,
2002-05-13,14.19,,
2002-05-14,14.19,,
2002-05-15,14.16,,
2002-05-16,14.37,,
2002-05-17,14.32,,
2002-05-20,14.25,,
2002-05-21,14.18,,
2002-05-22,14.44,,
2002-05-23,14.69,,
2002-05-24,14.55,,
2002-05-28,14.47,,
2002-05-29,14.45,,
2002-05-30,14.26,,
2002-05-31,14.3,,
2002-06-03,14.16,,
2002-06-04,14.2,,
2002-06-05,14.27,,
2002-06-06,14.21,,
2002-06-07,14.13,,
2002-06-10,13.92,,
2002-06-11,13.81,,
2002-06-12,13.92,,
2002-06-13,14.19,,
2002-06-14,14.22,,
2002-06-17,14.5,,
2002-06-18,14.48,,
2002-06-19,14.28,,
2002-06-20,14.45,,
2002-06-21,14.26,,
2002-06-24,14.23,,
2002-06-25,14.32,,
2002-06-26,14.3,,
2002-06-27,14.22,,
2002-06-28,14.37,,
2002-07-01,14.23,,
2002-07-02,13.92,,
2002-07-03,13.82,,
2002-07-05,14.07,,
2002-07-08,13.9,,
2002-07-09,13.65,,
2002-07-10,13.36,,
2002-07-11,12.9,,
2002-07-12,12.81,,
2002-07-15,12.61,,
2002-07-16,12.45,,
2002-07-17,12.66,,
2002-07-18,12.41,,
2002-07-19,11.93,,
2002-07-22,11.32,,
2002-07-23,11.24,,
2002-07-24,11.88,,
2002-07-25,11.81,,
2002-07-26,11.93,,
2002-07-29,12.58,,
2002-07-30,12.53,,
2002-07-31,12.98,,
2002-08-01,12.34,,
2002-08-02,12.19,,
2002-08-05,11.96,,
2002-08-06,12.31,,
2002-08-07,12.55,,
2002-08-08,13.08,,
2002-08-09,13.31,,
2002-08-12,13.23,,
2002-08-13,13.08,,
2002-08-14,13.5,,
2002-08-15,13.78,,
2002-08-16,13.83,,
2002-08-19,13.96,,
2002-08-20,13.52,,
2002-08-21,13.79,,
2002-08-22,14.08,,
2002-08-23,14.02,,
2002-08-26,14.17,,
2002-08-27,14.22,,
2002-08-28,13.9,,
2002-08-29,13.98,,
2002-08-30,14.23,,
2002-09-03,13.82,,
2002-09-04,13.78,,
2002-09-05,13.94,,
2002-09-06,14.03,,
2002-09-09,13.97,,
2002-09-10,14.0,,
2002-09-11,14.22,,
2002-09-12,13.98,,
2002-09-13,13.95,,
2002-09-16,13.89,,
2002-09-17,13.59,,
2002-09-18,13.57,,
2002-09-19,13.41,,
2002-09-20,13.47,,
2002-09-23,13.4,,
2002-09-24,13.26,,
2002-09-25,13.39,,
2002-09-26,13.68,,
2002-09-27,13.75,,
2002-09-30,13.59,,
2002-10-01,13.8,,
2002-10-02,13.88,,
2002-10-03,14.13,,
2002-10-04,14.01,,
2002-10-07,13.76,,
2002-10-08,13.78,,
2002-10-09,13.56,,
2002-10-10,13.54,,
2002-10-11,13.6,,
2002-10-14,13.98,,
2002-10-15,14.47,,
2002-10-16,14.32,,
2002-10-17,14.52,,
2002-10-18,14.59,,
2002-10-21,14.65,,
2002-10-22,13.92,,
2002-10-23,14.39,,
2002-10-24,14.03,,
2002-10-25,13.64,,
2002-10-28,13.67,,
2002-10-29,13.36,,
2002-10-30,13.55,,
2002-10-31,13.67,,
2002-11-01,13.77,,
2002-11-04,13.42,,
2002-11-05,13.45,,
2002-11-06,13.51,,
2002-11-07,13.43,,
2002-11-08,13.29,,
2002-11-11,13.13,,
2002-11-12,13.2,,
2002-11-13,12.81,,
2002-11-14,13.21,,
2002-11-15,13.23,,
2002-11-18,13.19,,
2002-11-19,13.09,,
2002-11-20,13.37,,
2002-11-21,13.53,,
2002-11-22,13.44,,
2002-11-25,13.33,,
2002-11-26,13.14,,
2002-11-27,13.22,,
2002-11-29,13.34,,
2002-12-02,13.19,,
2002-12-03,13.22,,
2002-12-04,13.17,,
2002-12-05,13.26,,
2002-12-06,13.37,,
2002-12-09,13.25,,
2002-12-10,13.36,,
2002-12-11,13.46,,
2002-12-12,13.7,,
2002-12-13,13.53,,
2002-12-16,13.94,,
2002-12-17,13.87,,
2002-12-18,13.67,,
2002-12-19,13.74,,
2002-12-20,13.89,,
2002-12-23,13.96,,
2002-12-24,13.86,,
2002-12-26,13.74,,
2002-12-27,13.44,,
2002-12-30,13.65,,
2002-12-31,13.63,,
2003-01-02,13.94,,
2003-01-03,13.96,,
2003-01-06,14.11,,
2003-01-07,13.65,,
2003-01-08,13.59,,
2003-01-09,13.82,,
2003-01-10,13.61,,
2003-01-13,13.61,,
2003-01-14,13.6,,
2003-01-15,13.7,,
2003-01-16,13.84,,
2003-01-17,13.71,,
2003-01-21,13.58,,
2003-01-22,13.62,,
2003-01-23,13.8,,
2003-01-24,13.49,,
2003-01-27,13.07,,
2003-01-28,13.3,,
2003-01-29,13.74,,
2003-01-30,13.56,,
2003-01-31,13.99,,
2003-02-03,13.89,,
2003-02-04,14.01,,
2003-02-05,13.99,,
2003-02-06,13.95,,
2003-02-07,13.83,,
2003-02-10,13.95,,
2003-02-11,13.91,,
2003-02-12,13.8,,
2003-02-13,13.72,,
2003-02-14,13.85,,
2003-02-18,14.01,,
2003-02-19,13.88,,
2003-02-20,13.81,,
2003-02-21,14.0,,
2003-02-24,14.12,,
2003-02-25,13.87,,
2003-02-26,13.98,,
2003-02-27,14.07,,
2003-02-28,14.32,,
2003-03-03,14.36,,
2003-03-04,14.35,,
2003-03-05,14.43,,
2003-03-06,14.44,,
2003-03-07,14.44,,
2003-03-10,14.42,,
2003-03-11,14.45,,
2003-03-12,14.04,,
2003-03-13,14.36,,
2003-03-14,14.4,,
2003-03-17,14.59,,
2003-03-18,14.59,,
2003-03-19,14.71,,
2003-03-20,14.49,,
2003-03-21,14.21,,
2003-03-24,14.05,,
2003-03-25,14.05,,
2003-03-26,13.99,,
2003-03-27,14.26,,
2003-03-28,14.25,,
2003-03-31,14.35,,
2003-04-01,14.82,,
2003-04-02,14.77,,
2003-04-03,14.67,,
2003-04-04,14.85,,
2003-04-07,14.78,,
2003-04-08,14.59,,
2003-04-09,14.5,,
2003-04-10,14.6,,
2003-04-11,14.45,,
2003-04-14,14.57,,
2003-04-15,14.54,,
2003-04-16,14.42,,
2003-04-17,14.62,,
2003-04-21,14.66,,
2003-04-22,14.64,,
2003-04-23,14.51,,
2003-04-24,14.49,,
2003-04-25,14.48,,
2003-04-28,14.44,,
2003-04-29,14.34,,
2003-04-30,14.3,,
2003-05-01,14.41,,
2003-05-02,14.67,,
2003-05-05,14.57,,
2003-05-06,14.71,,
2003-05-07,14.77,,
2003-05-08,14.81,,
2003-05-09,14.89,,
2003-05-12,14.68,,
2003-05-13,14.85,,
2003-05-14,14.81,,
2003-05-15,14.85,,
2003-05-16,14.84,,
2003-05-19,14.85,,
2003-05-20,14.87,,
2003-05-21,15.34,,
2003-05-22,15.48,,
2003-05-23,15.76,,
2003-05-27,16.06,,
2003-05-28,15.92,,
2003-05-29,15.73,,
2003-05-30,16.16,,
2003-06-02,16.12,,
2003-06-03,16.17,,
2003-06-04,16.42,,
2003-06-05,16.43,,
2003-06-06,16.0,,
2003-06-09,15.99,,
2003-06-10,16.13,,
2003-06-11,16.37,,
2003-06-12,16.3,,
2003-06-13,16.22,,
2003-06-16,16.24,,
2003-06-17,16.12,,
2003-06-18,16.17,,
2003-06-19,16.07,,
2003-06-20,16.03,,
2003-06-23,16.13,,
2003-06-24,15.98,,
2003-06-25,16.11,,
2003-06-26,16.13,,
2003-06-27,16.02,,
2003-06-30,16.07,,
2003-07-01,16.13,,
2003-07-02,16.29,,
2003-07-03,16.1,,
2003-07-07,16.14,,
2003-07-08,16.02,,
2003-07-09,16.07,,
2003-07-10,15.76,,
2003-07-11,15.99,,
2003-07-14,15.61,,
2003-07-15,15.26,,
2003-07-16,14.91,,
2003-07-17,15.07,,
2003-07-18,15.57,,
2003-07-21,15.73,,
2003-07-22,15.54,,
2003-07-23,15.48,,
2003-07-24,15.48,,
2003-07-25,15.92,,
2003-07-28,15.75,,
2003-07-29,15.56,,
2003-07-30,15.53,,
2003-07-31,15.66,,
2003-08-01,15.67,,
2003-08-04,15.61,,
2003-08-05,15.41,,
2003-08-06,15.6,,
2003-08-07,15.88,,
2003-08-08,16.04,,
2003-08-11,16.01,,
2003-08-12,16.15,,
2003-08-13,16.19,,
2003-08-14,16.21,,
2003-08-15,16.32,,
2003-08-18,16.23,,
2003-08-19,16.26,,
2003-08-20,16.38,,
2003-08-21,16.24,,
2003-08-22,16.17,,
2003-08-25,16.1,,
2003-08-26,15.96,,
2003-08-27,16.06,,
2003-08-28,16.31,,
2003-08-29,16.45,,
2003-09-02,16.91,,
2003-09-03,16.86,,
2003-09-04,16.76,,
2003-09-05,16.65,,
2003-09-08,16.95,,
2003-09-09,16.84,,
2003-09-10,16.77,,
2003-09-11,16.77,,
2003-09-12,16.89,,
2003-09-15,16.72,,
2003-09-16,16.79,,
2003-09-17,16.73,,
2003-09-18,16.79,,
2003-09-19,16.76,,
2003-09-22,16.81,,
2003-09-23,16.8,,
2003-09-24,16.82,,
2003-09-25,16.76,,
2003-09-26,16.82,,
2003-09-29,16.79,,
2003-09-30,16.88,,
2003-10-01,17.26,,
2003-10-02,17.23,,
2003-10-03,17.32,,
2003-10-06,17.33,,
2003-10-07,17.4,,
2003-10-08,17.25,,
2003-10-09,17.29,,
2003-10-10,17.48,,
2003-10-13,17.6,,
2003-10-14,17.57,,
2003-10-15,17.39,,
2003-10-16,17.43,,
2003-10-17,17.31,,
2003-10-20,17.03,,
2003-10-21,17.43,,
2003-10-22,17.3,,
2003-10-23,17.39,,
2003-10-24,17.46,,
2003-10-27,17.39,,
2003-10-28,17.09,,
2003-10-29,17.17,,
2003-10-30,16.92,,
2003-10-31,16.89,,
2003-11-03,17.0,,
2003-11-04,17.0,,
2003-11-05,17.06,,
2003-11-06,17.2,,
2003-11-07,17.28,,
2003-11-10,17.27,,
2003-11-11,17.1,,
2003-11-12,17.25,,
2003-11-13,17.29,,
2003-11-14,17.45,,
2003-11-17,17.42,,
2003-11-18,17.34,,
2003-11-19,17.25,,
2003-11-20,17.22,,
2003-11-21,17.15,,
2003-11-24,17.35,,
2003-11-25,17.53,,
2003-11-26,17.57,,
2003-11-28,17.57,,
2003-12-01,18.04,,
2003-12-02,18.15,,
2003-12-03,18.06,,
2003-12-04,18.57,,
2003-12-05,18.62,,
2003-12-08,18.56,,
2003-12-09,18.74,,
2003-12-10,18.62,,
2003-12-11,18.98,,
2003-12-12,19.22,,
2003-12-15,19.1,,
2003-12-16,19.27,,
2003-12-17,19.54,,
2003-12-18,19.86,,
2003-12-19,19.71,,
2003-12-22,19.86,,
2003-12-23,19.8,,
2003-12-24,20.05,,
2003-12-26,20.12,,
2003-12-29,20.42,,
2003-12-30,20.39,,
2003-12-31,20.23,,
2004-01-02,20.14,,
2004-01-05,20.93,,
2004-01-06,20.72,,
2004-01-07,20.49,,
2004-01-08,20.65,,
2004-01-09,20.6,,
2004-01-12,21.15,,
2004-01-13,21.2,,
2004-01-14,21.31,,
2004-01-15,20.83,,
2004-01-16,21.16,,
2004-01-20,21.26,,
2004-01-21,21.56,,
2004-01-22,21.21,,
2004-01-23,21.37,,
2004-01-26,21.5,,
2004-01-27,21.36,,
2004-01-28,21.23,,
2004-01-29,21.23,,
2004-01-30,21.1,,
2004-02-02,20.98,,
2004-02-03,21.03,,
2004-02-04,20.77,,
2004-02-05,20.69,,
2004-02-06,20.87,,
2004-02-09,21.13,,
2004-02-10,21.55,,
2004-02-11,21.6,,
2004-02-12,21.39,,
2004-02-13,21.41,,
2004-02-17,21.35,,
2004-02-18,21.13,,
2004-02-19,21.15,,
2004-02-20,21.25,,
2004-02-23,21.13,,
2004-02-24,21.19,,
2004-02-25,21.29,,
2004-02-26,21.24,,
2004-02-27,21.27,,
2004-03-01,22.24,,
2004-03-02,21.74,,
2004-03-03,21.69,,
2004-03-04,21.56,,
2004-03-05,22.09,,
2004-03-08,22.23,,
2004-03-09,21.95,,
2004-03-10,21.58,,
2004-03-11,21.32,,
2004-03-12,21.63,,
2004-03-15,21.53,,
2004-03-16,21.84,,
2004-03-17,22.11,,
2004-03-18,22.31,,
2004-03-19,22.18,,
2004-03-22,21.86,,
2004-03-23,21.43,,
2004-03-24,20.86,,
2004-03-25,20.85,,
2004-03-26,20.84,,
2004-03-29,21.26,,
2004-03-30,21.76,,
2004-03-31,22.06,,
2004-04-01,21.93,,
2004-04-02,22.02,,
2004-04-05,22.22,,
2004-04-06,22.16,,
2004-04-07,22.11,,
2004-04-08,22.35,,
2004-04-12,22.76,,
2004-04-13,22.29,,
2004-04-14,22.72,,
2004-04-15,23.06,,
2004-04-16,23.29,,
2004-04-19,23.47,,
2004-04-20,22.87,,
2004-04-21,22.85,,
2004-04-22,23.23,,
2004-04-23,23.02,,
2004-04-26,23.32,,
2004-04-27,23.42,,
2004-04-28,22.99,,
2004-04-29,22.54,,
2004-04-30,22.61,,
2004-05-03,23.35,,
2004-05-04,23.38,,
2004-05-05,23.22,,
2004-05-06,23.19,,
2004-05-07,22.65,,
2004-05-10,21.62,,
2004-05-11,21.84,,
2004-05-12,21.82,,
2004-05-13,21.55,,
2004-05-14,22.16,,
2004-05-17,22.15,,
2004-05-18,22.01,,
2004-05-19,21.8,,
2004-05-20,21.72,,
2004-05-21,21.44,,
2004-05-24,21.77,,
2004-05-25,22.18,,
2004-05-26,21.88,,
2004-05-27,21.12,,
2004-05-28,21.17,,
2004-06-01,21.48,,
2004-06-02,21.25,,
2004-06-03,21.24,,
2004-06-04,21.18,,
2004-06-07,21.58,,
2004-06-08,21.6,,
2004-06-09,21.48,,
2004-06-10,21.9,,
2004-06-14,21.59,,
2004-06-15,21.95,,
2004-06-16,22.49,,
2004-06-17,22.74,,
2004-06-18,23.11,,
2004-06-21,23.08,,
2004-06-22,23.12,,
2004-06-23,23.79,,
2004-06-24,23.46,,
2004-06-25,23.26,,
2004-06-28,22.71,,
2004-06-29,22.95,,
2004-06-30,23.19,,
2004-07-01,23.21,,
2004-07-02,23.13,,
2004-07-06,23.41,,
2004-07-07,23.2,,
2004-07-08,23.3,,
2004-07-09,23.45,,
2004-07-12,23.18,,
2004-07-13,23.29,,
2004-07-14,23.63,,
2004-07-15,23.53,,
2004-07-16,24.18,,
2004-07-19,23.95,,
2004-07-20,23.84,,
2004-07-21,23.45,,
2004-07-22,23.42,,
2004-07-23,23.5,,
2004-07-26,23.16,,
2004-07-27,23.31,,
2004-07-28,23.36,,
2004-07-29,23.57,,
2004-07-30,23.6,,
2004-08-02,23.66,,
2004-08-03,23.94,,
2004-08-04,23.83,,
2004-08-05,23.48,,
2004-08-06,22.97,,
2004-08-09,23.62,,
2004-08-10,23.77,,
2004-08-11,23.9,,
2004-08-12,23.79,,
2004-08-13,24.0,,
2004-08-16,24.1,,
2004-08-17,23.68,,
2004-08-18,24.0,,
2004-08-19,23.95,,
2004-08-20,24.24,,
