date,ZION,dcf,Deviation
2000-11-30,54.63,,
2000-12-01,55.63,,
2000-12-04,55.13,,
2000-12-05,58.44,,
2000-12-06,57.69,,
2000-12-07,59.11,,
2000-12-08,60.75,,
2000-12-11,62.75,,
2000-12-12,60.06,,
2000-12-13,59.5,,
2000-12-14,58.16,,
2000-12-15,57.0,,
2000-12-18,58.38,,
2000-12-19,57.13,,
2000-12-20,57.19,,
2000-12-21,58.25,,
2000-12-22,61.75,,
2000-12-26,61.5,,
2000-12-27,61.63,,
2000-12-28,62.06,,
2000-12-29,62.44,,
2001-01-02,59.94,,
2001-01-03,61.94,,
2001-01-04,60.69,,
2001-01-05,60.0,,
2001-01-08,60.13,,
2001-01-09,59.5,,
2001-01-10,60.75,,
2001-01-11,60.38,,
2001-01-12,58.69,,
2001-01-16,60.38,,
2001-01-17,59.61,,
2001-01-18,58.63,,
2001-01-19,57.75,,
2001-01-22,58.69,,
2001-01-23,59.13,,
2001-01-24,58.81,,
2001-01-25,57.19,,
2001-01-26,57.0,,
2001-01-29,56.75,,
2001-01-30,56.06,,
2001-01-31,55.88,,
2001-02-01,56.0,,
2001-02-02,56.0,,
2001-02-05,56.5,,
2001-02-06,56.19,,
2001-02-07,56.69,,
2001-02-08,56.88,,
2001-02-09,57.44,,
2001-02-12,58.31,,
2001-02-13,58.31,,
2001-02-14,58.69,,
2001-02-15,58.06,,
2001-02-16,57.13,,
2001-02-20,56.81,,
2001-02-21,55.38,,
2001-02-22,55.11,,
2001-02-23,55.13,,
2001-02-26,56.5,,
2001-02-27,57.0,,
2001-02-28,57.44,,
2001-03-01,57.56,,
2001-03-02,58.5,,
2001-03-05,58.0,,
2001-03-06,57.44,,
2001-03-07,57.13,,
2001-03-08,56.38,,
2001-03-09,55.38,,
2001-03-12,54.0,,
2001-03-13,54.75,,
2001-03-14,52.88,,
2001-03-15,53.19,,
2001-03-16,51.44,,
2001-03-19,51.69,,
2001-03-20,51.25,,
2001-03-21,48.75,,
2001-03-22,46.94,,
2001-03-23,49.25,,
2001-03-26,51.2,,
2001-03-27,53.0,,
2001-03-28,52.26,,
2001-03-29,51.79,,
2001-03-30,52.09,,
2001-04-02,52.03,,
2001-04-03,51.99,,
2001-04-04,50.42,,
2001-04-05,51.99,,
2001-04-06,51.08,,
2001-04-09,51.35,,
2001-04-10,52.19,,
2001-04-11,53.03,,
2001-04-12,53.2,,
2001-04-16,52.3,,
2001-04-17,52.04,,
2001-04-18,53.29,,
2001-04-19,55.25,,
2001-04-20,54.35,,
2001-04-23,52.54,,
2001-04-24,53.01,,
2001-04-25,52.86,,
2001-04-26,52.69,,
2001-04-27,53.31,,
2001-04-30,53.29,,
2001-05-01,53.44,,
2001-05-02,54.27,,
2001-05-03,53.96,,
2001-05-04,54.75,,
2001-05-07,54.41,,
2001-05-08,54.06,,
2001-05-09,54.0,,
2001-05-10,54.25,,
2001-05-11,53.78,,
2001-05-14,53.63,,
2001-05-15,53.74,,
2001-05-16,55.0,,
2001-05-17,54.8,,
2001-05-18,54.59,,
2001-05-21,54.18,,
2001-05-22,54.26,,
2001-05-23,53.91,,
2001-05-24,53.83,,
2001-05-25,53.8,,
2001-05-29,53.48,,
2001-05-30,53.3,,
2001-05-31,54.14,,
2001-06-01,54.87,,
2001-06-04,55.55,,
2001-06-05,56.31,,
2001-06-06,56.55,,
2001-06-07,56.64,,
2001-06-08,56.5,,
2001-06-11,56.24,,
2001-06-12,56.4,,
2001-06-13,56.55,,
2001-06-14,55.89,,
2001-06-15,56.36,,
2001-06-18,55.9,,
2001-06-19,56.35,,
2001-06-20,58.59,,
2001-06-21,59.54,,
2001-06-22,57.55,,
2001-06-25,57.67,,
2001-06-26,57.87,,
2001-06-27,58.07,,
2001-06-28,58.79,,
2001-06-29,59.0,,
2001-07-02,59.01,,
2001-07-03,59.08,,
2001-07-05,58.44,,
2001-07-06,57.63,,
2001-07-09,57.56,,
2001-07-10,56.8,,
2001-07-11,57.0,,
2001-07-12,57.53,,
2001-07-13,58.38,,
2001-07-16,57.84,,
2001-07-17,58.71,,
2001-07-18,59.0,,
2001-07-19,59.07,,
2001-07-20,58.77,,
2001-07-23,58.31,,
2001-07-24,58.37,,
2001-07-25,58.44,,
2001-07-26,58.4,,
2001-07-27,58.49,,
2001-07-30,58.43,,
2001-07-31,58.45,,
2001-08-01,57.64,,
2001-08-02,57.87,,
2001-08-03,58.36,,
2001-08-06,58.25,,
2001-08-07,58.56,,
2001-08-08,58.04,,
2001-08-09,58.15,,
2001-08-10,58.51,,
2001-08-13,58.08,,
2001-08-14,58.5,,
2001-08-15,58.65,,
2001-08-16,59.06,,
2001-08-17,59.5,,
2001-08-20,59.57,,
2001-08-21,59.37,,
2001-08-22,59.76,,
2001-08-23,59.75,,
2001-08-24,58.62,,
2001-08-27,57.7,,
2001-08-28,57.49,,
2001-08-29,57.04,,
2001-08-30,57.36,,
2001-08-31,57.26,,
2001-09-04,56.82,,
2001-09-05,56.29,,
2001-09-06,55.39,,
2001-09-07,54.96,,
2001-09-10,54.04,,
2001-09-17,53.8,,
2001-09-18,53.85,,
2001-09-19,53.25,,
2001-09-20,52.78,,
2001-09-21,51.62,,
2001-09-24,51.84,,
2001-09-25,52.24,,
2001-09-26,52.2,,
2001-09-27,54.0,,
2001-09-28,53.66,,
2001-10-01,52.55,,
2001-10-02,52.55,,
2001-10-03,49.62,,
2001-10-04,49.11,,
2001-10-05,45.93,,
2001-10-08,43.92,,
2001-10-09,44.4,,
2001-10-10,44.36,,
2001-10-11,44.49,,
2001-10-12,43.76,,
2001-10-15,43.61,,
2001-10-16,44.78,,
2001-10-17,44.4,,
2001-10-18,42.45,,
2001-10-19,43.8,,
2001-10-22,44.88,,
2001-10-23,45.59,,
2001-10-24,46.25,,
2001-10-25,47.61,,
2001-10-26,48.45,,
2001-10-29,48.32,,
2001-10-30,48.1,,
2001-10-31,47.92,,
2001-11-01,48.51,,
2001-11-02,48.04,,
2001-11-05,49.01,,
2001-11-06,49.34,,
2001-11-07,49.74,,
2001-11-08,49.17,,
2001-11-09,48.74,,
2001-11-12,48.23,,
2001-11-13,48.1,,
2001-11-14,48.17,,
2001-11-15,47.84,,
2001-11-16,47.25,,
2001-11-19,47.35,,
2001-11-20,47.15,,
2001-11-21,46.84,,
2001-11-23,47.36,,
2001-11-26,48.05,,
2001-11-27,47.92,,
2001-11-28,47.83,,
2001-11-29,48.51,,
2001-11-30,48.28,,
2001-12-03,48.0,,
2001-12-04,48.92,,
2001-12-05,50.53,,
2001-12-06,51.4,,
2001-12-07,51.33,,
2001-12-10,51.07,,
2001-12-11,51.25,,
2001-12-12,51.55,,
2001-12-13,51.14,,
2001-12-14,50.92,,
2001-12-17,50.89,,
2001-12-18,51.86,,
2001-12-19,52.08,,
2001-12-20,52.25,,
2001-12-21,53.51,,
2001-12-24,53.14,,
2001-12-26,53.28,,
2001-12-27,52.47,,
2001-12-28,52.69,,
2001-12-31,52.58,,
2002-01-02,51.58,,
2002-01-03,52.43,,
2002-01-04,52.87,,
2002-01-07,52.84,,
2002-01-08,52.75,,
2002-01-09,52.51,,
2002-01-10,52.44,,
2002-01-11,51.85,,
2002-01-14,51.23,,
2002-01-15,51.72,,
2002-01-16,51.75,,
2002-01-17,51.95,,
2002-01-18,51.71,,
2002-01-22,51.52,,
2002-01-23,51.79,,
2002-01-24,51.22,,
2002-01-25,51.12,,
2002-01-28,50.4,,
2002-01-29,48.96,,
2002-01-30,49.46,,
2002-01-31,50.34,,
2002-02-01,50.37,,
2002-02-04,49.88,,
2002-02-05,50.13,,
2002-02-06,50.98,,
2002-02-07,51.88,,
2002-02-08,52.05,,
2002-02-11,52.44,,
2002-02-12,52.2,,
2002-02-13,52.89,,
2002-02-14,53.67,,
2002-02-15,53.47,,
2002-02-19,52.69,,
2002-02-20,52.99,,
2002-02-21,53.37,,
2002-02-22,53.02,,
2002-02-25,53.11,,
2002-02-26,52.84,,
2002-02-27,52.99,,
2002-02-28,52.85,,
2002-03-01,52.92,,
2002-03-04,53.73,,
2002-03-05,53.06,,
2002-03-06,53.68,,
2002-03-07,53.58,,
2002-03-08,53.7,,
2002-03-11,53.85,,
2002-03-12,54.07,,
2002-03-13,53.92,,
2002-03-14,53.98,,
2002-03-15,54.95,,
2002-03-18,55.78,,
2002-03-19,56.06,,
2002-03-20,55.58,,
2002-03-21,55.01,,
2002-03-22,55.05,,
2002-03-25,55.66,,
2002-03-26,57.44,,
2002-03-27,59.2,,
2002-03-28,59.27,,
2002-04-01,59.11,,
2002-04-02,58.94,,
2002-04-03,57.93,,
2002-04-04,57.15,,
2002-04-05,57.33,,
2002-04-08,57.81,,
2002-04-09,58.35,,
2002-04-10,58.33,,
2002-04-11,57.66,,
2002-04-12,58.51,,
2002-04-15,58.74,,
2002-04-16,59.01,,
2002-04-17,59.09,,
2002-04-18,59.4,,
2002-04-19,56.08,,
2002-04-22,54.6,,
2002-04-23,54.32,,
2002-04-24,54.24,,
2002-04-25,54.33,,
2002-04-26,53.72,,
2002-04-29,53.5,,
2002-04-30,54.08,,
2002-05-01,54.28,,
2002-05-02,55.7,,
2002-05-03,55.75,,
2002-05-06,55.66,,
2002-05-07,56.02,,
2002-05-08,55.86,,
2002-05-09,55.09,,
2002-05-10,54.75,,
2002-05-13,55.41,,
2002-05-14,56.24,,
2002-05-15,56.59,,
2002-05-16,56.36,,
2002-05-17,56.53,,
2002-05-20,55.91,,
2002-05-21,56.32,,
2002-05-22,56.7,,
2002-05-23,57.24,,
2002-05-24,56.61,,
2002-05-28,56.02,,
2002-05-29,55.58,,
2002-05-30,55.33,,
2002-05-31,55.07,,
2002-06-03,54.36,,
2002-06-04,53.65,,
2002-06-05,53.84,,
2002-06-06,53.38,,
2002-06-07,53.6,,
2002-06-10,53.25,,
2002-06-11,52.51,,
2002-06-12,52.27,,
2002-06-13,51.64,,
2002-06-14,51.85,,
2002-06-17,54.28,,
2002-06-18,54.0,,
2002-06-19,53.69,,
2002-06-20,52.71,,
2002-06-21,52.78,,
2002-06-24,52.07,,
2002-06-25,51.01,,
2002-06-26,50.31,,
2002-06-27,51.37,,
2002-06-28,52.1,,
2002-07-01,51.93,,
2002-07-02,51.32,,
2002-07-03,50.32,,
2002-07-05,52.31,,
2002-07-08,51.81,,
2002-07-09,50.79,,
2002-07-10,49.84,,
2002-07-11,49.87,,
2002-07-12,49.46,,
2002-07-15,48.81,,
2002-07-16,48.99,,
2002-07-17,48.38,,
2002-07-18,46.54,,
2002-07-19,45.96,,
2002-07-22,44.81,,
2002-07-23,44.03,,
2002-07-24,45.87,,
2002-07-25,46.55,,
2002-07-26,47.41,,
2002-07-29,50.4,,
2002-07-30,49.23,,
2002-07-31,50.51,,
2002-08-01,49.79,,
2002-08-02,48.86,,
2002-08-05,47.62,,
2002-08-06,48.99,,
2002-08-07,49.85,,
2002-08-08,51.78,,
2002-08-09,52.14,,
2002-08-12,52.31,,
2002-08-13,51.53,,
2002-08-14,53.02,,
2002-08-15,53.62,,
2002-08-16,53.34,,
2002-08-19,54.02,,
2002-08-20,53.24,,
2002-08-21,53.9,,
2002-08-22,54.31,,
2002-08-23,53.54,,
2002-08-26,54.14,,
2002-08-27,54.79,,
2002-08-28,53.89,,
2002-08-29,54.2,,
2002-08-30,54.62,,
2002-09-03,52.86,,
2002-09-04,53.25,,
2002-09-05,52.63,,
2002-09-06,52.7,,
2002-09-09,53.44,,
2002-09-10,52.96,,
2002-09-11,52.93,,
2002-09-12,50.74,,
2002-09-13,51.0,,
2002-09-16,50.89,,
2002-09-17,49.73,,
2002-09-18,48.04,,
2002-09-19,46.34,,
2002-09-20,45.72,,
2002-09-23,43.09,,
2002-09-24,42.78,,
2002-09-25,43.56,,
2002-09-26,44.54,,
2002-09-27,44.45,,
2002-09-30,43.53,,
2002-10-01,44.1,,
2002-10-02,41.22,,
2002-10-03,38.2,,
2002-10-04,37.79,,
2002-10-07,34.45,,
2002-10-08,36.62,,
2002-10-09,35.06,,
2002-10-10,36.59,,
2002-10-11,37.73,,
2002-10-14,37.66,,
2002-10-15,39.0,,
2002-10-16,39.06,,
2002-10-17,39.01,,
2002-10-18,40.06,,
2002-10-21,40.5,,
2002-10-22,39.44,,
2002-10-23,39.38,,
2002-10-24,38.84,,
2002-10-25,39.86,,
2002-10-28,39.83,,
2002-10-29,39.64,,
2002-10-30,40.2,,
2002-10-31,40.21,,
2002-11-01,42.7,,
2002-11-04,43.01,,
2002-11-05,42.66,,
2002-11-06,41.94,,
2002-11-07,40.47,,
2002-11-08,39.68,,
2002-11-11,39.4,,
2002-11-12,39.95,,
2002-11-13,39.26,,
2002-11-14,40.32,,
2002-11-15,39.77,,
2002-11-18,38.71,,
2002-11-19,38.26,,
2002-11-20,39.7,,
2002-11-21,40.41,,
2002-11-22,41.2,,
2002-11-25,41.72,,
2002-11-26,40.95,,
2002-11-27,42.14,,
2002-11-29,41.15,,
2002-12-02,41.43,,
2002-12-03,41.0,,
2002-12-04,40.88,,
2002-12-05,40.82,,
2002-12-06,41.21,,
2002-12-09,40.64,,
2002-12-10,41.25,,
2002-12-11,41.11,,
2002-12-12,40.94,,
2002-12-13,40.06,,
2002-12-16,40.93,,
2002-12-17,40.35,,
2002-12-18,39.73,,
2002-12-19,39.19,,
2002-12-20,39.65,,
2002-12-23,40.21,,
2002-12-24,39.96,,
2002-12-26,40.07,,
2002-12-27,39.09,,
2002-12-30,39.43,59.61452598657787,-0.33858402214122085
2002-12-31,39.34,60.91452598657735,-0.35417703145767465
2003-01-02,40.64,60.54452598657807,-0.3287584742341635
2003-01-03,40.27,61.66452598657735,-0.34695030318135167
2003-01-06,41.39,61.86452598657787,-0.33095745356587747
2003-01-07,41.59,62.30452598657823,-0.3324722507485346
2003-01-08,42.03,63.06452598657839,-0.33353974611741355
2003-01-09,42.79,62.974525986578286,-0.32051890300659347
2003-01-10,42.7,63.1545259865772,-0.3238806034412257
2003-01-13,42.88,63.274525986577764,-0.3223181156806135
2003-01-14,43.0,62.36452598657787,-0.3105054625244087
2003-01-15,42.09,62.464525986578124,-0.32617754901327567
2003-01-16,42.19,62.80452598657823,-0.3282331275135123
2003-01-17,42.53,62.79452598657807,-0.322711664244579
2003-01-21,42.52,62.274525986577764,-0.317216802113203
2003-01-22,42.0,62.7445259865773,-0.33061889719296145
2003-01-23,42.47,62.32452598657725,-0.3185668189574886
2003-01-24,42.05,61.14452598657834,-0.3122851257489464
2003-01-27,40.87,62.04452598657807,-0.3412795190208836
2003-01-28,41.77,62.4045259865772,-0.3306575229978599
2003-01-29,42.13,61.07452598657725,-0.31018703265483893
2003-01-30,40.8,61.694525986577816,-0.3386771460262715
2003-01-31,41.42,62.214525986578124,-0.33423908093528254
2003-02-03,41.94,61.214525986578124,-0.31486850017925894
2003-02-04,40.94,61.334525986577404,-0.33251297957435255
2003-02-05,41.06,61.024525986577764,-0.32715577325367384
2003-02-06,40.75,60.45452598657797,-0.32593963255873915
2003-02-07,40.18,60.754525986577455,-0.33865009482788166
2003-02-10,40.48,60.4945259865773,-0.33084854637952177
2003-02-11,40.22,60.214525986578124,-0.3320548598362283
2003-02-12,39.94,60.384525986578176,-0.33857226917906813
2003-02-13,40.11,61.07452598657725,-0.3432613785849892
2003-02-14,40.8,61.81452598657839,-0.33996096631301864
2003-02-18,41.54,62.23452598657714,-0.3325248430596318
2003-02-19,41.96,61.98452598657714,-0.32305685439803933
2003-02-20,41.71,63.03452598657792,-0.3382991408727115
2003-02-21,42.76,62.214525986578124,-0.31270070257828786
2003-02-24,41.94,62.61452598657787,-0.3301873752267914
2003-02-25,42.34,62.30452598657823,-0.3204346019882893
2003-02-26,42.03,62.7445259865773,-0.33014076783381363
2003-02-27,42.47,63.03452598657792,-0.3262422563621208
2003-02-28,42.76,62.81452598657839,-0.3192657378464251
2003-03-03,42.54,62.18452598657766,-0.31590698288538654
2003-03-04,41.91,62.64452598657834,-0.33098703613817326
2003-03-05,42.37,62.18452598657766,-0.3186407819664746
2003-03-06,41.91,62.82452598657725,-0.33290384062819256
2003-03-07,42.55,61.714525986578124,-0.3105350917018481
2003-03-10,41.44,61.20452598657797,-0.32292588935191313
2003-03-11,40.93,60.86452598657787,-0.32752289882244257
2003-03-12,40.59,62.35452598657771,-0.34904484706150585
2003-03-13,42.08,62.34452598657756,-0.3250409826027132
2003-03-14,42.07,63.04452598657807,-0.33269384864664486
2003-03-17,42.77,62.714525986578124,-0.31802083604756193
2003-03-18,42.44,63.57452598657725,-0.33243702030966726
2003-03-19,43.3,63.93452598657766,-0.32274464646706935
2003-03-20,43.66,64.73452598657714,-0.3255531057869644
2003-03-21,44.46,63.43452598657766,-0.2991198513975267
2003-03-24,43.16,63.85452598657771,-0.32408863219699924
2003-03-25,43.58,63.774525986577764,-0.31665505425830975
2003-03-26,43.5,63.55452598657823,-0.31554835277684934
2003-03-27,43.28,63.774525986577764,-0.3213591268540533
2003-03-28,43.5,63.05452598657823,-0.31012089426761524
2003-03-31,42.78,,
2003-04-01,43.14,,
2003-04-02,43.64,,
2003-04-03,42.76,,
2003-04-04,42.95,,
2003-04-07,42.76,,
2003-04-08,42.93,,
2003-04-09,42.48,,
2003-04-10,43.23,,
2003-04-11,43.29,,
2003-04-14,44.37,,
2003-04-15,45.04,,
2003-04-16,44.52,,
2003-04-17,45.26,,
2003-04-21,47.5,,
2003-04-22,48.88,,
2003-04-23,48.85,,
2003-04-24,48.49,,
2003-04-25,48.02,,
2003-04-28,48.88,,
2003-04-29,48.81,,
2003-04-30,49.24,,
2003-05-01,49.03,,
2003-05-02,49.94,,
2003-05-05,49.44,,
2003-05-06,49.36,,
2003-05-07,49.1,,
2003-05-08,48.52,,
2003-05-09,49.0,,
2003-05-12,49.17,,
2003-05-13,49.68,,
2003-05-14,48.99,,
2003-05-15,49.49,,
2003-05-16,49.52,,
2003-05-19,48.48,,
2003-05-20,48.38,,
2003-05-21,48.8,,
2003-05-22,48.83,,
2003-05-23,48.68,,
2003-05-27,49.3,,
2003-05-28,49.57,,
2003-05-29,49.71,,
2003-05-30,51.05,,
2003-06-02,50.26,,
2003-06-03,50.89,,
2003-06-04,52.44,,
2003-06-05,52.82,,
2003-06-06,52.62,,
2003-06-09,51.61,,
2003-06-10,52.16,,
2003-06-11,52.78,,
2003-06-12,53.02,,
2003-06-13,52.59,,
2003-06-16,53.37,,
2003-06-17,53.2,,
2003-06-18,53.01,,
2003-06-19,51.47,,
2003-06-20,51.7,,
2003-06-23,51.02,,
2003-06-24,50.85,,
2003-06-25,50.36,,
2003-06-26,51.25,,
2003-06-27,50.62,,
2003-06-30,50.6,,
2003-07-01,51.2,,
2003-07-02,51.94,,
2003-07-03,51.88,,
2003-07-07,52.74,,
2003-07-08,52.99,,
2003-07-09,52.28,,
2003-07-10,51.79,,
2003-07-11,52.13,,
2003-07-14,52.64,,
2003-07-15,51.45,,
2003-07-16,51.95,,
2003-07-17,51.6,,
2003-07-18,54.4,,
2003-07-21,54.53,,
2003-07-22,54.89,,
2003-07-23,54.86,,
2003-07-24,55.5,,
2003-07-25,57.17,,
2003-07-28,57.01,,
2003-07-29,56.63,,
2003-07-30,56.94,,
2003-07-31,55.89,,
2003-08-01,56.09,,
2003-08-04,56.23,,
2003-08-05,55.81,,
2003-08-06,56.2,,
2003-08-07,56.63,,
2003-08-08,56.77,,
2003-08-11,56.64,,
2003-08-12,56.99,,
2003-08-13,56.41,,
2003-08-14,56.84,,
2003-08-15,56.77,,
2003-08-18,57.61,,
2003-08-19,57.26,,
2003-08-20,57.48,,
2003-08-21,57.29,,
2003-08-22,56.37,,
2003-08-25,56.05,,
2003-08-26,56.52,,
2003-08-27,55.51,,
2003-08-28,55.91,,
2003-08-29,55.77,,
2003-09-02,56.33,,
2003-09-03,56.55,,
2003-09-04,56.97,,
2003-09-05,56.32,,
2003-09-08,56.92,,
2003-09-09,57.36,,
2003-09-10,56.12,,
2003-09-11,55.8,,
2003-09-12,56.27,,
2003-09-15,55.68,,
2003-09-16,56.23,,
2003-09-17,56.49,,
2003-09-18,57.25,,
2003-09-19,58.03,,
2003-09-22,57.06,,
2003-09-23,57.31,,
2003-09-24,56.32,,
2003-09-25,55.79,,
2003-09-26,55.63,,
2003-09-29,56.2,,
2003-09-30,55.99,,
2003-10-01,57.74,,
2003-10-02,57.77,,
2003-10-03,57.76,,
2003-10-06,58.5,,
2003-10-07,58.99,,
2003-10-08,59.32,,
2003-10-09,59.53,,
2003-10-10,59.65,,
2003-10-13,60.5,,
2003-10-14,60.38,,
2003-10-15,59.91,,
2003-10-16,60.31,,
2003-10-17,58.81,,
2003-10-20,58.43,,
2003-10-21,58.48,,
2003-10-22,58.04,,
2003-10-23,58.37,,
2003-10-24,58.44,,
2003-10-27,59.21,,
2003-10-28,60.24,,
2003-10-29,60.68,,
2003-10-30,61.0,,
2003-10-31,61.3,,
2003-11-03,62.21,,
2003-11-04,62.16,,
2003-11-05,61.95,,
2003-11-06,63.3,,
2003-11-07,63.12,,
2003-11-10,62.68,,
2003-11-11,62.94,,
2003-11-12,63.5,,
2003-11-13,63.15,,
2003-11-14,63.15,,
2003-11-17,62.62,,
2003-11-18,61.59,,
2003-11-19,61.05,,
2003-11-20,60.97,,
2003-11-21,60.75,,
2003-11-24,60.55,,
2003-11-25,60.99,,
2003-11-26,61.74,,
2003-11-28,61.81,,
2003-12-01,62.12,,
2003-12-02,62.07,,
2003-12-03,61.87,,
2003-12-04,61.8,,
2003-12-05,61.2,,
2003-12-08,61.91,,
2003-12-09,61.66,,
2003-12-10,61.07,,
2003-12-11,61.88,,
2003-12-12,61.86,,
2003-12-15,61.43,,
2003-12-16,62.18,,
2003-12-17,61.84,,
2003-12-18,61.96,,
2003-12-19,61.69,,
2003-12-22,61.28,,
2003-12-23,61.31,,
2003-12-24,61.15,,
2003-12-26,61.12,,
2003-12-29,61.3,,
2003-12-30,61.44,71.85980881103042,-0.14500189999713708
2003-12-31,61.34,70.71980881103032,-0.13263340171201543
2004-01-02,60.2,70.58980881102853,-0.14718567716824993
2004-01-05,60.07,71.41980881103085,-0.15891681873667884
2004-01-06,60.9,70.99980881103053,-0.14225121137877528
2004-01-07,60.48,71.31980881102926,-0.15198875307911563
2004-01-08,60.8,70.54980881103,-0.1381975227905322
2004-01-09,60.03,69.99980881103053,-0.14242622916220726
2004-01-12,59.48,69.34980881102948,-0.14231919280301997
2004-01-13,58.83,69.50980881102885,-0.1536446293509921
2004-01-14,58.99,70.05980881103095,-0.15800512446285753
2004-01-15,59.54,70.72980881102863,-0.15820499163124913
2004-01-16,60.21,71.53980881102906,-0.15837068898180195
2004-01-20,61.02,72.23980881102958,-0.15531337908685794
2004-01-21,61.72,70.91980881103085,-0.12972128612958012
2004-01-22,60.4,71.54980881103,-0.15583282466173642
2004-01-23,61.03,71.91980881103085,-0.15141598665318756
2004-01-26,61.4,71.39980881102895,-0.14005371971646374
2004-01-27,60.88,69.80980881103095,-0.12791624791872958
2004-01-28,59.29,69.59980881102948,-0.14812984384801475
2004-01-29,59.08,69.1598088110299,-0.1457466263183529
2004-01-30,58.64,69.42980881102916,-0.15540599917819686
2004-02-02,58.91,68.79980881103,-0.14374762055217327
2004-02-03,58.28,69.05980881103095,-0.15609381196707117
2004-02-04,58.54,68.95980881102938,-0.1510997346234353
2004-02-05,58.44,69.76980881102979,-0.16238841705466567
2004-02-06,59.25,68.91980881103085,-0.1403052181636807
2004-02-09,58.4,68.51980881102979,-0.14769172574516554
2004-02-10,58.0,69.39980881102895,-0.16426282732377362
2004-02-11,58.88,69.42980881102916,-0.15194927066187291
2004-02-12,58.91,68.92980881102916,-0.14536249242324806
2004-02-13,58.41,69.44980881103106,-0.1589609676402386
2004-02-17,58.93,69.01980881102979,-0.1461871451811002
2004-02-18,58.5,68.63980881103063,-0.14772489881121487
2004-02-19,58.12,68.89980881102895,-0.15645629497455737
2004-02-20,58.38,68.19980881103106,-0.14398587008124786
2004-02-23,57.68,68.03980881102906,-0.15226099238170943
2004-02-24,57.52,68.14980881102895,-0.15597708924619436
2004-02-25,57.63,68.70980881102938,-0.1612551250361044
2004-02-26,58.19,68.78980881102906,-0.1540898135092592
2004-02-27,58.27,68.95980881102938,-0.15501505870358
2004-03-01,58.44,68.54980881103,-0.14748121090898347
2004-03-02,58.03,69.22980881102863,-0.16177726045148988
2004-03-03,58.71,69.60980881103042,-0.15658438081075765
2004-03-04,59.09,69.71980881103032,-0.15246468675554636
2004-03-05,59.2,69.64980881102895,-0.1500335606000146
2004-03-08,59.13,69.01980881102979,-0.14328942634580777
2004-03-09,58.5,68.36980881102875,-0.14435916938583926
2004-03-10,57.85,67.66980881103085,-0.14511358881555048
2004-03-11,57.15,67.62980881102969,-0.15495842728629072
2004-03-12,57.11,66.87980881102969,-0.14608009479564288
2004-03-15,56.36,67.37980881102969,-0.16354764142972478
2004-03-16,56.86,68.33980881102853,-0.16798128368740695
2004-03-17,57.82,68.60980881103042,-0.1572633563336171
2004-03-18,58.09,67.96980881103032,-0.14535584230489984
2004-03-19,57.45,67.19980881103106,-0.14508685342316918
2004-03-22,56.68,67.10980881103042,-0.15541407427338905
2004-03-23,56.59,66.77980881103075,-0.15258816987429868
2004-03-24,56.26,67.47980881102863,-0.16626912566466723
2004-03-25,56.96,67.26980881102979,-0.15326056359088924
2004-03-26,56.75,67.51980881102979,-0.15950591390404634
2004-03-29,57.0,67.53980881102906,-0.15605328171002963
2004-03-30,57.02,67.61980881102875,-0.15675597132566754
2004-03-31,57.1,,
2004-04-01,57.58,,
2004-04-02,56.94,,
2004-04-05,56.95,,
2004-04-06,57.35,,
2004-04-07,57.64,,
2004-04-08,57.31,,
2004-04-12,57.6,,
2004-04-13,56.29,,
2004-04-14,55.26,,
2004-04-15,54.75,,
2004-04-16,54.65,,
2004-04-19,54.66,,
2004-04-20,54.55,,
2004-04-21,56.14,,
2004-04-22,56.98,,
2004-04-23,57.92,,
2004-04-26,57.51,,
2004-04-27,57.36,,
2004-04-28,56.43,,
2004-04-29,55.96,,
2004-04-30,56.59,,
2004-05-03,56.94,,
2004-05-04,57.57,,
2004-05-05,57.97,,
2004-05-06,57.23,,
2004-05-07,56.04,,
2004-05-10,55.37,,
2004-05-11,56.56,,
2004-05-12,56.92,,
2004-05-13,57.62,,
2004-05-14,58.59,,
2004-05-17,58.39,,
2004-05-18,59.08,,
2004-05-19,59.59,,
2004-05-20,59.77,,
2004-05-21,60.38,,
2004-05-24,59.74,,
2004-05-25,60.45,,
2004-05-26,61.04,,
2004-05-27,61.01,,
2004-05-28,61.3,,
2004-06-01,60.75,,
2004-06-02,61.2,,
2004-06-03,61.26,,
2004-06-04,61.41,,
2004-06-07,61.98,,
2004-06-08,62.0,,
2004-06-09,61.28,,
2004-06-10,61.3,,
2004-06-14,60.47,,
2004-06-15,60.24,,
2004-06-16,60.1,,
2004-06-17,60.22,,
2004-06-18,60.6,,
2004-06-21,60.84,,
2004-06-22,61.39,,
2004-06-23,61.82,,
2004-06-24,61.5,,
2004-06-25,61.41,,
2004-06-28,61.7,,
2004-06-29,61.33,,
2004-06-30,61.45,,
2004-07-01,61.32,,
2004-07-02,61.82,,
2004-07-06,61.61,,
2004-07-07,61.82,,
2004-07-08,61.87,,
2004-07-09,61.79,,
2004-07-12,62.75,,
2004-07-13,62.75,,
2004-07-14,62.48,,
2004-07-15,62.8,,
2004-07-16,62.75,,
2004-07-19,63.15,,
2004-07-20,64.17,,
2004-07-21,63.17,,
2004-07-22,61.8,,
2004-07-23,60.25,,
2004-07-26,58.98,,
2004-07-27,60.24,,
2004-07-28,59.81,,
2004-07-29,60.55,,
2004-07-30,60.5,,
2004-08-02,61.42,,
2004-08-03,61.12,,
2004-08-04,61.05,,
2004-08-05,60.08,,
